video_id	left_index	right_index	target_difference	absolute_gap	raw_video_balanced_weight	left_sample_id	right_sample_id	left_label	right_label
-UuX1xuaiiE	40	33	1.3333332538604736	1.3333332538604736	0.03571428571428571	-UuX1xuaiiE$_$8	-UuX1xuaiiE$_$3	1.6666666269302368	0.3333333432674408
-UuX1xuaiiE	38	32	-3.0	3.0	0.03571428571428571	-UuX1xuaiiE$_$6	-UuX1xuaiiE$_$0	-0.3333333432674408	2.6666667461395264
-UuX1xuaiiE	40	38	2.0	2.0	0.03571428571428571	-UuX1xuaiiE$_$8	-UuX1xuaiiE$_$6	1.6666666269302368	-0.3333333432674408
-UuX1xuaiiE	39	36	-1.3333332538604736	1.3333332538604736	0.03571428571428571	-UuX1xuaiiE$_$9	-UuX1xuaiiE$_$4	0.6666666865348816	2.0
-UuX1xuaiiE	34	37	3.0	3.0	0.03571428571428571	-UuX1xuaiiE$_$2	-UuX1xuaiiE$_$7	1.6666666269302368	-1.3333333730697632
-UuX1xuaiiE	33	32	-2.3333334922790527	2.3333334922790527	0.03571428571428571	-UuX1xuaiiE$_$3	-UuX1xuaiiE$_$0	0.3333333432674408	2.6666667461395264
-UuX1xuaiiE	35	38	1.3333333730697632	1.3333333730697632	0.03571428571428571	-UuX1xuaiiE$_$5	-UuX1xuaiiE$_$6	1.0	-0.3333333432674408
-UuX1xuaiiE	37	39	-2.0	2.0	0.03571428571428571	-UuX1xuaiiE$_$7	-UuX1xuaiiE$_$9	-1.3333333730697632	0.6666666865348816
-UuX1xuaiiE	34	33	1.3333332538604736	1.3333332538604736	0.03571428571428571	-UuX1xuaiiE$_$2	-UuX1xuaiiE$_$3	1.6666666269302368	0.3333333432674408
-UuX1xuaiiE	37	35	-2.3333334922790527	2.3333334922790527	0.03571428571428571	-UuX1xuaiiE$_$7	-UuX1xuaiiE$_$5	-1.3333333730697632	1.0
-UuX1xuaiiE	36	35	1.0	1.0	0.03571428571428571	-UuX1xuaiiE$_$4	-UuX1xuaiiE$_$5	2.0	1.0
-UuX1xuaiiE	38	31	-2.0	2.0	0.03571428571428571	-UuX1xuaiiE$_$6	-UuX1xuaiiE$_$1	-0.3333333432674408	1.6666666269302368
-UuX1xuaiiE	38	37	1.0	1.0	0.03571428571428571	-UuX1xuaiiE$_$6	-UuX1xuaiiE$_$7	-0.3333333432674408	-1.3333333730697632
-UuX1xuaiiE	31	32	-1.0000001192092896	1.0000001192092896	0.03571428571428571	-UuX1xuaiiE$_$1	-UuX1xuaiiE$_$0	1.6666666269302368	2.6666667461395264
-UuX1xuaiiE	31	33	1.3333332538604736	1.3333332538604736	0.03571428571428571	-UuX1xuaiiE$_$1	-UuX1xuaiiE$_$3	1.6666666269302368	0.3333333432674408
-UuX1xuaiiE	40	32	-1.0000001192092896	1.0000001192092896	0.03571428571428571	-UuX1xuaiiE$_$8	-UuX1xuaiiE$_$0	1.6666666269302368	2.6666667461395264
-WXXTNIJcVM	42	45	1.6666666269302368	1.6666666269302368	0.25	-WXXTNIJcVM$_$0	-WXXTNIJcVM$_$5	2.0	0.3333333432674408
-WXXTNIJcVM	45	41	-1.3333332538604736	1.3333332538604736	0.25	-WXXTNIJcVM$_$5	-WXXTNIJcVM$_$1	0.3333333432674408	1.6666666269302368
-WXXTNIJcVM	44	45	1.9999998807907104	1.9999998807907104	0.25	-WXXTNIJcVM$_$2	-WXXTNIJcVM$_$5	2.3333332538604736	0.3333333432674408
-WXXTNIJcVM	45	43	-1.3333332538604736	1.3333332538604736	0.25	-WXXTNIJcVM$_$5	-WXXTNIJcVM$_$3	0.3333333432674408	1.6666666269302368
-ZgjBOA1Yhw	48	47	1.0	1.0	0.5	-ZgjBOA1Yhw$_$5	-ZgjBOA1Yhw$_$2	0.3333333432674408	-0.6666666865348816
-ZgjBOA1Yhw	47	50	-1.0	1.0	0.5	-ZgjBOA1Yhw$_$2	-ZgjBOA1Yhw$_$7	-0.6666666865348816	0.3333333432674408
-aqamKhZ1Ec	57	56	1.6666666269302368	1.6666666269302368	0.5	-aqamKhZ1Ec$_$5	-aqamKhZ1Ec$_$0	-0.3333333432674408	-2.0
-aqamKhZ1Ec	56	55	-1.3333332538604736	1.3333332538604736	0.5	-aqamKhZ1Ec$_$0	-aqamKhZ1Ec$_$1	-2.0	-0.6666666865348816
-dxfTGcXJoc	62	61	1.3333332538604736	1.3333332538604736	0.25	-dxfTGcXJoc$_$5	-dxfTGcXJoc$_$2	2.0	0.6666666865348816
-dxfTGcXJoc	65	62	-1.3333332538604736	1.3333332538604736	0.25	-dxfTGcXJoc$_$6	-dxfTGcXJoc$_$5	0.6666666865348816	2.0
-dxfTGcXJoc	62	59	1.0	1.0	0.25	-dxfTGcXJoc$_$5	-dxfTGcXJoc$_$0	2.0	1.0
-dxfTGcXJoc	64	62	-1.0	1.0	0.25	-dxfTGcXJoc$_$7	-dxfTGcXJoc$_$5	1.0	2.0
-egA8-b7-3M	68	71	1.6666666269302368	1.6666666269302368	0.03333333333333333	-egA8-b7-3M$_$26	-egA8-b7-3M$_$23	1.6666666269302368	0.0
-egA8-b7-3M	67	79	-1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$10	-egA8-b7-3M$_$25	0.3333333432674408	1.3333333730697632
-egA8-b7-3M	68	77	1.6666666269302368	1.6666666269302368	0.03333333333333333	-egA8-b7-3M$_$26	-egA8-b7-3M$_$2	1.6666666269302368	0.0
-egA8-b7-3M	67	66	-1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$10	-egA8-b7-3M$_$24	0.3333333432674408	1.3333333730697632
-egA8-b7-3M	68	69	1.6666666269302368	1.6666666269302368	0.03333333333333333	-egA8-b7-3M$_$26	-egA8-b7-3M$_$15	1.6666666269302368	0.0
-egA8-b7-3M	69	66	-1.3333333730697632	1.3333333730697632	0.03333333333333333	-egA8-b7-3M$_$15	-egA8-b7-3M$_$24	0.0	1.3333333730697632
-egA8-b7-3M	66	82	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$24	-egA8-b7-3M$_$20	1.3333333730697632	0.3333333432674408
-egA8-b7-3M	70	68	-1.3333332538604736	1.3333332538604736	0.03333333333333333	-egA8-b7-3M$_$17	-egA8-b7-3M$_$26	0.3333333432674408	1.6666666269302368
-egA8-b7-3M	79	70	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$25	-egA8-b7-3M$_$17	1.3333333730697632	0.3333333432674408
-egA8-b7-3M	70	66	-1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$17	-egA8-b7-3M$_$24	0.3333333432674408	1.3333333730697632
-egA8-b7-3M	79	78	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$25	-egA8-b7-3M$_$5	1.3333333730697632	0.3333333432674408
-egA8-b7-3M	71	79	-1.3333333730697632	1.3333333730697632	0.03333333333333333	-egA8-b7-3M$_$23	-egA8-b7-3M$_$25	0.0	1.3333333730697632
-egA8-b7-3M	68	82	1.3333332538604736	1.3333332538604736	0.03333333333333333	-egA8-b7-3M$_$26	-egA8-b7-3M$_$20	1.6666666269302368	0.3333333432674408
-egA8-b7-3M	67	68	-1.3333332538604736	1.3333332538604736	0.03333333333333333	-egA8-b7-3M$_$10	-egA8-b7-3M$_$26	0.3333333432674408	1.6666666269302368
-egA8-b7-3M	79	81	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$25	-egA8-b7-3M$_$9	1.3333333730697632	0.3333333432674408
-egA8-b7-3M	71	66	-1.3333333730697632	1.3333333730697632	0.03333333333333333	-egA8-b7-3M$_$23	-egA8-b7-3M$_$24	0.0	1.3333333730697632
-egA8-b7-3M	72	71	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$18	-egA8-b7-3M$_$23	1.0	0.0
-egA8-b7-3M	77	79	-1.3333333730697632	1.3333333730697632	0.03333333333333333	-egA8-b7-3M$_$2	-egA8-b7-3M$_$25	0.0	1.3333333730697632
-egA8-b7-3M	79	74	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$25	-egA8-b7-3M$_$13	1.3333333730697632	0.3333333432674408
-egA8-b7-3M	82	79	-1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$20	-egA8-b7-3M$_$25	0.3333333432674408	1.3333333730697632
-egA8-b7-3M	66	78	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$24	-egA8-b7-3M$_$5	1.3333333730697632	0.3333333432674408
-egA8-b7-3M	69	72	-1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$15	-egA8-b7-3M$_$18	0.0	1.0
-egA8-b7-3M	66	81	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$24	-egA8-b7-3M$_$9	1.3333333730697632	0.3333333432674408
-egA8-b7-3M	77	66	-1.3333333730697632	1.3333333730697632	0.03333333333333333	-egA8-b7-3M$_$2	-egA8-b7-3M$_$24	0.0	1.3333333730697632
-egA8-b7-3M	72	77	1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$18	-egA8-b7-3M$_$2	1.0	0.0
-egA8-b7-3M	69	79	-1.3333333730697632	1.3333333730697632	0.03333333333333333	-egA8-b7-3M$_$15	-egA8-b7-3M$_$25	0.0	1.3333333730697632
-egA8-b7-3M	68	78	1.3333332538604736	1.3333332538604736	0.03333333333333333	-egA8-b7-3M$_$26	-egA8-b7-3M$_$5	1.6666666269302368	0.3333333432674408
-egA8-b7-3M	81	68	-1.3333332538604736	1.3333332538604736	0.03333333333333333	-egA8-b7-3M$_$9	-egA8-b7-3M$_$26	0.3333333432674408	1.6666666269302368
-egA8-b7-3M	68	74	1.3333332538604736	1.3333332538604736	0.03333333333333333	-egA8-b7-3M$_$26	-egA8-b7-3M$_$13	1.6666666269302368	0.3333333432674408
-egA8-b7-3M	74	66	-1.0	1.0	0.03333333333333333	-egA8-b7-3M$_$13	-egA8-b7-3M$_$24	0.3333333432674408	1.3333333730697632
-iRBcNs9oI8	84	88	2.0	2.0	0.058823529411764705	-iRBcNs9oI8$_$10	-iRBcNs9oI8$_$5	2.0	0.0
-iRBcNs9oI8	83	85	-1.6666666269302368	1.6666666269302368	0.058823529411764705	-iRBcNs9oI8$_$11	-iRBcNs9oI8$_$1	0.0	1.6666666269302368
-iRBcNs9oI8	91	90	1.0	1.0	0.058823529411764705	-iRBcNs9oI8$_$9	-iRBcNs9oI8$_$6	1.3333333730697632	0.3333333432674408
-iRBcNs9oI8	83	84	-2.0	2.0	0.058823529411764705	-iRBcNs9oI8$_$11	-iRBcNs9oI8$_$10	0.0	2.0
-iRBcNs9oI8	84	90	1.6666666269302368	1.6666666269302368	0.058823529411764705	-iRBcNs9oI8$_$10	-iRBcNs9oI8$_$6	2.0	0.3333333432674408
-iRBcNs9oI8	83	92	-1.0	1.0	0.058823529411764705	-iRBcNs9oI8$_$11	-iRBcNs9oI8$_$8	0.0	1.0
-iRBcNs9oI8	85	88	1.6666666269302368	1.6666666269302368	0.058823529411764705	-iRBcNs9oI8$_$1	-iRBcNs9oI8$_$5	1.6666666269302368	0.0
-iRBcNs9oI8	87	84	-1.0	1.0	0.058823529411764705	-iRBcNs9oI8$_$2	-iRBcNs9oI8$_$10	1.0	2.0
-iRBcNs9oI8	92	88	1.0	1.0	0.058823529411764705	-iRBcNs9oI8$_$8	-iRBcNs9oI8$_$5	1.0	0.0
-iRBcNs9oI8	88	87	-1.0	1.0	0.058823529411764705	-iRBcNs9oI8$_$5	-iRBcNs9oI8$_$2	0.0	1.0
-iRBcNs9oI8	84	86	1.3333332538604736	1.3333332538604736	0.058823529411764705	-iRBcNs9oI8$_$10	-iRBcNs9oI8$_$3	2.0	0.6666666865348816
-iRBcNs9oI8	83	87	-1.0	1.0	0.058823529411764705	-iRBcNs9oI8$_$11	-iRBcNs9oI8$_$2	0.0	1.0
-iRBcNs9oI8	84	89	1.3333332538604736	1.3333332538604736	0.058823529411764705	-iRBcNs9oI8$_$10	-iRBcNs9oI8$_$7	2.0	0.6666666865348816
-iRBcNs9oI8	92	84	-1.0	1.0	0.058823529411764705	-iRBcNs9oI8$_$8	-iRBcNs9oI8$_$10	1.0	2.0
-iRBcNs9oI8	91	83	1.3333333730697632	1.3333333730697632	0.058823529411764705	-iRBcNs9oI8$_$9	-iRBcNs9oI8$_$11	1.3333333730697632	0.0
-iRBcNs9oI8	88	91	-1.3333333730697632	1.3333333730697632	0.058823529411764705	-iRBcNs9oI8$_$5	-iRBcNs9oI8$_$9	0.0	1.3333333730697632
-iRBcNs9oI8	85	90	1.3333332538604736	1.3333332538604736	0.058823529411764705	-iRBcNs9oI8$_$1	-iRBcNs9oI8$_$6	1.6666666269302368	0.3333333432674408
-lqc32Zpr7M	95	96	1.0	1.0	0.5	-lqc32Zpr7M$_$10	-lqc32Zpr7M$_$18	0.3333333432674408	-0.6666666865348816
-lqc32Zpr7M	94	95	-1.0	1.0	0.5	-lqc32Zpr7M$_$5	-lqc32Zpr7M$_$10	-0.6666666865348816	0.3333333432674408
-lzEya4AM_4	97	99	1.3333333730697632	1.3333333730697632	0.3333333333333333	-lzEya4AM_4$_$9	-lzEya4AM_4$_$5	0.6666666865348816	-0.6666666865348816
-lzEya4AM_4	101	97	-1.0	1.0	0.3333333333333333	-lzEya4AM_4$_$6	-lzEya4AM_4$_$9	-0.3333333432674408	0.6666666865348816
-lzEya4AM_4	97	98	1.0	1.0	0.3333333333333333	-lzEya4AM_4$_$9	-lzEya4AM_4$_$10	0.6666666865348816	-0.3333333432674408
-mJ2ud6oKI8	105	110	1.6666667461395264	1.6666667461395264	0.125	-mJ2ud6oKI8$_$5	-mJ2ud6oKI8$_$8	1.3333333730697632	-0.3333333432674408
-mJ2ud6oKI8	106	105	-1.3333333730697632	1.3333333730697632	0.125	-mJ2ud6oKI8$_$4	-mJ2ud6oKI8$_$5	0.0	1.3333333730697632
-mJ2ud6oKI8	105	109	1.3333333730697632	1.3333333730697632	0.125	-mJ2ud6oKI8$_$5	-mJ2ud6oKI8$_$9	1.3333333730697632	0.0
-mJ2ud6oKI8	108	105	-1.0	1.0	0.125	-mJ2ud6oKI8$_$6	-mJ2ud6oKI8$_$5	0.3333333432674408	1.3333333730697632
-mJ2ud6oKI8	105	104	1.3333333730697632	1.3333333730697632	0.125	-mJ2ud6oKI8$_$5	-mJ2ud6oKI8$_$2	1.3333333730697632	0.0
-mJ2ud6oKI8	107	105	-1.3333333730697632	1.3333333730697632	0.125	-mJ2ud6oKI8$_$7	-mJ2ud6oKI8$_$5	0.0	1.3333333730697632
-mJ2ud6oKI8	105	102	1.3333333730697632	1.3333333730697632	0.125	-mJ2ud6oKI8$_$5	-mJ2ud6oKI8$_$1	1.3333333730697632	0.0
-mJ2ud6oKI8	103	105	-1.3333333730697632	1.3333333730697632	0.125	-mJ2ud6oKI8$_$3	-mJ2ud6oKI8$_$5	0.0	1.3333333730697632
-t217m2on-s	114	115	1.3333333730697632	1.3333333730697632	1.0	-t217m2on-s$_$2	-t217m2on-s$_$7	0.6666666865348816	-0.6666666865348816
-tANM6ETl_M	118	116	1.0	1.0	0.5	-tANM6ETl_M$_$4	-tANM6ETl_M$_$0	0.3333333432674408	-0.6666666865348816
-tANM6ETl_M	116	117	-1.0	1.0	0.5	-tANM6ETl_M$_$0	-tANM6ETl_M$_$3	-0.6666666865348816	0.3333333432674408
-wMB_hJL-3o	129	130	1.0	1.0	1.0	-wMB_hJL-3o$_$4	-wMB_hJL-3o$_$7	1.3333333730697632	0.3333333432674408
-wny0OAz3g8	139	134	2.0	2.0	0.07692307692307693	-wny0OAz3g8$_$9	-wny0OAz3g8$_$3	0.6666666865348816	-1.3333333730697632
-wny0OAz3g8	134	133	-1.6666667461395264	1.6666667461395264	0.07692307692307693	-wny0OAz3g8$_$3	-wny0OAz3g8$_$0	-1.3333333730697632	0.3333333432674408
-wny0OAz3g8	136	138	1.0	1.0	0.07692307692307693	-wny0OAz3g8$_$5	-wny0OAz3g8$_$7	1.0	0.0
-wny0OAz3g8	134	136	-2.3333334922790527	2.3333334922790527	0.07692307692307693	-wny0OAz3g8$_$3	-wny0OAz3g8$_$5	-1.3333333730697632	1.0
-wny0OAz3g8	132	134	1.6666667461395264	1.6666667461395264	0.07692307692307693	-wny0OAz3g8$_$1	-wny0OAz3g8$_$3	0.3333333432674408	-1.3333333730697632
-wny0OAz3g8	135	139	-1.0	1.0	0.07692307692307693	-wny0OAz3g8$_$2	-wny0OAz3g8$_$9	-0.3333333432674408	0.6666666865348816
-wny0OAz3g8	136	140	1.0	1.0	0.07692307692307693	-wny0OAz3g8$_$5	-wny0OAz3g8$_$8	1.0	0.0
-wny0OAz3g8	134	140	-1.3333333730697632	1.3333333730697632	0.07692307692307693	-wny0OAz3g8$_$3	-wny0OAz3g8$_$8	-1.3333333730697632	0.0
-wny0OAz3g8	137	134	1.3333333730697632	1.3333333730697632	0.07692307692307693	-wny0OAz3g8$_$4	-wny0OAz3g8$_$3	0.0	-1.3333333730697632
-wny0OAz3g8	135	136	-1.3333333730697632	1.3333333730697632	0.07692307692307693	-wny0OAz3g8$_$2	-wny0OAz3g8$_$5	-0.3333333432674408	1.0
-wny0OAz3g8	136	137	1.0	1.0	0.07692307692307693	-wny0OAz3g8$_$5	-wny0OAz3g8$_$4	1.0	0.0
-wny0OAz3g8	134	135	-1.0	1.0	0.07692307692307693	-wny0OAz3g8$_$3	-wny0OAz3g8$_$2	-1.3333333730697632	-0.3333333432674408
-wny0OAz3g8	138	134	1.3333333730697632	1.3333333730697632	0.07692307692307693	-wny0OAz3g8$_$7	-wny0OAz3g8$_$3	0.0	-1.3333333730697632
0BVed2nBq1g	158	162	1.0	1.0	0.16666666666666666	0BVed2nBq1g$_$1	0BVed2nBq1g$_$4	0.6666666865348816	-0.3333333432674408
0BVed2nBq1g	160	158	-1.3333333730697632	1.3333333730697632	0.16666666666666666	0BVed2nBq1g$_$3	0BVed2nBq1g$_$1	-0.6666666865348816	0.6666666865348816
0BVed2nBq1g	158	161	1.0	1.0	0.16666666666666666	0BVed2nBq1g$_$1	0BVed2nBq1g$_$2	0.6666666865348816	-0.3333333432674408
0BVed2nBq1g	160	163	-1.3333333730697632	1.3333333730697632	0.16666666666666666	0BVed2nBq1g$_$3	0BVed2nBq1g$_$7	-0.6666666865348816	0.6666666865348816
0BVed2nBq1g	163	162	1.0	1.0	0.16666666666666666	0BVed2nBq1g$_$7	0BVed2nBq1g$_$4	0.6666666865348816	-0.3333333432674408
0BVed2nBq1g	161	163	-1.0	1.0	0.16666666666666666	0BVed2nBq1g$_$2	0BVed2nBq1g$_$7	-0.3333333432674408	0.6666666865348816
0DBfvvIVmqY	175	173	1.6666665077209473	1.6666665077209473	0.0625	0DBfvvIVmqY$_$8	0DBfvvIVmqY$_$7	2.3333332538604736	0.6666666865348816
0DBfvvIVmqY	171	170	-1.0	1.0	0.0625	0DBfvvIVmqY$_$5	0DBfvvIVmqY$_$3	0.3333333432674408	1.3333333730697632
