video_id	clip_count	label_mean	label_median	label_std	label_mad	label_min	label_max	label_range	positive_count	negative_count	neutral_count	all_pair_count	selected_pair_count	selected_pair_weight_sum	valid_pair_count_delta_1_0	valid_pair_count_delta_0_75	valid_pair_count_delta_0_5
106941	13	-0.9230769276618958	-1.0	0.7413759827613831	0.6666666269302368	-2.0	0.3333333432674408	2.3333332538604736	1	10	2	78	32	1.0	32	40	55
107551	15	-0.9777777194976807	-1.3333333730697632	0.7931808233261108	0.3333333730697632	-2.3333332538604736	0.3333333432674408	2.6666665077209473	2	11	2	105	48	1.0000000000000007	48	54	69
108793	19	0.2982456088066101	0.3333333432674408	1.075482964515686	0.6666666269302368	-1.6666666269302368	2.3333332538604736	4.0	10	5	4	171	64	1.0	104	110	133
110203	10	-0.966666579246521	-1.0	0.8359957337379456	1.0	-2.0	0.3333333432674408	2.3333332538604736	1	7	2	45	28	0.9999999999999997	28	28	34
110754	12	-0.5277777314186096	0.0	0.9275448322296143	0.0	-2.3333332538604736	0.6666666865348816	3.0	1	4	7	66	34	1.0	34	34	43
110766	10	2.3841858265427618e-08	0.5	1.2736648321151733	0.5	-2.3333332538604736	1.6666666269302368	4.0	6	3	1	45	27	0.9999999999999993	27	29	35
110788	7	-0.4761904776096344	0.0	1.0367400646209717	0.0	-3.0	0.0	3.0	0	2	5	21	6	0.9999999999999999	6	6	6
112148	14	-0.5476190447807312	-0.5	0.7726182341575623	0.5	-1.6666666269302368	1.0	2.6666665077209473	2	9	3	91	40	1.0000000000000004	40	46	65
112169	14	-0.9999999403953552	-0.6666666865348816	1.1126972436904907	0.8333333730697632	-2.6666667461395264	0.6666666865348816	3.3333334922790527	2	10	2	91	56	1.000000000000001	56	57	71
112223	12	-0.7499999403953552	0.0	1.1794930696487427	0.6666666865348816	-2.6666667461395264	1.0	3.6666667461395264	2	5	5	66	41	1.0000000000000004	41	42	47
112604	5	0.06666667759418488	0.3333333432674408	0.7423686385154724	0.3333333432674408	-1.3333333730697632	0.6666666865348816	2.0	3	1	1	10	4	1.0	4	4	6
112631	10	-0.2666666507720947	0.0	0.9752492904663086	0.6666666865348816	-2.0	1.0	3.0	4	4	2	45	26	0.9999999999999996	26	27	35
112903	7	-0.6190475821495056	-0.3333333432674408	1.5163507461547852	1.3333332538604736	-2.6666667461395264	1.6666666269302368	4.333333492279053	3	4	0	21	16	1.0	16	17	19
113265	10	-2.0999999046325684	-2.1666665077209473	0.4725815951824188	0.16666674613952637	-2.6666667461395264	-1.0	1.6666667461395264	0	10	0	45	10	0.9999999999999999	10	10	20
114624	14	-0.4761904776096344	0.0	0.6867716908454895	0.3333333432674408	-1.6666666269302368	0.3333333432674408	2.0	2	6	6	91	42	1.0000000000000007	42	43	53
11650	25	-0.8533333539962769	-1.0	0.9431861042976379	1.0	-2.3333332538604736	0.6666666865348816	3.0	4	15	6	300	64	1.0	167	173	209
119348	13	-0.7179487943649292	-0.6666666865348816	1.0029542446136475	0.6666666865348816	-2.3333332538604736	1.0	3.3333332538604736	3	8	2	78	47	1.0000000000000004	47	49	62
120vnZnmhq4	1	1.6666666269302368	1.6666666269302368	0.0	0.0	1.6666666269302368	1.6666666269302368	0.0	1	0	0	0	0	0.0	0	0	0
121358	23	0.3188405930995941	0.3333333432674408	0.7387041449546814	0.3333333432674408	-1.3333333730697632	2.0	3.3333334922790527	14	3	6	253	64	1.0	103	106	143
122439	10	0.4333333373069763	0.3333333432674408	0.49553564190864563	0.3333333432674408	0.0	1.6666666269302368	1.6666666269302368	6	0	4	45	6	0.9999999999999999	6	9	21
122602	19	-0.5614034533500671	-1.0	1.2934954166412354	1.0	-2.6666667461395264	2.0	4.6666669845581055	5	11	3	171	64	1.0	115	119	131
122842	13	0.9487180113792419	0.6666666865348816	0.9593992829322815	0.6666666865348816	0.0	3.0	3.0	8	0	5	78	43	1.0000000000000007	43	46	53
125708	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	1	0	0	0.0	0	0	0
125730	16	0.6041666865348816	0.0	1.0356073379516602	0.1666666716337204	-1.0	2.6666667461395264	3.6666667461395264	6	2	8	120	64	1.0	73	73	80
125845	11	0.45454540848731995	0.6666666865348816	0.8198635578155518	0.3333333432674408	-1.3333333730697632	1.6666666269302368	3.0	8	2	1	55	22	0.9999999999999997	22	26	38
125895	10	1.2666666507720947	1.5	0.9637888073921204	0.9999999403953552	0.0	2.6666667461395264	2.6666667461395264	8	0	2	45	26	0.9999999999999996	26	27	32
126542	18	-0.9629629850387573	-1.3333333730697632	0.8670147657394409	0.5	-2.3333332538604736	0.6666666865348816	3.0	1	12	5	153	64	1.0	79	82	101
126831	18	-1.4814814329147339	-1.6666666269302368	0.9177415370941162	0.6666666269302368	-3.0	0.3333333432674408	3.3333332538604736	1	15	2	153	64	1.0	70	83	115
127470	13	-0.692307710647583	-0.3333333432674408	0.6597272157669067	0.3333333432674408	-2.0	0.0	2.0	0	9	4	78	36	1.0000000000000002	36	36	49
127539	10	-0.7000000476837158	-0.6666666865348816	0.887568473815918	0.6666666865348816	-2.0	1.0	3.0	1	7	2	45	26	0.9999999999999996	26	26	35
12812	7	1.7619047164916992	2.0	0.8302664756774902	0.3333333730697632	0.0	2.6666667461395264	2.6666667461395264	6	0	1	21	8	1.0	8	10	14
128258	15	-0.9111111164093018	-1.6666666269302368	1.5984560251235962	1.0000001192092896	-2.6666667461395264	2.0	4.6666669845581055	5	10	0	105	64	1.0	69	70	86
128752	17	-0.5490196347236633	-0.3333333432674408	0.75788813829422	0.3333333432674408	-2.0	0.6666666865348816	2.6666667461395264	1	9	7	136	64	1.0	65	66	89
128949	9	-0.40740740299224854	-1.0	1.1944085359573364	0.6666666269302368	-1.6666666269302368	2.3333332538604736	4.0	2	6	1	36	22	0.9999999999999997	22	22	27
129733	12	-0.9444444179534912	-1.3333333730697632	0.9606453776359558	0.6666666269302368	-2.0	0.6666666865348816	2.6666667461395264	2	8	2	66	36	1.0000000000000002	36	36	45
130149	7	-0.3809523582458496	0.0	0.9499970078468323	1.0	-1.6666666269302368	1.3333333730697632	3.0	1	3	3	21	15	0.9999999999999999	15	15	16
130426	9	-1.4444445371627808	-2.0	1.1439589262008667	0.33333325386047363	-2.3333332538604736	1.6666666269302368	4.0	1	8	0	36	8	1.0	8	10	19
130448	10	-0.4000000059604645	-0.3333333432674408	1.2364823818206787	1.1666666269302368	-2.3333332538604736	1.6666666269302368	4.0	3	7	0	45	33	0.9999999999999993	33	35	38
130633	11	1.121212124824524	0.6666666865348816	1.1999387741088867	0.6666666865348816	0.0	3.0	3.0	6	0	5	55	33	0.9999999999999993	33	34	43
131650	11	-0.7272727489471436	-0.3333333432674408	1.55581796169281	1.3333333730697632	-3.0	1.6666666269302368	4.666666507720947	4	7	0	55	40	1.0000000000000004	40	41	50
131871	9	-0.4444444477558136	0.0	0.8314794301986694	0.0	-2.0	0.0	2.0	0	2	7	36	14	0.9999999999999997	14	14	14
131936	8	-0.4166666865348816	-0.3333333432674408	0.7216877937316895	0.6666666269302368	-1.3333333730697632	0.6666666865348816	2.0	2	4	2	28	14	0.9999999999999997	14	14	20
134252	10	-0.800000011920929	-0.5	0.9910712838172913	0.8333333730697632	-2.3333332538604736	0.3333333432674408	2.6666665077209473	2	5	3	45	27	0.9999999999999993	27	27	31
136205	16	-0.5416666865348816	-0.5	0.6757197976112366	0.5	-1.6666666269302368	1.0	2.6666665077209473	2	12	2	120	48	1.0000000000000007	48	51	76
136211	8	1.25	1.6666666269302368	1.0240172147750854	0.5	-0.6666666865348816	2.6666667461395264	3.3333334922790527	6	1	1	28	17	1.0	17	17	22
136215	15	0.15555553138256073	0.0	0.9338623285293579	0.6666666865348816	-2.0	2.0	4.0	7	4	4	105	56	1.000000000000001	56	56	76
137827	7	-1.1904761791229248	-1.6666666269302368	1.3669238090515137	0.6666666269302368	-2.6666667461395264	1.3333333730697632	4.0	2	5	0	21	13	0.9999999999999998	13	14	17
139006	13	-0.5128204822540283	-0.6666666865348816	1.1592466831207275	1.3333332538604736	-2.6666667461395264	0.6666666865348816	3.3333334922790527	6	7	0	78	54	0.9999999999999989	54	54	55
139032	18	-1.7037036418914795	-2.0	0.74443519115448	0.3333333730697632	-2.6666667461395264	0.3333333432674408	3.0	1	17	0	153	55	1.0000000000000002	55	63	87
13JpsLvddoY	4	1.4166666269302368	1.6666666269302368	0.6400954723358154	0.1666666865348816	0.3333333432674408	2.0	1.6666666269302368	4	0	0	6	3	1.0	3	3	3
140293	8	-0.125	0.0	1.0532686710357666	1.0	-1.6666666269302368	1.0	2.6666665077209473	3	3	2	28	19	0.9999999999999996	19	21	23
140317	13	-0.07692307233810425	0.0	0.5254846811294556	0.0	-1.6666666269302368	0.6666666865348816	2.3333332538604736	3	3	7	78	14	0.9999999999999997	14	14	25
154449	14	-1.4285714626312256	-1.6666667461395264	1.1780301332473755	1.1666666269302368	-3.0	0.3333333432674408	3.3333332538604736	2	11	1	91	55	1.0000000000000002	55	59	73
15837	14	0.8333333134651184	1.0	1.5	1.1666666269302368	-2.0	3.0	5.0	9	3	2	91	63	0.9999999999999982	63	67	78
15Wu4U2VPLw	8	0.0833333358168602	0.0	0.14433756470680237	0.0	0.0	0.3333333432674408	0.3333333432674408	2	0	6	28	0	0.0	0	0	0
15ktF-6wutk	7	0.6190476417541504	0.6666666865348816	0.4856208860874176	0.3333333432674408	0.0	1.3333333730697632	1.3333333730697632	5	0	2	21	7	0.9999999999999998	7	7	12
180923	15	-0.3777777850627899	0.0	0.6977918744087219	0.0	-2.3333332538604736	0.0	2.3333332538604736	0	5	10	105	35	1.0000000000000002	35	35	39
184784	7	-0.1428571492433548	0.0	0.5870870351791382	0.3333333432674408	-1.3333333730697632	0.3333333432674408	1.6666667461395264	3	2	2	21	8	1.0	8	8	11
186631	13	1.0512819290161133	1.0	1.0446947813034058	1.0	-0.6666666865348816	3.0	3.6666667461395264	9	1	3	78	51	1.0000000000000007	51	53	63
188122	17	0.5098038911819458	0.0	0.9641796946525574	0.0	-1.3333333730697632	2.0	3.3333334922790527	6	2	9	136	64	1.0	76	76	82
189966	26	-0.6794871687889099	0.0	1.014765977859497	0.5	-2.3333332538604736	1.3333333730697632	3.6666665077209473	3	12	11	325	64	1.0	183	183	207
18JTkk8JbeU	5	0.0	0.0	0.5577733516693115	0.3333333432674408	-1.0	0.6666666865348816	1.6666667461395264	2	1	2	10	4	1.0	4	4	6
18QjfdhJEM4	19	-0.5789474248886108	-0.6666666865348816	1.173997402191162	0.6666666865348816	-2.0	2.3333332538604736	4.3333330154418945	4	10	5	171	64	1.0	106	107	134
190740	15	-1.2000000476837158	-1.6666666269302368	1.3097922801971436	1.0000001192092896	-2.6666667461395264	1.6666666269302368	4.333333492279053	2	11	2	105	64	1.0	68	72	83
192799	18	-1.0370371341705322	-1.3333333730697632	1.1379474401474	0.9999998807907104	-2.3333332538604736	1.0	3.3333332538604736	3	11	4	153	64	1.0	85	93	105
193291	4	-0.9166666865348816	-0.8333333730697632	0.7949492931365967	0.6666666865348816	-2.0	0.0	2.0	0	3	1	6	4	1.0	4	4	5
194625	19	-0.6666666865348816	-1.0	1.4388104677200317	1.0	-2.6666667461395264	2.6666667461395264	5.333333492279053	5	11	3	171	64	1.0	119	119	134
197778	17	1.0392158031463623	0.3333333432674408	1.2570446729660034	0.6666666269302368	-1.0	3.0	4.0	10	1	6	136	64	1.0	92	92	99
19k6sEC7814	6	0.6111111044883728	0.6666666865348816	0.12422600388526917	0.0	0.3333333432674408	0.6666666865348816	0.3333333432674408	6	0	0	15	0	0.0	0	0	0
1A-aRhYx-GQ	17	1.0	1.0	0.775439977645874	0.3333333730697632	-0.3333333432674408	2.3333332538604736	2.6666665077209473	14	2	1	136	62	0.9999999999999992	62	70	90
1A7dqFxx8wU	7	0.2857142984867096	0.3333333432674408	0.5172752737998962	0.3333333432674408	-0.6666666865348816	1.0	1.6666667461395264	4	1	2	21	6	0.9999999999999999	6	6	13
1CjUHNYzW1E	6	1.5	1.3333333730697632	0.4999999701976776	0.3333333730697632	1.0	2.3333332538604736	1.3333332538604736	6	0	0	15	4	1.0	4	6	8
1ESU5ONMMxs	12	-0.1111111044883728	0.0	0.4581228792667389	0.3333333432674408	-1.0	0.6666666865348816	1.6666667461395264	3	4	5	66	15	0.9999999999999999	15	15	33
1F0qH0EEBfo	25	0.6000000238418579	0.6666666865348816	0.7944250106811523	0.6666666865348816	-1.3333333730697632	1.6666666269302368	3.0	17	4	4	300	64	1.0	132	148	205
1J9Fa995Ojs	1	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1	0	0	0	0	0.0	0	0	0
1JQ9UCBEmCU	6	0.1666666716337204	0.0	0.2545875608921051	0.0	0.0	0.6666666865348816	0.6666666865348816	2	0	4	15	0	0.0	0	0	4
1RBT_QoSkIU	1	-0.3333333432674408	-0.3333333432674408	0.0	0.0	-0.3333333432674408	-0.3333333432674408	0.0	0	1	0	0	0	0.0	0	0	0
1RxliidxXyQ	2	1.0	1.0	1.0	1.0	0.0	2.0	2.0	1	0	1	1	1	1.0	1	1	1
1W38PnuWIkM	8	-0.1666666716337204	-0.6666666865348816	0.866025447845459	0.3333333432674408	-1.3333333730697632	1.3333333730697632	2.6666667461395264	3	5	0	28	15	0.9999999999999999	15	15	21
1YEgMQ1xxzQ	3	-0.3333333432674408	-0.3333333432674408	1.088662028312683	1.3333332538604736	-1.6666666269302368	1.0	2.6666665077209473	1	2	0	3	3	1.0	3	3	3
1ZjIX9AK860	3	0.7777777314186096	0.3333333432674408	0.6285393238067627	0.0	0.3333333432674408	1.6666666269302368	1.3333332538604736	3	0	0	3	2	1.0	2	2	2
1bzS0YF5hfs	1	0.6666666865348816	0.6666666865348816	0.0	0.0	0.6666666865348816	0.6666666865348816	0.0	1	0	0	0	0	0.0	0	0	0
1cyUKHOvdYY	4	0.25	0.3333333432674408	0.14433757960796356	0.0	0.0	0.3333333432674408	0.3333333432674408	3	0	1	6	0	0.0	0	0	0
1dWsw38VDjY	5	0.6666666865348816	1.0	1.3333332538604736	0.6666666269302368	-1.6666666269302368	2.3333332538604736	4.0	4	1	0	10	7	0.9999999999999998	7	8	9
1fqNb8cfLFE	2	0.6666666865348816	0.6666666865348816	0.0	0.0	0.6666666865348816	0.6666666865348816	0.0	2	0	0	1	0	0.0	0	0	0
1k7br8xXMSU	11	0.09090909361839294	0.0	0.28747981786727905	0.3333333432674408	-0.3333333432674408	0.6666666865348816	1.0	4	2	5	55	2	1.0	2	2	13
1mHjMNZZvFo	7	0.9523809552192688	1.0	0.8438116908073425	0.6666666269302368	-0.3333333432674408	2.3333332538604736	2.6666665077209473	6	1	0	21	11	1.0000000000000002	11	12	18
1o8Gy4J6WSs	3	0.7777777314186096	0.3333333432674408	0.6285393238067627	0.0	0.3333333432674408	1.6666666269302368	1.3333332538604736	3	0	0	3	2	1.0	2	2	2
1olbQVO_C-8	3	0.2222222238779068	0.0	0.31426969170570374	0.0	0.0	0.6666666865348816	0.6666666865348816	1	0	2	3	0	0.0	0	0	2
1pvK0_9SQns	4	0.0833333358168602	0.0	0.14433757960796356	0.0	0.0	0.3333333432674408	0.3333333432674408	1	0	3	6	0	0.0	0	0	0
1rVly2oeBJg	1	0.6666666865348816	0.6666666865348816	0.0	0.0	0.6666666865348816	0.6666666865348816	0.0	1	0	0	0	0	0.0	0	0	0
1sJjdaXXuJg	3	1.5555557012557983	1.3333333730697632	0.31426966190338135	0.0	1.3333333730697632	2.0	0.6666666269302368	3	0	0	3	0	0.0	0	0	2
1tQOvm5eQOA	10	-0.2333333045244217	-0.3333333432674408	0.9315459132194519	0.3333333432674408	-1.6666666269302368	1.3333333730697632	3.0	2	6	2	45	24	0.9999999999999996	24	26	32
1tuMFJnlXJc	11	0.4545454978942871	0.3333333432674408	0.7145348787307739	0.3333333432674408	-1.3333333730697632	1.6666666269302368	3.0	9	1	1	55	17	1.0	17	19	31
1x7kf9vArjU	3	1.0	1.0	0.0	0.0	1.0	1.0	0.0	3	0	0	3	0	0.0	0	0	0
2-4autDbHVQ	20	1.25	1.1666667461395264	0.9059985280036926	0.6666666269302368	-1.0	2.6666667461395264	3.6666667461395264	18	1	1	190	64	1.0	94	104	134
2-5hH_k2VFk	6	-0.055555522441864014	0.6666666865348816	1.282599687576294	0.3333333432674408	-2.0	1.3333333730697632	3.3333334922790527	4	2	0	15	8	1.0	8	8	11
2-EJz4RG4g4	1	1.6666666269302368	1.6666666269302368	0.0	0.0	1.6666666269302368	1.6666666269302368	0.0	1	0	0	0	0	0.0	0	0	0
