sample_id,video_id,train_index
18QjfdhJEM4$_$5,18QjfdhJEM4,1180
18QjfdhJEM4$_$4,18QjfdhJEM4,1181
18QjfdhJEM4$_$7,18QjfdhJEM4,1182
18QjfdhJEM4$_$6,18QjfdhJEM4,1183
18QjfdhJEM4$_$9,18QjfdhJEM4,1184
18QjfdhJEM4$_$15,18QjfdhJEM4,1185
193291$_$1,193291,1219
193291$_$0,193291,1220
193291$_$3,193291,1221
193291$_$2,193291,1222
19k6sEC7814$_$10,19k6sEC7814,1259
19k6sEC7814$_$1,19k6sEC7814,1260
19k6sEC7814$_$0,19k6sEC7814,1261
19k6sEC7814$_$2,19k6sEC7814,1262
19k6sEC7814$_$4,19k6sEC7814,1263
19k6sEC7814$_$7,19k6sEC7814,1264
1CjUHNYzW1E$_$11,1CjUHNYzW1E,1289
1CjUHNYzW1E$_$1,1CjUHNYzW1E,1290
1CjUHNYzW1E$_$0,1CjUHNYzW1E,1291
1CjUHNYzW1E$_$5,1CjUHNYzW1E,1292
1CjUHNYzW1E$_$6,1CjUHNYzW1E,1293
1CjUHNYzW1E$_$9,1CjUHNYzW1E,1294
1F0qH0EEBfo$_$24,1F0qH0EEBfo,1307
1F0qH0EEBfo$_$25,1F0qH0EEBfo,1308
1F0qH0EEBfo$_$26,1F0qH0EEBfo,1309
1F0qH0EEBfo$_$27,1F0qH0EEBfo,1310
1F0qH0EEBfo$_$20,1F0qH0EEBfo,1311
1F0qH0EEBfo$_$21,1F0qH0EEBfo,1312
1F0qH0EEBfo$_$22,1F0qH0EEBfo,1313
1F0qH0EEBfo$_$23,1F0qH0EEBfo,1314
1F0qH0EEBfo$_$1,1F0qH0EEBfo,1315
1F0qH0EEBfo$_$0,1F0qH0EEBfo,1316
1F0qH0EEBfo$_$3,1F0qH0EEBfo,1317
1F0qH0EEBfo$_$2,1F0qH0EEBfo,1318
1F0qH0EEBfo$_$5,1F0qH0EEBfo,1319
1F0qH0EEBfo$_$4,1F0qH0EEBfo,1320
1F0qH0EEBfo$_$7,1F0qH0EEBfo,1321
1F0qH0EEBfo$_$9,1F0qH0EEBfo,1322
1F0qH0EEBfo$_$8,1F0qH0EEBfo,1323
1F0qH0EEBfo$_$11,1F0qH0EEBfo,1324
1F0qH0EEBfo$_$13,1F0qH0EEBfo,1325
1F0qH0EEBfo$_$12,1F0qH0EEBfo,1326
1F0qH0EEBfo$_$15,1F0qH0EEBfo,1327
1F0qH0EEBfo$_$14,1F0qH0EEBfo,1328
1F0qH0EEBfo$_$16,1F0qH0EEBfo,1329
1F0qH0EEBfo$_$19,1F0qH0EEBfo,1330
1F0qH0EEBfo$_$18,1F0qH0EEBfo,1331
1J9Fa995Ojs$_$1,1J9Fa995Ojs,1332
1W38PnuWIkM$_$1,1W38PnuWIkM,1342
1W38PnuWIkM$_$3,1W38PnuWIkM,1343
1W38PnuWIkM$_$2,1W38PnuWIkM,1344
1W38PnuWIkM$_$5,1W38PnuWIkM,1345
1W38PnuWIkM$_$4,1W38PnuWIkM,1346
1W38PnuWIkM$_$6,1W38PnuWIkM,1347
1W38PnuWIkM$_$9,1W38PnuWIkM,1348
1W38PnuWIkM$_$8,1W38PnuWIkM,1349
1cyUKHOvdYY$_$0,1cyUKHOvdYY,1357
1cyUKHOvdYY$_$3,1cyUKHOvdYY,1358
1cyUKHOvdYY$_$2,1cyUKHOvdYY,1359
1cyUKHOvdYY$_$5,1cyUKHOvdYY,1360
1fqNb8cfLFE$_$0,1fqNb8cfLFE,1366
1fqNb8cfLFE$_$2,1fqNb8cfLFE,1367
1mHjMNZZvFo$_$1,1mHjMNZZvFo,1379
1mHjMNZZvFo$_$3,1mHjMNZZvFo,1380
1mHjMNZZvFo$_$2,1mHjMNZZvFo,1381
1mHjMNZZvFo$_$5,1mHjMNZZvFo,1382
1mHjMNZZvFo$_$4,1mHjMNZZvFo,1383
1mHjMNZZvFo$_$7,1mHjMNZZvFo,1384
1mHjMNZZvFo$_$6,1mHjMNZZvFo,1385
1rVly2oeBJg$_$0,1rVly2oeBJg,1396
1tuMFJnlXJc$_$11,1tuMFJnlXJc,1410
1tuMFJnlXJc$_$10,1tuMFJnlXJc,1411
1tuMFJnlXJc$_$13,1tuMFJnlXJc,1412
1tuMFJnlXJc$_$12,1tuMFJnlXJc,1413
1tuMFJnlXJc$_$20,1tuMFJnlXJc,1414
1tuMFJnlXJc$_$1,1tuMFJnlXJc,1415
1tuMFJnlXJc$_$3,1tuMFJnlXJc,1416
1tuMFJnlXJc$_$5,1tuMFJnlXJc,1417
1tuMFJnlXJc$_$4,1tuMFJnlXJc,1418
1tuMFJnlXJc$_$9,1tuMFJnlXJc,1419
1tuMFJnlXJc$_$8,1tuMFJnlXJc,1420
1x7kf9vArjU$_$1,1x7kf9vArjU,1421
1x7kf9vArjU$_$0,1x7kf9vArjU,1422
1x7kf9vArjU$_$3,1x7kf9vArjU,1423
2-4autDbHVQ$_$11,2-4autDbHVQ,1424
2-4autDbHVQ$_$10,2-4autDbHVQ,1425
2-4autDbHVQ$_$13,2-4autDbHVQ,1426
2-4autDbHVQ$_$12,2-4autDbHVQ,1427
2-4autDbHVQ$_$15,2-4autDbHVQ,1428
2-4autDbHVQ$_$14,2-4autDbHVQ,1429
2-4autDbHVQ$_$17,2-4autDbHVQ,1430
2-4autDbHVQ$_$16,2-4autDbHVQ,1431
2-4autDbHVQ$_$19,2-4autDbHVQ,1432
2-4autDbHVQ$_$18,2-4autDbHVQ,1433
2-4autDbHVQ$_$1,2-4autDbHVQ,1434
2-4autDbHVQ$_$0,2-4autDbHVQ,1435
2-4autDbHVQ$_$3,2-4autDbHVQ,1436
2-4autDbHVQ$_$2,2-4autDbHVQ,1437
2-4autDbHVQ$_$5,2-4autDbHVQ,1438
2-4autDbHVQ$_$4,2-4autDbHVQ,1439
2-4autDbHVQ$_$7,2-4autDbHVQ,1440
2-4autDbHVQ$_$8,2-4autDbHVQ,1441
2-4autDbHVQ$_$9,2-4autDbHVQ,1442
2-4autDbHVQ$_$20,2-4autDbHVQ,1443
2-EJz4RG4g4$_$2,2-EJz4RG4g4,1450
206507$_$11,206507,1533
206507$_$10,206507,1534
206507$_$13,206507,1535
206507$_$12,206507,1536
206507$_$1,206507,1537
206507$_$0,206507,1538
206507$_$3,206507,1539
206507$_$2,206507,1540
206507$_$5,206507,1541
206507$_$4,206507,1542
206507$_$7,206507,1543
206507$_$6,206507,1544
206507$_$9,206507,1545
206507$_$8,206507,1546
206606$_$10,206606,1547
206606$_$1,206606,1548
206606$_$0,206606,1549
206606$_$3,206606,1550
206606$_$2,206606,1551
206606$_$5,206606,1552
206606$_$4,206606,1553
206606$_$7,206606,1554
206606$_$6,206606,1555
206606$_$9,206606,1556
206606$_$8,206606,1557
207812$_$1,207812,1558
207812$_$0,207812,1559
207812$_$3,207812,1560
207812$_$2,207812,1561
207812$_$5,207812,1562
207812$_$4,207812,1563
207812$_$7,207812,1564
207812$_$6,207812,1565
207812$_$9,207812,1566
207812$_$8,207812,1567
208416$_$11,208416,1591
208416$_$10,208416,1592
208416$_$13,208416,1593
208416$_$12,208416,1594
208416$_$15,208416,1595
208416$_$14,208416,1596
208416$_$16,208416,1597
208416$_$1,208416,1598
208416$_$0,208416,1599
208416$_$3,208416,1600
208416$_$2,208416,1601
208416$_$5,208416,1602
208416$_$4,208416,1603
208416$_$7,208416,1604
208416$_$6,208416,1605
208416$_$9,208416,1606
208416$_$8,208416,1607
209354$_$11,209354,1608
209354$_$10,209354,1609
209354$_$1,209354,1610
209354$_$0,209354,1611
209354$_$3,209354,1612
209354$_$2,209354,1613
209354$_$5,209354,1614
209354$_$4,209354,1615
209354$_$7,209354,1616
209354$_$6,209354,1617
209354$_$9,209354,1618
209354$_$8,209354,1619
209775$_$10,209775,1620
209775$_$1,209775,1621
209775$_$0,209775,1622
209775$_$3,209775,1623
209775$_$2,209775,1624
209775$_$5,209775,1625
209775$_$4,209775,1626
209775$_$7,209775,1627
209775$_$6,209775,1628
209775$_$9,209775,1629
209775$_$8,209775,1630
210618$_$11,210618,1649
210618$_$10,210618,1650
210618$_$13,210618,1651
210618$_$12,210618,1652
210618$_$15,210618,1653
210618$_$14,210618,1654
210618$_$17,210618,1655
210618$_$16,210618,1656
210618$_$1,210618,1657
210618$_$0,210618,1658
210618$_$3,210618,1659
210618$_$2,210618,1660
210618$_$5,210618,1661
210618$_$4,210618,1662
210618$_$7,210618,1663
210618$_$6,210618,1664
210618$_$9,210618,1665
210618$_$8,210618,1666
214095$_$11,214095,1701
214095$_$10,214095,1702
214095$_$13,214095,1703
214095$_$12,214095,1704
214095$_$14,214095,1705
214095$_$1,214095,1706
214095$_$0,214095,1707
214095$_$3,214095,1708
214095$_$2,214095,1709
214095$_$5,214095,1710
214095$_$4,214095,1711
214095$_$7,214095,1712
214095$_$6,214095,1713
214095$_$9,214095,1714
214095$_$8,214095,1715
216007$_$24,216007,1728
216007$_$25,216007,1729
216007$_$26,216007,1730
216007$_$27,216007,1731
216007$_$20,216007,1732
216007$_$21,216007,1733
216007$_$22,216007,1734
216007$_$23,216007,1735
216007$_$28,216007,1736
216007$_$29,216007,1737
216007$_$1,216007,1738
216007$_$0,216007,1739
216007$_$3,216007,1740
216007$_$2,216007,1741
216007$_$5,216007,1742
216007$_$4,216007,1743
216007$_$7,216007,1744
216007$_$6,216007,1745
216007$_$9,216007,1746
216007$_$8,216007,1747
216007$_$11,216007,1748
216007$_$10,216007,1749
216007$_$13,216007,1750
216007$_$12,216007,1751
216007$_$15,216007,1752
216007$_$14,216007,1753
216007$_$17,216007,1754
216007$_$16,216007,1755
216007$_$19,216007,1756
216007$_$18,216007,1757
216007$_$31,216007,1758
216007$_$30,216007,1759
21638$_$1,21638,1760
21638$_$0,21638,1761
21638$_$3,21638,1762
21638$_$2,21638,1763
21638$_$5,21638,1764
21638$_$4,21638,1765
21638$_$6,21638,1766
219310$_$10,219310,1809
219310$_$1,219310,1810
219310$_$0,219310,1811
219310$_$3,219310,1812
219310$_$2,219310,1813
219310$_$5,219310,1814
219310$_$4,219310,1815
219310$_$7,219310,1816
219310$_$6,219310,1817
219310$_$9,219310,1818
219310$_$8,219310,1819
220134$_$24,220134,1831
220134$_$25,220134,1832
220134$_$26,220134,1833
220134$_$27,220134,1834
220134$_$20,220134,1835
220134$_$21,220134,1836
220134$_$22,220134,1837
220134$_$23,220134,1838
220134$_$28,220134,1839
220134$_$1,220134,1840
220134$_$0,220134,1841
220134$_$3,220134,1842
220134$_$2,220134,1843
220134$_$5,220134,1844
220134$_$4,220134,1845
220134$_$7,220134,1846
220134$_$6,220134,1847
220134$_$9,220134,1848
220134$_$8,220134,1849
220134$_$11,220134,1850
220134$_$10,220134,1851
220134$_$15,220134,1852
220134$_$14,220134,1853
220134$_$17,220134,1854
220134$_$16,220134,1855
220134$_$19,220134,1856
220134$_$18,220134,1857
220200$_$11,220200,1858
220200$_$10,220200,1859
220200$_$13,220200,1860
220200$_$12,220200,1861
220200$_$1,220200,1862
220200$_$0,220200,1863
220200$_$3,220200,1864
220200$_$2,220200,1865
220200$_$5,220200,1866
220200$_$4,220200,1867
220200$_$7,220200,1868
220200$_$6,220200,1869
220200$_$9,220200,1870
220200$_$8,220200,1871
223926$_$1,223926,1914
223926$_$0,223926,1915
223926$_$3,223926,1916
223926$_$2,223926,1917
223926$_$5,223926,1918
223926$_$4,223926,1919
223926$_$7,223926,1920
223926$_$6,223926,1921
223926$_$8,223926,1922
225343$_$11,225343,1968
225343$_$10,225343,1969
225343$_$13,225343,1970
225343$_$12,225343,1971
225343$_$15,225343,1972
225343$_$14,225343,1973
225343$_$16,225343,1974
225343$_$1,225343,1975
225343$_$0,225343,1976
225343$_$3,225343,1977
225343$_$2,225343,1978
225343$_$5,225343,1979
225343$_$4,225343,1980
225343$_$7,225343,1981
225343$_$6,225343,1982
225343$_$9,225343,1983
225343$_$8,225343,1984
225416$_$11,225416,1985
225416$_$10,225416,1986
225416$_$13,225416,1987
225416$_$12,225416,1988
225416$_$15,225416,1989
225416$_$14,225416,1990
225416$_$16,225416,1991
225416$_$1,225416,1992
225416$_$0,225416,1993
225416$_$3,225416,1994
225416$_$2,225416,1995
225416$_$5,225416,1996
225416$_$4,225416,1997
225416$_$7,225416,1998
225416$_$6,225416,1999
225416$_$9,225416,2000
225416$_$8,225416,2001
225768$_$11,225768,2002
225768$_$10,225768,2003
225768$_$13,225768,2004
225768$_$12,225768,2005
225768$_$15,225768,2006
225768$_$14,225768,2007
225768$_$16,225768,2008
225768$_$1,225768,2009
225768$_$0,225768,2010
225768$_$3,225768,2011
225768$_$2,225768,2012
225768$_$5,225768,2013
225768$_$4,225768,2014
225768$_$7,225768,2015
225768$_$6,225768,2016
225768$_$9,225768,2017
225768$_$8,225768,2018
227416$_$11,227416,2036
227416$_$10,227416,2037
227416$_$12,227416,2038
227416$_$1,227416,2039
227416$_$0,227416,2040
227416$_$3,227416,2041
227416$_$2,227416,2042
227416$_$5,227416,2043
227416$_$4,227416,2044
227416$_$7,227416,2045
227416$_$6,227416,2046
227416$_$9,227416,2047
227416$_$8,227416,2048
22880$_$10,22880,2088
22880$_$1,22880,2089
22880$_$0,22880,2090
22880$_$3,22880,2091
22880$_$2,22880,2092
22880$_$5,22880,2093
22880$_$4,22880,2094
22880$_$7,22880,2095
22880$_$6,22880,2096
22880$_$9,22880,2097
22880$_$8,22880,2098
230252$_$11,230252,2140
230252$_$10,230252,2141
230252$_$13,230252,2142
230252$_$12,230252,2143
230252$_$14,230252,2144
230252$_$1,230252,2145
230252$_$0,230252,2146
230252$_$3,230252,2147
230252$_$2,230252,2148
230252$_$5,230252,2149
230252$_$4,230252,2150
230252$_$7,230252,2151
230252$_$6,230252,2152
230252$_$9,230252,2153
230252$_$8,230252,2154
233356$_$11,233356,2181
233356$_$10,233356,2182
233356$_$1,233356,2183
233356$_$0,233356,2184
233356$_$3,233356,2185
233356$_$2,233356,2186
233356$_$5,233356,2187
233356$_$4,233356,2188
233356$_$7,233356,2189
233356$_$6,233356,2190
233356$_$9,233356,2191
233356$_$8,233356,2192
236696$_$11,236696,2270
236696$_$10,236696,2271
236696$_$13,236696,2272
