meta_row_id	sample_id	video_id	mode	label	strong_static	oracle_prediction	strong_static_absolute_error	oracle_absolute_error	oracle_gain	reason	direction
810ccc0751b79387a679644f425eb3417442f299ce131ef8dfaa94ec1934f877	101851$_$19	101851	LAV	-1.333333373	-1.447206005	-1.204340339	0.1138726322	0.128993034	-0.01512040185	static convex combination closer than every single Expert	A
30c8429245277a0cc776a96e9a3c4ec0285a7121d97013fefed3b89c7f455a3b	101851$_$19	101851	LV	-1.333333373	-1.437696226	-1.458009839	0.1043628527	0.124676466	-0.02031361334	static convex combination closer than every single Expert	A
fa374b961a38e08b167bdd4b2255c0332a60a2aacf9b4e761d8d665e4a455273	101851$_$2	101851	L	-0.3333333433	-0.3093814097	-0.2069417089	0.02395193359	0.1263916344	-0.1024397008	static convex combination closer than every single Expert	A
6d47bad0e1e600edd587fa6ee71dc813767de03541e9d3d5796c7da56734d9a3	101851$_$2	101851	LA	-0.3333333433	-0.3008792298	-0.2094788253	0.03245411353	0.123854518	-0.09140040447	static convex combination closer than every single Expert	A
15a811a24f2e46b8e33d7e41c49ca7ff4a058898ca9581429cc4cbc05b03db7b	101851$_$2	101851	LAV	-0.3333333433	-0.3294632485	-0.2218714803	0.003870094796	0.111461863	-0.1075917682	static convex combination closer than every single Expert	A
d9627d1e61ae81a6a6ce3ae4e5534e97fdd1d3b89bee0eab6c477a79cb5dcb19	101851$_$2	101851	LV	-0.3333333433	-0.3322145868	-0.2238681167	0.001118756474	0.1094652266	-0.1083464701	static convex combination closer than every single Expert	A
ee540e2ee3cbefd3a3fef00f80b7b31e3148c07dba046f7df320a97d54d40175	101851$_$15	101851	L	-0.6666666865	-0.8179930768	-0.3490017653	0.1513263903	0.3176649212	-0.1663385309	static convex combination closer than every single Expert	A
34c8366f92661922f6ffb542afd2c6a9677bd967d195f0a82574a67c29d871fa	101851$_$15	101851	LA	-0.6666666865	-0.7986431106	-0.3323827386	0.1319764241	0.3342839479	-0.2023075238	static convex combination closer than every single Expert	A
57462ed115b954ff07e1144d25b22ae0a5a6ace5a6eeb3a6b642154d3464f570	101851$_$15	101851	LAV	-0.6666666865	-0.8614303879	-0.3451357782	0.1947637014	0.3215309083	-0.1267672069	static convex combination closer than every single Expert	A
02ddd8b3a3f1b6042ceedd818a35a1e7d72f6aaf782864126714ebd9723e0a7b	101851$_$15	101851	LV	-0.6666666865	-0.8573433803	-0.3612424433	0.1906766938	0.3054242432	-0.1147475494	static convex combination closer than every single Expert	A
e55b50c949c218319aebf6c1135f5a488e6616101289813bdd60f8100135baf4	10223$_$8	10223	LA	-1.333333373	-1.103821714	-1.563590765	0.2295116586	0.230257392	-0.0007457333695	static convex combination closer than every single Expert	A
7261ca07c3eb2a97672272504200a63577dc48de63b0ac557bb77a725267ab56	106077$_$10	106077	L	-1.666666627	-1.554452892	-1.848492742	0.1122137348	0.181826115	-0.0696123802	static convex combination closer than every single Expert	A
a6c13df7507df1593c93794e10c04f5b7ea1382e3adfc5034ea0e98afbb1c9d2	106077$_$10	106077	LA	-1.666666627	-1.564657609	-1.503392339	0.1020090179	0.163274288	-0.06126527014	static convex combination closer than every single Expert	A
8d8f8106e9971372b63aa4a5326caf124c78f610e57f008b10116d935bb48b42	106077$_$10	106077	LAV	-1.666666627	-1.579191302	-1.508364081	0.08747532507	0.158302546	-0.07082722093	static convex combination closer than every single Expert	A
2859850a69657a668d03e92fb8b782d8841d78a8604bb63af9df1d4fe6b498c2	106077$_$10	106077	LV	-1.666666627	-1.569140133	-1.847648263	0.09752649353	0.180981636	-0.08345514247	static convex combination closer than every single Expert	A
151b6d1c25a1caa62ae61ba96e83555e13faa48f39a399d1d3233c2c2b2a4f1c	108793$_$1	108793	L	1.333333373	1.346597121	1.276376367	0.01326374795	0.056957006	-0.04369325805	static convex combination closer than every single Expert	A
ef27bc54e8cc34ea30152a32f2d9b2791f2090ded058ec1de97b775399cd8ed2	108793$_$1	108793	LA	1.333333373	1.344176987	1.267393827	0.01084361375	0.065939546	-0.05509593225	static convex combination closer than every single Expert	A
9bd0bd5eb871a2ee1004a6029e412b63ce3c9a372042df2cac4da13a42e0d847	108793$_$1	108793	LAV	1.333333373	1.349729521	1.261052728	0.01639614807	0.072280645	-0.05588449693	static convex combination closer than every single Expert	A
de8f515d253c52af17487ec8b64ba12bfd83a6836ba4c3fabf93efb268278419	108793$_$1	108793	LV	1.333333373	1.347679344	1.261604786	0.01434597115	0.071728587	-0.05738261585	static convex combination closer than every single Expert	A
6ecc9c7370f1dff705c11b7c5bab9b5ec2ba614f5041eb32b84d99a3e396907f	110788$_$1	110788	L	0	0.05865038336	0.06121965498	0.05865038336	0.06121965498	-0.002569271621	static convex combination closer than every single Expert	A
cd728707aef98a7efbff7e281f35286e90a942a38b739ea866aee149620f9d38	110788$_$0	110788	L	0	0.005574642305	-0.007218604907	0.005574642305	0.007218604907	-0.001643962602	static convex combination closer than every single Expert	A
77d1c1152efa7a187dd911c5739d67f3795a81aa120d645eb2711524edf27143	112604$_$4	112604	L	-1.333333373	-1.315037838	-1.31032896	0.01829553536	0.023004413	-0.004708877635	static convex combination closer than every single Expert	A
f730177549265aea47dd20201c6c7643e18b7c6b5caed425069f41c200f690a3	112604$_$4	112604	LA	-1.333333373	-1.320322826	-1.317661405	0.01301054652	0.015671968	-0.002661421485	static convex combination closer than every single Expert	A
19872441aa75836630e91f3f84876b558183f152471ddf00ed5e4ed1b60a95a9	112604$_$4	112604	LAV	-1.333333373	-1.346638975	-1.318431377	0.01330560156	0.014901996	-0.001596394444	static convex combination closer than every single Expert	A
6c25c21d5a81a060f34d8e8b449c4988d549d3853cfa1e949aa846a3b1a9ba52	112604$_$4	112604	LV	-1.333333373	-1.342335668	-1.313515902	0.009002295186	0.019817471	-0.01081517581	static convex combination closer than every single Expert	A
14692cab9ccdbccf25c3014eb5bfd28128ec90a9e689b9a70cba97f5bc01d33a	113265$_$0	113265	L	-1.666666627	-1.626571016	-1.62644279	0.04009561137	0.040223837	-0.0001282256282	static convex combination closer than every single Expert	A
1f967850e359bdc2827599057fb71110a065f28509bf28a9f3ba2de9d00d6346	113265$_$0	113265	LAV	-1.666666627	-1.678575841	-1.681429267	0.0119092138	0.01476264	-0.002853426197	static convex combination closer than every single Expert	A
5c9818c6a181c74c45e689ee0e75baa60bf98e0f14583db049c544003acb76b9	113265$_$0	113265	LV	-1.666666627	-1.666222355	-1.65363431	0.0004442715335	0.013032317	-0.01258804547	static convex combination closer than every single Expert	A
511f05952d65d4b41622580d9f4cc5206bede766c56627e6aae10b150a276b85	113265$_$8	113265	LA	-2	-2.026220556	-2.033434629	0.02622055572	0.033434629	-0.007214073281	static convex combination closer than every single Expert	A
cb842e39a250f662ea1a4668ce428e344a1fac94cd21f6cfc761045d4b109387	125730$_$15	125730	L	1.666666627	1.498260947	1.466513991	0.1684056799	0.200152636	-0.03174695608	static convex combination closer than every single Expert	A
3cd1832054d1c54beec5492cb22f516ce661e39c315c83fd3d2fa18ea4e76d40	125730$_$15	125730	LA	1.666666627	1.49439818	1.466233969	0.1722684472	0.200432658	-0.02816421081	static convex combination closer than every single Expert	A
44bb7b3500b48d8f377f6843b58387cf031e53655cdd7a717c6ab38ab4f6d183	125730$_$15	125730	LAV	1.666666627	1.512546874	1.477486849	0.1541197534	0.189179778	-0.03506002456	static convex combination closer than every single Expert	A
9d45bacf15ed6096d8a0ac0e43159c1a700e443fe588a52b828b7b8114422f97	125730$_$15	125730	LV	1.666666627	1.499695036	1.471000791	0.1669715914	0.195665836	-0.0286942446	static convex combination closer than every single Expert	A
0d99daeb3878277c7d42ee1bb1c8da27cc244969e9ff45f0327ee8b235ffe5ba	125730$_$6	125730	L	0	0.04619045128	0.05604308099	0.04619045128	0.05604308099	-0.009852629713	static convex combination closer than every single Expert	A
0fff116a0039a0567e48a6332f6bb91334d20a20e742c27e1876d7573f17ce32	125730$_$6	125730	LA	0	0.02198107369	0.03018337674	0.02198107369	0.03018337674	-0.008202303049	static convex combination closer than every single Expert	A
f017ca3dcddedde0563f34e43a1f7a4484ac611bc18c71ae1d235d4d678c29ca	128752$_$4	128752	LAV	0	-0.02552159274	0.04756053537	0.02552159274	0.04756053537	-0.02203894263	static convex combination closer than every single Expert	A
3b0b2688e43fd339aeae04f8e6655b7312cfaa776b94b30f614fe64f4dbf6f8c	128752$_$4	128752	LV	0	-0.005622435683	0.06607359648	0.005622435683	0.06607359648	-0.0604511608	static convex combination closer than every single Expert	A
c1d6a385ea4e746fe00495dd85c942a625fdfafc38f5123e387e23cc766f387d	130149$_$6	130149	L	-1.666666627	-1.649724445	-1.717438102	0.01694218238	0.050771475	-0.03382929262	static convex combination closer than every single Expert	A
f8bedb77598d7f9cf99de3cdd08412886e51093dc16bbb666d06235fdc90981a	130149$_$6	130149	LA	-1.666666627	-1.652097751	-1.709896326	0.01456887588	0.043229699	-0.02866082312	static convex combination closer than every single Expert	A
9db51b3f436463a33121f29e7fd0e767371f7b98b8b6bce72af62bf3159a810a	130149$_$6	130149	LAV	-1.666666627	-1.66413076	-1.741649151	0.002535866592	0.074982524	-0.07244665741	static convex combination closer than every single Expert	A
a497af1b1dd2f2e32ed3da372aa5062f0f1b12cf20dc26c4b26b33d600335661	130149$_$6	130149	LV	-1.666666627	-1.658368706	-1.736526847	0.008297920635	0.06986022	-0.06156229936	static convex combination closer than every single Expert	A
3d6df9a2f96efb1a0ca476d2852990d3df50ee2b655592637e6dadb6dd454110	130426$_$1	130426	L	-1.333333373	-1.65990612	-1.7123034	0.3265727469	0.378970027	-0.0523972801	static convex combination closer than every single Expert	A
836de2f51638e4fb34bf5f57e300dd97b4e781fd14ded3d613b54668557d5f93	130426$_$1	130426	LA	-1.333333373	-1.671011419	-1.706642151	0.3376780458	0.373308778	-0.03563073224	static convex combination closer than every single Expert	A
b4c6107c3806285ad4c1449b1076593b391b24e72b32fc4144fe7ce44999cd89	130426$_$1	130426	LAV	-1.333333373	-1.63527763	-1.702582121	0.3019442568	0.369248748	-0.06730449117	static convex combination closer than every single Expert	A
d65ee7896fc2027890657f22fe0679ea07c0cd2360241dce79b9964cd34d675d	130426$_$1	130426	LV	-1.333333373	-1.635724531	-1.705711484	0.3023911585	0.372378111	-0.06998695253	static convex combination closer than every single Expert	A
bf66b6bdb0337ec40d40d1c78ebe18f1779fe45cdb69ec6c80aa5a5cb2f2d726	130426$_$0	130426	L	-2	-2.012099286	-2.148538351	0.01209928569	0.148538351	-0.1364390653	static convex combination closer than every single Expert	A
8fbd8fd619e4a198dfdf7fbdce1be55339c748beaf93681f4480d81e64cd816c	130426$_$0	130426	LA	-2	-2.017233925	-2.152786732	0.01723392477	0.152786732	-0.1355528072	static convex combination closer than every single Expert	A
8daaa546536e71c13048a27582dc3f8f6d78075c71967cb6f461e4ce005469d3	130426$_$0	130426	LAV	-2	-2.026538419	-2.15929985	0.02653841867	0.15929985	-0.1327614313	static convex combination closer than every single Expert	A
1fc40c5b97a84eafb5e489f20c75dec5e63a3e5f6a12b817c054a39d8c81a70a	130426$_$0	130426	LV	-2	-2.013701341	-2.152133703	0.01370134142	0.152133703	-0.1384323616	static convex combination closer than every single Expert	A
e06997d5a384cce2a9808d142290235dc3c8156e1311ff8046fd73a239a74304	130448$_$2	130448	L	1	0.954844479	1.099918246	0.04515552099	0.099918246	-0.05476272501	static convex combination closer than every single Expert	A
63c1195560c83c83bb759aa54fee62587fde21785d81aefded348d2b842bf9c9	130448$_$2	130448	LA	1	0.9479154165	1.07042098	0.05208458353	0.07042098	-0.01833639647	static convex combination closer than every single Expert	A
7f7c1f4deae2e0ba99a570ef1a61218b81dffef91f54a8532d61fef71b32ea2a	130448$_$2	130448	LAV	1	0.9473699173	1.056380033	0.05263008265	0.056380033	-0.003749950349	static convex combination closer than every single Expert	A
c8aec393f6231f3f6816ba858e9224e7dd3000f1de123a3dc31a67c32954064b	130448$_$2	130448	LV	1	0.952858249	1.08465004	0.04714175096	0.08465004	-0.03750828904	static convex combination closer than every single Expert	A
ff47e381b0f8938ca8ed43b582672910aceb25b6ac033867472101e507ae769a	130633$_$0	130633	L	0	0.02053386446	0.02296759933	0.02053386446	0.02296759933	-0.002433734865	static convex combination closer than every single Expert	A
5e339b1e842f61dc68909c3d0c556f7b1609d8f2c5dc25a5a4910c2504fc6f10	130633$_$0	130633	LAV	0	0.02065821805	0.02175351232	0.02065821805	0.02175351232	-0.001095294272	static convex combination closer than every single Expert	A
6b3c159110db000062f226675b99bcea052b12bf66abd09183b043c94e7eaacc	130633$_$0	130633	LV	0	0.01725146774	0.02506749332	0.01725146774	0.02506749332	-0.007816025583	static convex combination closer than every single Expert	A
ad3c0ae2f9a013cfe6f3c4d0e656693a5be6c490b5c0d86f075ec0ec8044ff87	131650$_$0	131650	L	0.3333333433	0.3355411755	0.3430994749	0.002207832197	0.0097661316	-0.007558299403	static convex combination closer than every single Expert	A
ec8ae68c8bc733a6208629ec5a757b078892af7f6d3ad4482aaf6faf7cd4790e	131650$_$0	131650	LA	0.3333333433	0.3429199177	0.3482987285	0.009586574396	0.0149653852	-0.005378810804	static convex combination closer than every single Expert	A
00dcf710c85048722dd1835f2e822f2ce7403c49284d43e2f12da970f5f5bb49	131650$_$0	131650	LAV	0.3333333433	0.3287786032	0.3273124099	0.004554740087	0.0060209334	-0.001466193313	static convex combination closer than every single Expert	A
d163e8e33078683a9382a4fa4d1467434ef22eb266995acfceee4fc3ba3dbfac	131936$_$3	131936	LA	0	-0.01283968509	0.01507531293	0.01283968509	0.01507531293	-0.002235627836	static convex combination closer than every single Expert	A
36d28998017c85a6b939ed8fceae3147b2b2cbac2944898675036c5bf35657ab	134252$_$3	134252	LAV	-1	-0.9866361483	-1.014431715	0.01336385174	0.014431715	-0.00106786326	static convex combination closer than every single Expert	A
f2f96f1d82ec14d988c51e99ba04cc87e188b1b7560b4fd6d18333e981b8c8c8	134252$_$6	134252	L	0	0.0005061431886	-0.05830723792	0.0005061431886	0.05830723792	-0.05780109473	static convex combination closer than every single Expert	A
9199a66e303fc9ee11f3cda2d805d324fc8f77fe746d8e9612bad03237a7624b	134252$_$6	134252	LA	0	0.006350722022	-0.05859033763	0.006350722022	0.05859033763	-0.05223961561	static convex combination closer than every single Expert	A
e5228782d9db67a2d9713f6061fc27cfbce635e3a614abefdbb4e20a7c47f7fc	134252$_$6	134252	LAV	0	-0.03207847397	0.08378639072	0.03207847397	0.08378639072	-0.05170791675	static convex combination closer than every single Expert	A
43a3fb3f8bf12b58415b69e56f2bd5c5de77bad758481874b722c7a63e8ea184	134252$_$6	134252	LV	0	-0.034927648	0.06713102013	0.034927648	0.06713102013	-0.03220337213	static convex combination closer than every single Expert	A
924783db13b702956cdc6c9361f247587e87d0f6459a565ab6bb75ecf920a63f	154449$_$5	154449	LA	-2	-1.995248492	-2.016704798	0.004751507606	0.016704798	-0.01195329039	static convex combination closer than every single Expert	A
050fa0ba368d65037dd603cb5c28f3542a9adfbcf8d5e60d3275575be3ed891e	154449$_$5	154449	LAV	-2	-1.99616369	-2.024411917	0.003836310318	0.024411917	-0.02057560668	static convex combination closer than every single Expert	A
c8c4e7f19555883bb2b87a016e25e83036dc4fa5a7d3b3b2e13bad670eae680d	154449$_$8	154449	L	-1.333333373	-1.346248288	-1.295340538	0.01291491469	0.037992835	-0.02507792031	static convex combination closer than every single Expert	A
948a84243872823861d72c13ba1afa2281c29fa6cc012bb74c594e52d0897acd	15ktF-6wutk$_$2	15ktF-6wutk	L	1	0.9655772662	1.060089827	0.03442273376	0.060089827	-0.02566709324	static convex combination closer than every single Expert	A
cf596016570ad26d0027cfaeb6c6f2b21d38b2ac09d743cb1b492887aa3c529a	15ktF-6wutk$_$2	15ktF-6wutk	LA	1	0.9702903827	1.0636096	0.02970961731	0.0636096	-0.03389998269	static convex combination closer than every single Expert	A
28df1bd95e17d3b0015e5e7d04cdb1d4c7b2326ed898100e11fe9d58525957c0	180923$_$10	180923	L	0	-0.107827791	-0.1197142601	0.107827791	0.1197142601	-0.01188646909	static convex combination closer than every single Expert	A
c83e4e279d38473a849381a2e18a3aec2e81024cd5920df0f2c4779250819550	180923$_$10	180923	LA	0	-0.08846020989	-0.10820999	0.08846020989	0.10820999	-0.01974978011	static convex combination closer than every single Expert	A
3f376707a30aa46e7da3b8ef1a9af11e1f1bb2bfbf0dc3a8b856aa666f72c792	180923$_$10	180923	LAV	0	-0.09091306402	-0.09990233183	0.09091306402	0.09990233183	-0.008989267807	static convex combination closer than every single Expert	A
836b9b339fa04086151c63ffacc631ead7a8d893495c939ea2e70215f041b4b8	180923$_$8	180923	LA	0	0.003483708667	0.01207569242	0.003483708667	0.01207569242	-0.008591983753	static convex combination closer than every single Expert	A
ea0e33ad715c740bae40322536187770a94f5f906d9d36e1bacdd185894e6710	184784$_$6	184784	L	-0.6666666865	-0.8163099638	-0.4508992732	0.1496432773	0.2157674133	-0.06612413603	static convex combination closer than every single Expert	A
7b683179c7fdb45d451dd27baeeb2d298dd2ffd1347b6de3b8af958000ba8cf6	184784$_$6	184784	LA	-0.6666666865	-0.8187001798	-0.4569758475	0.1520334933	0.209690839	-0.05765734569	static convex combination closer than every single Expert	A
336698722364683e453f1504db0ec530ad96a729a851d431166824dc077aaa44	184784$_$6	184784	LAV	-0.6666666865	-0.8457989066	-0.4756212234	0.1791322201	0.1910454631	-0.01191324305	static convex combination closer than every single Expert	A
b911651f990d6383357bd3c7a740cbb5f7dfd1aeb766f6d46ed4a346467517de	184784$_$6	184784	LV	-0.6666666865	-0.8416589889	-0.4654801488	0.1749923024	0.2011865377	-0.02619423528	static convex combination closer than every single Expert	A
f1f119ac5140c404a512d65a28447361022db3098e843475386d3f474ab74d42	19k6sEC7814$_$10	19k6sEC7814	L	0.6666666865	0.617734228	0.7583975196	0.04893245854	0.0917308331	-0.04279837456	static convex combination closer than every single Expert	A
8cbab3ced185ff792cc1a4fa8d406ac0ff8b058e8d318cef1dbe0bcad0e0a7af	19k6sEC7814$_$10	19k6sEC7814	LA	0.6666666865	0.6304387145	0.5866569877	0.03622797202	0.0800096988	-0.04378172678	static convex combination closer than every single Expert	A
8be4e7c5397512bf09ee2e9d6bf6b99b737d1e8c9b98c3fac2b7148f359878cb	19k6sEC7814$_$10	19k6sEC7814	LAV	0.6666666865	0.6380648542	0.59917593	0.02860183231	0.0674907565	-0.03888892419	static convex combination closer than every single Expert	A
6044271bcd82c366ed882b463ce31fc7e53978e943fd53f07168b97bef3fc015	19k6sEC7814$_$10	19k6sEC7814	LV	0.6666666865	0.6202734627	0.726901412	0.0463932238	0.0602347255	-0.0138415017	static convex combination closer than every single Expert	A
833f9480bf17267c3c501221f6fc95c507d27af75170c17ef2ded3f19ba283cd	1cyUKHOvdYY$_$3	1cyUKHOvdYY	L	0.3333333433	0.3451469234	0.3493575156	0.01181358007	0.0160241723	-0.004210592228	static convex combination closer than every single Expert	A
fa962638d76d00dade9f6cbd33b8614db9659e13acf1a0cbcad40e57fe1f440c	1cyUKHOvdYY$_$3	1cyUKHOvdYY	LA	0.3333333433	0.359819678	0.3626597226	0.02648633475	0.0293263793	-0.002840044553	static convex combination closer than every single Expert	A
5bda749d122e3ad699ff7af8a5d5acea4b3abf5be5ebdb6447c27f3f07d63ae7	1cyUKHOvdYY$_$3	1cyUKHOvdYY	LAV	0.3333333433	0.3668410057	0.2869939506	0.03350766239	0.0463393927	-0.01283173031	static convex combination closer than every single Expert	A
aa5c612c200a8d461b6ec6a997327c16dbf4a091b08f38ffe1984bf6bebcfc22	1cyUKHOvdYY$_$3	1cyUKHOvdYY	LV	0.3333333433	0.3526816869	0.3700500429	0.01934834362	0.0367166996	-0.01736835598	static convex combination closer than every single Expert	A
d56c2dd63f403b1a39061214f22c5f3c3761cc6e295ba4dc46224d8c728e3796	1mHjMNZZvFo$_$4	1mHjMNZZvFo	L	0.3333333433	0.3483430726	0.3056831062	0.01500972928	0.0276502371	-0.01264050782	static convex combination closer than every single Expert	A
6a9168e8314766a67a7a0e237727fc6e9b3d5e6c57d8641b53ff522c6e96856c	1tQOvm5eQOA$_$1	1tQOvm5eQOA	L	-0.6666666865	-0.774793518	-0.85993433	0.1081268315	0.1932676435	-0.08514081203	static convex combination closer than every single Expert	A
