sample_id,video_id,train_index,mode,label,prediction__cfcompat_seed1111,prediction__cfcompat_seed1114,prediction__moddrop_seed1111,prediction__moddrop_seed1114,prediction__uniform_kd_seed1111,expert_fold,judge_fold,meta_row_id,content_binding_key,hierarchical_binding_key
-3g5yACwYnA$_$4,-3g5yACwYnA,4,LA,1,0.9460256696,0.8952542543,0.9653235674,0.7938405275,0.9562390447,0,1,cafb3dd43b5db66050a2d43b5522f248715da2da43c03c3a0a96e2e7d6c41a64,-3g5yACwYnA$_$4,cafb3dd43b5db66050a2d43b5522f248715da2da43c03c3a0a96e2e7d6c41a64
-3g5yACwYnA$_$4,-3g5yACwYnA,4,LAV,1,0.9383863211,0.8804867864,0.9712958336,0.7754668593,0.9530891776,0,1,36dbd86ae13ef12a02f594bc51e5fa9a7cc2348f91fb7a6b8bd8c7dba1b58a82,-3g5yACwYnA$_$4,36dbd86ae13ef12a02f594bc51e5fa9a7cc2348f91fb7a6b8bd8c7dba1b58a82
-3g5yACwYnA$_$4,-3g5yACwYnA,4,LV,1,0.9481762052,0.8536933064,0.9902191758,0.7490935326,0.9837026,0,1,d189c0e284f3f8f47b30ecc86b54956b3273d40340f2b28409cd6f6a57eb5f63,-3g5yACwYnA$_$4,d189c0e284f3f8f47b30ecc86b54956b3273d40340f2b28409cd6f6a57eb5f63
-3g5yACwYnA$_$9,-3g5yACwYnA,5,L,0.6666666865,1.305249572,1.279528499,1.228532434,1.320294261,1.248798609,0,1,f96a0151f878c986aff9babdaf7834fc71298a7effc97a4312f3e5b02844248f,-3g5yACwYnA$_$9,f96a0151f878c986aff9babdaf7834fc71298a7effc97a4312f3e5b02844248f
-3g5yACwYnA$_$9,-3g5yACwYnA,5,LA,0.6666666865,1.28863287,1.288588285,1.206617117,1.335258126,1.225835323,0,1,7b9ae2a52ff88fe0a1c14b70bd03384f1e6a6235608782dcabc0ef911ae9f920,-3g5yACwYnA$_$9,7b9ae2a52ff88fe0a1c14b70bd03384f1e6a6235608782dcabc0ef911ae9f920
-3g5yACwYnA$_$9,-3g5yACwYnA,5,LAV,0.6666666865,1.286878109,1.275433302,1.209797621,1.325481772,1.22293961,0,1,c647e9965ab2d6b89cce2558958a89580b6d073ba9523cfcf8f4f041a956d2fc,-3g5yACwYnA$_$9,c647e9965ab2d6b89cce2558958a89580b6d073ba9523cfcf8f4f041a956d2fc
-3g5yACwYnA$_$9,-3g5yACwYnA,5,LV,0.6666666865,1.30330193,1.264428139,1.229092598,1.304141402,1.245266199,0,1,12545d661367bcd3116cba33131f79920fa9556a537fd54647feb825250a0b9d,-3g5yACwYnA$_$9,12545d661367bcd3116cba33131f79920fa9556a537fd54647feb825250a0b9d
-3nNcZdcdvU$_$0,-3nNcZdcdvU,6,L,0.3333333433,0.6975923777,0.8535664678,0.7709636092,0.8315489292,0.8696342707,0,1,883086c2a394f09c89432780ee2cb1a0bd3c045dbc1d0f2465034c0db4de0c27,-3nNcZdcdvU$_$0,883086c2a394f09c89432780ee2cb1a0bd3c045dbc1d0f2465034c0db4de0c27
-3nNcZdcdvU$_$0,-3nNcZdcdvU,6,LA,0.3333333433,0.7059776783,0.8508750796,0.7802749276,0.8310613632,0.8857491612,0,1,ec909eb93b2de5e97584a940b3fe502d6e8cafba3724cba81b8de788fe7907ce,-3nNcZdcdvU$_$0,ec909eb93b2de5e97584a940b3fe502d6e8cafba3724cba81b8de788fe7907ce
-3nNcZdcdvU$_$0,-3nNcZdcdvU,6,LAV,0.3333333433,0.7167105079,0.9051188827,0.8011130691,0.9101365805,0.916523993,0,1,58b75811050e0c6dc200c750c31237a3ffe63bb222f302d1b65729d61c07fc5e,-3nNcZdcdvU$_$0,58b75811050e0c6dc200c750c31237a3ffe63bb222f302d1b65729d61c07fc5e
-3nNcZdcdvU$_$0,-3nNcZdcdvU,6,LV,0.3333333433,0.7091172934,0.8969713449,0.7925104499,0.9070936441,0.903435111,0,1,7a80580eb94a1c870464937c907d0738911bc411a78e156087168a92413a9b86,-3nNcZdcdvU$_$0,7a80580eb94a1c870464937c907d0738911bc411a78e156087168a92413a9b86
-3nNcZdcdvU$_$2,-3nNcZdcdvU,7,L,1,0.5646010637,0.6499174833,0.5970480442,0.5903379321,0.6035587788,0,1,0c8190c036773bea2c11c5b7caf7a4c99766f0c64a38b2196e6d9aaa61a785ec,-3nNcZdcdvU$_$2,0c8190c036773bea2c11c5b7caf7a4c99766f0c64a38b2196e6d9aaa61a785ec
-3nNcZdcdvU$_$2,-3nNcZdcdvU,7,LA,1,0.5715180635,0.6366294622,0.6078901887,0.5916295052,0.6188334227,0,1,b32b7294f4e7bb0c873aacbd1d5109982c9bf2f0fda55df11e847e4a6b731b05,-3nNcZdcdvU$_$2,b32b7294f4e7bb0c873aacbd1d5109982c9bf2f0fda55df11e847e4a6b731b05
-3nNcZdcdvU$_$2,-3nNcZdcdvU,7,LAV,1,0.5790256858,0.6765837669,0.6261690259,0.6600064039,0.6452550888,0,1,a9b95afe699df47db7e02b542d157c3f40e8b513acba53474a020221da9f5d38,-3nNcZdcdvU$_$2,a9b95afe699df47db7e02b542d157c3f40e8b513acba53474a020221da9f5d38
-3nNcZdcdvU$_$2,-3nNcZdcdvU,7,LV,1,0.5730475783,0.6808481216,0.616366148,0.6478368044,0.6345304847,0,1,d2a5077b7547b0b316535a3f0ae48aed2de26d89c400e21822afb0c63048b86b,-3nNcZdcdvU$_$2,d2a5077b7547b0b316535a3f0ae48aed2de26d89c400e21822afb0c63048b86b
-3nNcZdcdvU$_$5,-3nNcZdcdvU,8,L,0,0.1076460108,0.1634889245,-0.2142081261,0.2246634066,-0.01243056636,0,1,f4c0eff5d3493d2934a056da062e0ed52a616c3e1deedfaf7cfd0d9996ae1c37,-3nNcZdcdvU$_$5,f4c0eff5d3493d2934a056da062e0ed52a616c3e1deedfaf7cfd0d9996ae1c37
-3nNcZdcdvU$_$5,-3nNcZdcdvU,8,LA,0,0.1125038341,0.149342984,-0.2079205215,0.2187425196,0.005606916733,0,1,565f23bc2fa5333a94e5f624b9b0f261c83481dee3f048e1011655fe551a77e7,-3nNcZdcdvU$_$5,565f23bc2fa5333a94e5f624b9b0f261c83481dee3f048e1011655fe551a77e7
-3nNcZdcdvU$_$5,-3nNcZdcdvU,8,LAV,0,0.1048104838,0.1281224489,-0.2103999555,0.1989713311,0.002395083196,0,1,1438a5698e0c1b1b3e539dbcec8bea316c99dc954cec5cc30d7f88131e444667,-3nNcZdcdvU$_$5,1438a5698e0c1b1b3e539dbcec8bea316c99dc954cec5cc30d7f88131e444667
-3nNcZdcdvU$_$5,-3nNcZdcdvU,8,LV,0,0.1046372801,0.1449563205,-0.2165032774,0.2009937763,-0.02071099356,0,1,3d4109a614bcaa03a4a9942284e860a2641534a02add27093ce0b977dee66411,-3nNcZdcdvU$_$5,3d4109a614bcaa03a4a9942284e860a2641534a02add27093ce0b977dee66411
-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,L,-0.6666666865,-0.7151072025,-0.7500997782,-0.6236800551,-0.5426852703,-0.7339559197,1,0,42cd3f24fc153d9bea423bf0a874f745b06e0a9fc78bc6d9a2e0514d41800895,-HwX2H8Z4hY$_$1,42cd3f24fc153d9bea423bf0a874f745b06e0a9fc78bc6d9a2e0514d41800895
-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LA,-0.6666666865,-0.7283932567,-0.7293884754,-0.6294153929,-0.5466915369,-0.74468261,1,0,c26a3112af102a36a981de130ff9c3b8c4a39a37f5fc8f1daa6dc639a7b39057,-HwX2H8Z4hY$_$1,c26a3112af102a36a981de130ff9c3b8c4a39a37f5fc8f1daa6dc639a7b39057
-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LAV,-0.6666666865,-0.7274384499,-0.7805740833,-0.6349065304,-0.5811164379,-0.7373887897,1,0,213da60166e09de8b2beaf87741de329b990241cfeaae99ed09046e34fc7c0a6,-HwX2H8Z4hY$_$1,213da60166e09de8b2beaf87741de329b990241cfeaae99ed09046e34fc7c0a6
-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LV,-0.6666666865,-0.7167258263,-0.7898933291,-0.6295461059,-0.5703549981,-0.7281988859,1,0,87038922025130df0cb34c35eb3d1f821002f712503e71a7e0ab76b50edc4c68,-HwX2H8Z4hY$_$1,87038922025130df0cb34c35eb3d1f821002f712503e71a7e0ab76b50edc4c68
-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,L,0,-0.09033661336,-0.156068176,-0.0939199999,0.08568488061,0.0758119747,1,0,376482a138415f738ccd7c0f92122501f8cd1a8e40b878cd33edde6aa0b611ce,-HwX2H8Z4hY$_$0,376482a138415f738ccd7c0f92122501f8cd1a8e40b878cd33edde6aa0b611ce
-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LA,0,-0.0847741589,-0.1559195817,-0.07756832987,0.08991538733,0.07112801075,1,0,ed55e0ddcc1ea177de309edd33e10022e08205a89495727ca96e5d7d5e35e55a,-HwX2H8Z4hY$_$0,ed55e0ddcc1ea177de309edd33e10022e08205a89495727ca96e5d7d5e35e55a
-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LAV,0,-0.07696741819,-0.1379315406,-0.07396035641,0.09209863842,0.08318735659,1,0,774fa3dec201dcf9090dace0e3d29fd03fc7850761732011795a8d92801cfcfe,-HwX2H8Z4hY$_$0,774fa3dec201dcf9090dace0e3d29fd03fc7850761732011795a8d92801cfcfe
-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LV,0,-0.07848843187,-0.1326042563,-0.08667400479,0.09535335749,0.08615992218,1,0,29807197b22f828e27448b57e4ee572421b1955f41ed0e276fa2f2d49c8ae396,-HwX2H8Z4hY$_$0,29807197b22f828e27448b57e4ee572421b1955f41ed0e276fa2f2d49c8ae396
-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,L,0.3333333433,0.7063558102,0.5685548782,0.5397352576,0.8246542215,0.8122686148,1,0,8deca72c4bb9c083ed834fc533b4dc92080e7e5e8fc67592b41754653fd4bdf9,-HwX2H8Z4hY$_$3,8deca72c4bb9c083ed834fc533b4dc92080e7e5e8fc67592b41754653fd4bdf9
-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,LA,0.3333333433,0.7165329456,0.5949054956,0.5411300063,0.8410292268,0.8272323012,1,0,d738c4e0710bd864b30ce86d788a84d064dbfd8fe4b44f8a9316c543d7abc410,-HwX2H8Z4hY$_$3,d738c4e0710bd864b30ce86d788a84d064dbfd8fe4b44f8a9316c543d7abc410
-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,LAV,0.3333333433,0.7022854686,0.6072342396,0.5335099697,0.8244324923,0.8204295039,1,0,d5d2687bc404f90c06d028f205f0dae2747a957c93f34366aaa73998c210450c,-HwX2H8Z4hY$_$3,d5d2687bc404f90c06d028f205f0dae2747a957c93f34366aaa73998c210450c
-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,LV,0.3333333433,0.6952757239,0.5738877654,0.5287497044,0.8056139946,0.8052679896,1,0,36576f3c6cb6189f672b4f9112189f8c2c7401b50af8a929a15b3c70d45560f7,-HwX2H8Z4hY$_$3,36576f3c6cb6189f672b4f9112189f8c2c7401b50af8a929a15b3c70d45560f7
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,L,0,0.1246753633,-0.02223599516,0.131182909,0.2244982719,0.2481954098,1,0,1b4d81964e0e72de497d1487c04e92fb148be9ea3a43af1994e784ac4816f71b,-HwX2H8Z4hY$_$2,1b4d81964e0e72de497d1487c04e92fb148be9ea3a43af1994e784ac4816f71b
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,LA,0,0.1039157435,3.614462912e-05,0.1230154857,0.2353552431,0.2288118601,1,0,937d7f04825526cd18e53bb1726dd10545b998724ae292d722a9944c33b418b6,-HwX2H8Z4hY$_$2,937d7f04825526cd18e53bb1726dd10545b998724ae292d722a9944c33b418b6
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,LAV,0,0.09826660901,-0.01269685291,0.1123747081,0.2214219719,0.2261665612,1,0,fa8ff8b7715c279fdc800264eb2871defc5421667fac2b46a050afd313dd69cd,-HwX2H8Z4hY$_$2,fa8ff8b7715c279fdc800264eb2871defc5421667fac2b46a050afd313dd69cd
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,LV,0,0.1185413152,-0.02720353566,0.1256370991,0.2108786851,0.2455120981,1,0,c658d8fbaa6983a81587fd0c10312d8fd8102edcaf289f668d132ad84d9ccc1b,-HwX2H8Z4hY$_$2,c658d8fbaa6983a81587fd0c10312d8fd8102edcaf289f668d132ad84d9ccc1b
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,13,L,-1,-1.068444252,-0.9632359147,-0.8679550886,-1.073482394,-1.131678104,1,0,a66aa1f566f5268899dc81a9e6fcbc2ce5c967175f7c9cc3e32ccd548797f5f3,-HwX2H8Z4hY$_$5,a66aa1f566f5268899dc81a9e6fcbc2ce5c967175f7c9cc3e32ccd548797f5f3
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,13,LA,-1,-1.080022931,-0.9591095448,-0.8731681108,-1.078974843,-1.14862895,1,0,5b5aa4c6b0f3a79b390d328edc6cfa45867430c3b57484e5b1f177da84608dac,-HwX2H8Z4hY$_$5,5b5aa4c6b0f3a79b390d328edc6cfa45867430c3b57484e5b1f177da84608dac
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,13,LAV,-1,-1.076226711,-1.012992144,-0.8759078383,-1.11855793,-1.142647386,1,0,25691ef4f0728a535dc5c40bc28b8c91acb59ec8fdd0ef7aaa13a4a13a392d4c,-HwX2H8Z4hY$_$5,25691ef4f0728a535dc5c40bc28b8c91acb59ec8fdd0ef7aaa13a4a13a392d4c
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,13,LV,-1,-1.064565182,-1.003850102,-0.8734862804,-1.105576754,-1.123867869,1,0,a54433beaa4647efbade7f1631e726a599654c400408f5793914f874ad0c63a0,-HwX2H8Z4hY$_$5,a54433beaa4647efbade7f1631e726a599654c400408f5793914f874ad0c63a0
-HwX2H8Z4hY$_$4,-HwX2H8Z4hY,14,L,-2,-0.6237102747,-0.7799273133,-0.1796577573,-0.7371140122,-0.5714231133,1,0,d65348cd33a59ef04e435663d1dd3c2c949a772661e1878306cdd7daa8073254,-HwX2H8Z4hY$_$4,d65348cd33a59ef04e435663d1dd3c2c949a772661e1878306cdd7daa8073254
-HwX2H8Z4hY$_$4,-HwX2H8Z4hY,14,LA,-2,-0.6214851141,-0.7627419829,-0.1677877605,-0.7347887158,-0.5723952055,1,0,1cb42283fa99e8680672b912ac59b95031ada3f55f4f27f6bb3673a7380f40ea,-HwX2H8Z4hY$_$4,1cb42283fa99e8680672b912ac59b95031ada3f55f4f27f6bb3673a7380f40ea
-HwX2H8Z4hY$_$4,-HwX2H8Z4hY,14,LAV,-2,-0.621105969,-0.7789007425,-0.173293978,-0.7647942305,-0.5665453672,1,0,913d95029ee8e036265954e47559b29a3b78acc6955b1b44133f93d451330827,-HwX2H8Z4hY$_$4,913d95029ee8e036265954e47559b29a3b78acc6955b1b44133f93d451330827
-HwX2H8Z4hY$_$4,-HwX2H8Z4hY,14,LV,-2,-0.6236327887,-0.7832164764,-0.1840445101,-0.7609722018,-0.5700483918,1,0,771eaac5af22c15c638089b60e138a10f19aa7dcd8f84932c021d7176bdf9e98,-HwX2H8Z4hY$_$4,771eaac5af22c15c638089b60e138a10f19aa7dcd8f84932c021d7176bdf9e98
-HwX2H8Z4hY$_$7,-HwX2H8Z4hY,15,L,0.6666666865,-0.6432811618,-0.6031567454,-0.478520751,-0.6215724945,-0.4752757549,1,0,02c08a419e601ad80125ca5e273bd1bddc89701fbce45b328f1fccc45d336bbf,-HwX2H8Z4hY$_$7,02c08a419e601ad80125ca5e273bd1bddc89701fbce45b328f1fccc45d336bbf
-HwX2H8Z4hY$_$7,-HwX2H8Z4hY,15,LA,0.6666666865,-0.6490273476,-0.5864673853,-0.4770847857,-0.6250020266,-0.4776340127,1,0,0b8862ea214f1f766d8223d123a8867abbda8097b692d4d232eb73a38039d61e,-HwX2H8Z4hY$_$7,0b8862ea214f1f766d8223d123a8867abbda8097b692d4d232eb73a38039d61e
-HwX2H8Z4hY$_$7,-HwX2H8Z4hY,15,LAV,0.6666666865,-0.661944747,-0.6427406669,-0.4846560657,-0.6837059259,-0.4840204716,1,0,dae12ce32d479c9f145a402b2748472158bf5d188d6efecdb8c6b698c27a7e3c,-HwX2H8Z4hY$_$7,dae12ce32d479c9f145a402b2748472158bf5d188d6efecdb8c6b698c27a7e3c
-HwX2H8Z4hY$_$7,-HwX2H8Z4hY,15,LV,0.6666666865,-0.6612458825,-0.6428061724,-0.4898828566,-0.6675853133,-0.4888296127,1,0,ada8a919d63d964c112776973f05fccb51495d192620c8a9c7a230bcd4c1eb23,-HwX2H8Z4hY$_$7,ada8a919d63d964c112776973f05fccb51495d192620c8a9c7a230bcd4c1eb23
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,16,L,0,-0.1148500517,-0.1017647684,-0.004764653742,-0.03246032447,0.0158886686,1,0,133e2044c2d1e25cfcbdbb654260e061eb6c59a60f957e898b10cdcd783f333e,-HwX2H8Z4hY$_$6,133e2044c2d1e25cfcbdbb654260e061eb6c59a60f957e898b10cdcd783f333e
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,16,LA,0,-0.118971087,-0.08750270307,0.001301035285,-0.02374474891,0.01881680638,1,0,ab7440798b63f259e01afb46c94738f320115087b13cac2af91f0282f6036489,-HwX2H8Z4hY$_$6,ab7440798b63f259e01afb46c94738f320115087b13cac2af91f0282f6036489
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,16,LAV,0,-0.1292861402,-0.1065692455,-0.007872194052,-0.04312070459,0.01309534162,1,0,990dec172bf8c2f833703cf46109cff89a87904a61608e6b04eef2df36cf9315,-HwX2H8Z4hY$_$6,990dec172bf8c2f833703cf46109cff89a87904a61608e6b04eef2df36cf9315
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,16,LV,0,-0.1275534034,-0.1149041951,-0.01609355211,-0.04519450665,0.00568562746,1,0,c7deb33a532cc44dd66fa2d42b2d2b28a54f70132f0167fc3bb3740a053f8c40,-HwX2H8Z4hY$_$6,c7deb33a532cc44dd66fa2d42b2d2b28a54f70132f0167fc3bb3740a053f8c40
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,17,L,-0.3333333433,-0.4829417169,-0.3030170202,-0.3897338808,-0.282355994,-0.4710985422,1,0,26c5c76e8fcd9a3dfb528489e1aeb6bef6950541b3b7c07a528a9db177e3d73a,-HwX2H8Z4hY$_$9,26c5c76e8fcd9a3dfb528489e1aeb6bef6950541b3b7c07a528a9db177e3d73a
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,17,LA,-0.3333333433,-0.4932393432,-0.2839356065,-0.3863078356,-0.2748892903,-0.4885271192,1,0,d74853d4826eeb62504406913f6e215c0359ab7f3e2cae3d55d8085fb410b720,-HwX2H8Z4hY$_$9,d74853d4826eeb62504406913f6e215c0359ab7f3e2cae3d55d8085fb410b720
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,17,LAV,-0.3333333433,-0.5120565295,-0.3209102452,-0.41019997,-0.3371066451,-0.5027525425,1,0,76d9bd6b6898947de6fedae05a382dc8a362c1835c0e6c845cba2c7acbe748a7,-HwX2H8Z4hY$_$9,76d9bd6b6898947de6fedae05a382dc8a362c1835c0e6c845cba2c7acbe748a7
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,17,LV,-0.3333333433,-0.5010959506,-0.3337973952,-0.4066027701,-0.3304540217,-0.4876077175,1,0,6c693c487da23da03f6b4eda0f372b1891e09ad3f56a464bd2475f0f3510e984,-HwX2H8Z4hY$_$9,6c693c487da23da03f6b4eda0f372b1891e09ad3f56a464bd2475f0f3510e984
-HwX2H8Z4hY$_$8,-HwX2H8Z4hY,18,L,-1.666666627,-0.4712847471,-0.465092212,-0.1413164139,-0.3309711516,-0.3053466678,1,0,2bbf225df1884f9093f655a8a1b37d8b0f9f22a5efb2dfceb1e32d6c8619fb47,-HwX2H8Z4hY$_$8,2bbf225df1884f9093f655a8a1b37d8b0f9f22a5efb2dfceb1e32d6c8619fb47
-HwX2H8Z4hY$_$8,-HwX2H8Z4hY,18,LA,-1.666666627,-0.4777539074,-0.4538948536,-0.1364373267,-0.3319654167,-0.3142703772,1,0,2f98d8bcd2da75b7cf9d7019a0007f8b6d4b77f715fd7b315e7a664133f1dba5,-HwX2H8Z4hY$_$8,2f98d8bcd2da75b7cf9d7019a0007f8b6d4b77f715fd7b315e7a664133f1dba5
-HwX2H8Z4hY$_$8,-HwX2H8Z4hY,18,LAV,-1.666666627,-0.4912880063,-0.4630120099,-0.1506720185,-0.3636487126,-0.3226832151,1,0,f8c498d519554299f03dffb6b1459eb53fb5375c759426e1f74e90a2b4531408,-HwX2H8Z4hY$_$8,f8c498d519554299f03dffb6b1459eb53fb5375c759426e1f74e90a2b4531408
-HwX2H8Z4hY$_$8,-HwX2H8Z4hY,18,LV,-1.666666627,-0.4882622957,-0.4622481167,-0.1560507417,-0.3487735689,-0.3182567954,1,0,d1ec0796a5a4751a639b7b0b7b5e44008e6a3f343838a4ee05c9045ed3860b36,-HwX2H8Z4hY$_$8,d1ec0796a5a4751a639b7b0b7b5e44008e6a3f343838a4ee05c9045ed3860b36
