direction,video_id,expert_fold,role,sample_count,meta_row_count,inner_split_seed,inner_split_modulo
A,192799,0,inner_train,18,72,2302,8
A,197778,0,inner_train,17,68,2302,8
A,1A-aRhYx-GQ,0,inner_train,17,68,2302,8
A,1A7dqFxx8wU,0,inner_train,7,28,2302,8
A,1ESU5ONMMxs,0,inner_train,12,48,2302,8
A,1JQ9UCBEmCU,0,inner_train,6,24,2302,8
A,1RBT_QoSkIU,0,inner_train,1,4,2302,8
A,1RxliidxXyQ,0,inner_train,2,8,2302,8
A,1YEgMQ1xxzQ,0,inner_train,3,12,2302,8
A,1ZjIX9AK860,0,inner_train,3,12,2302,8
A,1k7br8xXMSU,0,inner_train,11,44,2302,8
A,1o8Gy4J6WSs,0,inner_train,3,12,2302,8
A,1olbQVO_C-8,0,inner_train,3,12,2302,8
A,1pvK0_9SQns,0,inner_train,4,16,2302,8
A,1sJjdaXXuJg,0,inner_train,3,12,2302,8
A,2-5hH_k2VFk,0,inner_train,6,24,2302,8
A,201582,0,inner_train,13,52,2302,8
A,202431,0,inner_train,7,28,2302,8
A,202810,0,inner_train,14,56,2302,8
A,202990,0,inner_train,17,68,2302,8
A,206049,0,inner_train,5,20,2302,8
A,206376,0,inner_train,10,40,2302,8
A,208148,0,inner_train,12,48,2302,8
A,208299,0,inner_train,11,44,2302,8
A,210238,0,inner_train,18,72,2302,8
A,21137,0,inner_train,11,44,2302,8
A,212532,0,inner_train,11,44,2302,8
A,213619,0,inner_train,12,48,2302,8
A,215259,0,inner_train,12,48,2302,8
A,216857,0,inner_train,22,88,2302,8
A,219775,0,inner_train,9,36,2302,8
A,220548,0,inner_train,24,96,2302,8
A,221740,0,inner_train,9,36,2302,8
A,222116,0,inner_train,9,36,2302,8
A,224599,0,inner_train,13,52,2302,8
A,224772,0,inner_train,15,60,2302,8
A,224817,0,inner_train,1,4,2302,8
A,224869,0,inner_train,16,64,2302,8
A,227426,0,inner_train,20,80,2302,8
A,22821,0,inner_train,19,76,2302,8
A,229903,0,inner_train,7,28,2302,8
A,229967,0,inner_train,11,44,2302,8
A,233171,0,inner_train,8,32,2302,8
A,233389,0,inner_train,7,28,2302,8
A,234053,0,inner_train,27,108,2302,8
A,234587,0,inner_train,22,88,2302,8
A,236399,0,inner_train,13,52,2302,8
A,238060,0,inner_train,19,76,2302,8
A,238100,0,inner_train,11,44,2302,8
A,238683,0,inner_train,5,20,2302,8
A,239235,0,inner_train,16,64,2302,8
A,239572,0,inner_train,10,40,2302,8
A,240915,0,inner_train,9,36,2302,8
A,241638,0,inner_train,7,28,2302,8
A,243338,0,inner_train,27,108,2302,8
A,244180,0,inner_train,22,88,2302,8
A,244623,0,inner_train,29,116,2302,8
A,245322,0,inner_train,7,28,2302,8
A,247382,0,inner_train,22,88,2302,8
A,248837,0,inner_train,14,56,2302,8
A,24xayGF5yYA,0,inner_train,35,140,2302,8
A,250430,0,inner_train,13,52,2302,8
A,251417,0,inner_train,8,32,2302,8
A,251839,0,inner_train,18,72,2302,8
A,252177,0,inner_train,11,44,2302,8
A,25271,0,inner_train,13,52,2302,8
A,254298,0,inner_train,16,64,2302,8
A,255226,0,inner_train,16,64,2302,8
A,256935,0,inner_train,22,88,2302,8
A,256976,0,inner_train,15,60,2302,8
A,257771,0,inner_train,16,64,2302,8
A,261267,0,inner_train,20,80,2302,8
A,261902,0,inner_train,32,128,2302,8
A,262226,0,inner_train,21,84,2302,8
A,264418,0,inner_train,16,64,2302,8
A,265959,0,inner_train,17,68,2302,8
A,266366,0,inner_train,19,76,2302,8
A,266396,0,inner_train,98,392,2302,8
A,267255,0,inner_train,20,80,2302,8
A,267278,0,inner_train,24,96,2302,8
A,267799,0,inner_train,20,80,2302,8
A,268836,0,inner_train,40,160,2302,8
A,270416,0,inner_train,14,56,2302,8
A,270444,0,inner_train,9,36,2302,8
A,270628,0,inner_train,36,144,2302,8
A,272375,0,inner_train,20,80,2302,8
A,273171,0,inner_train,17,68,2302,8
A,273237,0,inner_train,27,108,2302,8
A,274219,0,inner_train,12,48,2302,8
A,276217,0,inner_train,42,168,2302,8
A,27798,0,inner_train,15,60,2302,8
A,278474,0,inner_train,10,40,2302,8
A,283495,0,inner_train,8,32,2302,8
A,291121,0,inner_train,13,52,2302,8
A,298736,0,inner_train,34,136,2302,8
A,298774,0,inner_train,19,76,2302,8
A,2HP4KedfmSc,0,inner_train,10,40,2302,8
A,2JY5HXBWO84,0,inner_train,8,32,2302,8
A,2LpVvLemgvw,0,inner_train,10,40,2302,8
A,2PgJok07td4,0,inner_train,1,4,2302,8
A,2RC_DXV_dPQ,0,inner_train,3,12,2302,8
A,2RDubrUjI-k,0,inner_train,4,16,2302,8
A,2Vtv2gPzM7w,0,inner_train,2,8,2302,8
A,2Wo-0trLBjU,0,inner_train,6,24,2302,8
A,2YwgSmmLibs,0,inner_train,5,20,2302,8
A,2ahFSMFvs_c,0,inner_train,9,36,2302,8
A,2cwNG0YuwtQ,0,inner_train,11,44,2302,8
A,2w7rpDe-HoA,0,inner_train,5,20,2302,8
A,30162,0,inner_train,12,48,2302,8
A,30763,0,inner_train,17,68,2302,8
A,31197,0,inner_train,5,20,2302,8
A,31tcuDMQ_H8,0,inner_train,9,36,2302,8
A,327283,0,inner_train,18,72,2302,8
A,33312,0,inner_train,15,60,2302,8
A,34346,0,inner_train,21,84,2302,8
A,367506,0,inner_train,17,68,2302,8
A,367576,0,inner_train,17,68,2302,8
A,37117,0,inner_train,13,52,2302,8
A,37459,0,inner_train,8,32,2302,8
A,39lcRCFvV-s,0,inner_train,45,180,2302,8
A,3DOrdP4H8SA,0,inner_train,12,48,2302,8
A,3FpmKxZgihw,0,inner_train,9,36,2302,8
A,3QcqpwQiiLs,0,inner_train,3,12,2302,8
A,3VsrcbjPwZY,0,inner_train,4,16,2302,8
A,3ZmLhK_YHl8,0,inner_train,4,16,2302,8
A,3aD0xAgxxyw,0,inner_train,7,28,2302,8
A,3fhCxePBuZY,0,inner_train,15,60,2302,8
A,3gA34VxBijI,0,inner_train,2,8,2302,8
A,3ocpWAmSNUE,0,inner_train,4,16,2302,8
A,3sDL7mwosP0,0,inner_train,2,8,2302,8
A,3u_Joh0WJdw,0,inner_train,1,4,2302,8
A,3w9I5SBhHNc,0,inner_train,4,16,2302,8
A,3y2YInNUmHY,0,inner_train,4,16,2302,8
A,40260,0,inner_train,28,112,2302,8
A,41692,0,inner_train,9,36,2302,8
A,424vOT3Nnyk,0,inner_train,5,20,2302,8
A,44780,0,inner_train,10,40,2302,8
A,44MVdpDEQJs,0,inner_train,4,16,2302,8
A,45186,0,inner_train,15,60,2302,8
A,45676,0,inner_train,9,36,2302,8
A,46497,0,inner_train,5,20,2302,8
A,46604,0,inner_train,9,36,2302,8
A,47472,0,inner_train,16,64,2302,8
A,48nifdN2vSI,0,inner_train,1,4,2302,8
A,48u68AzcWvE,0,inner_train,1,4,2302,8
A,4BoE-woHtwA,0,inner_train,11,44,2302,8
A,4EEru3cZwXo,0,inner_train,4,16,2302,8
A,4GYfmpEEtl4,0,inner_train,6,24,2302,8
A,4HAC00EAdno,0,inner_train,10,40,2302,8
A,4HazSkYihtw,0,inner_train,1,4,2302,8
A,4Q7OkrJLzAc,0,inner_train,5,20,2302,8
A,4WTVL5bNybU,0,inner_train,3,12,2302,8
A,4Yxe1_ohz7Y,0,inner_train,1,4,2302,8
A,4hEWns7JBg0,0,inner_train,26,104,2302,8
A,4iG0ffmnCOw,0,inner_train,11,44,2302,8
A,4jTUcNlxlYA,0,inner_train,9,36,2302,8
A,4kF0U8kIMp4,0,inner_train,7,28,2302,8
A,4lKz4xyCmkk,0,inner_train,12,48,2302,8
A,4lro65JwQdc,0,inner_train,2,8,2302,8
A,4oeKDFIaL7o,0,inner_train,4,16,2302,8
A,4poXF3xo6Z8,0,inner_train,13,52,2302,8
A,4qoB5a6dR3w,0,inner_train,4,16,2302,8
A,4wdeBJ39Cuw,0,inner_train,5,20,2302,8
A,4wuug3-5cWo,0,inner_train,13,52,2302,8
A,50453,0,inner_train,13,52,2302,8
A,51224,0,inner_train,10,40,2302,8
A,53742,0,inner_train,12,48,2302,8
A,54CM1_GA-uw,0,inner_train,2,8,2302,8
A,55T4QNcdpOk,0,inner_train,3,12,2302,8
A,56276,0,inner_train,16,64,2302,8
A,59333,0,inner_train,20,80,2302,8
A,5FbzKjx3Lho,0,inner_train,3,12,2302,8
A,5HjbZAbB-Lg,0,inner_train,3,12,2302,8
A,5OLO6zEbrVw,0,inner_train,4,16,2302,8
A,5PqwxUYIe3c,0,inner_train,4,16,2302,8
A,5VKMctXBN9M,0,inner_train,4,16,2302,8
A,5XX0csik6VQ,0,inner_train,5,20,2302,8
A,5qxZFmIaynE,0,inner_train,21,84,2302,8
A,5sDBK-lP8Pg,0,inner_train,2,8,2302,8
A,6-0bcijTR8k,0,inner_train,1,4,2302,8
A,60037,0,inner_train,17,68,2302,8
A,65kkuNV921k,0,inner_train,16,64,2302,8
A,663uRzFOfrg,0,inner_train,2,8,2302,8
A,6MYUY5tC2Us,0,inner_train,7,28,2302,8
A,6T1GHj7qwYs,0,inner_train,3,12,2302,8
A,6_k3cw9_k-Y,0,inner_train,1,4,2302,8
A,6aoTjlvo0js,0,inner_train,4,16,2302,8
A,6ng8CZ0ULK4,0,inner_train,12,48,2302,8
A,6qPjYvdZiLA,0,inner_train,1,4,2302,8
A,6slq62RwH3Q,0,inner_train,11,44,2302,8
A,6xvVFYR5di0,0,inner_train,8,32,2302,8
A,6zjv1TLqfF0,0,inner_train,12,48,2302,8
A,70420,0,inner_train,19,76,2302,8
A,72385,0,inner_train,24,96,2302,8
A,73449,0,inner_train,15,60,2302,8
A,74101,0,inner_train,9,36,2302,8
A,76sN4tvbPGk,0,inner_train,5,20,2302,8
A,78577,0,inner_train,14,56,2302,8
A,79644,0,inner_train,6,24,2302,8
A,79935,0,inner_train,20,80,2302,8
A,7R70kKqtGh0,0,inner_train,3,12,2302,8
A,7UlSX-syPeo,0,inner_train,21,84,2302,8
A,7eJqqvvziQo,0,inner_train,8,32,2302,8
A,7ifnoHhrMtA,0,inner_train,7,28,2302,8
A,7pZPQbMKGkY,0,inner_train,7,28,2302,8
A,7sgAWvbLtiM,0,inner_train,8,32,2302,8
A,7wiaDbpiAQ8,0,inner_train,1,4,2302,8
A,8-Hi9NmF4rM,0,inner_train,2,8,2302,8
A,80620,0,inner_train,11,44,2302,8
A,80914,0,inner_train,9,36,2302,8
A,81406,0,inner_train,8,32,2302,8
A,81615,0,inner_train,8,32,2302,8
A,83310,0,inner_train,3,12,2302,8
A,8404,0,inner_train,14,56,2302,8
A,84176,0,inner_train,11,44,2302,8
A,87400,0,inner_train,18,72,2302,8
A,87MsiC3E2-w,0,inner_train,1,4,2302,8
A,88797,0,inner_train,14,56,2302,8
A,89787,0,inner_train,21,84,2302,8
A,89951,0,inner_train,16,64,2302,8
A,8Lmqsakmw3M,0,inner_train,11,44,2302,8
A,8M0AlvtMrv8,0,inner_train,3,12,2302,8
A,8P0zm2oYDyY,0,inner_train,5,20,2302,8
A,8UH0aPUf7sQ,0,inner_train,1,4,2302,8
A,8VB6pdJTpX4,0,inner_train,2,8,2302,8
A,8X5tGQLBqPo,0,inner_train,12,48,2302,8
A,8ovb-GaZ3QE,0,inner_train,7,28,2302,8
A,8qCNtqjygW8,0,inner_train,13,52,2302,8
A,8u5aet7s9_w,0,inner_train,10,40,2302,8
A,8xfW_azeNPk,0,inner_train,16,64,2302,8
A,9-K1CXCXui4,0,inner_train,17,68,2302,8
A,91276,0,inner_train,13,52,2302,8
A,92tWNUhG9DY,0,inner_train,7,28,2302,8
A,94ULum9MYX0,0,inner_train,5,20,2302,8
A,96194,0,inner_train,15,60,2302,8
A,96361,0,inner_train,18,72,2302,8
A,97992,0,inner_train,11,44,2302,8
A,9JqwFRCTKOM,0,inner_train,1,4,2302,8
A,9Jyr5laC8mg,0,inner_train,1,4,2302,8
A,9K5mYSaoBL4,0,inner_train,8,32,2302,8
A,9bAgEmihzLs,0,inner_train,4,16,2302,8
A,9cxlcpbmrH0,0,inner_train,12,48,2302,8
A,9dFEGb_RfwE,0,inner_train,1,4,2302,8
A,9pdyTplXwM4,0,inner_train,7,28,2302,8
A,9sAoeFTKILY,0,inner_train,1,4,2302,8
A,9tX18DNC74w,0,inner_train,5,20,2302,8
A,9zBj8VkRBpE,0,inner_train,5,20,2302,8
A,A4dzxgHDhF0,0,inner_train,1,4,2302,8
A,A6R6J8SJtBc,0,inner_train,3,12,2302,8
A,A8c7q_P4jQg,0,inner_train,3,12,2302,8
A,A8plGi4rbxM,0,inner_train,6,24,2302,8
A,ABSC1JNdpTw,0,inner_train,5,20,2302,8
A,ACOlIiRdDyE,0,inner_train,1,4,2302,8
A,AGFgaKPzjMQ,0,inner_train,7,28,2302,8
A,AHU3PUztC_M,0,inner_train,1,4,2302,8
A,APYv5s4ucd0,0,inner_train,3,12,2302,8
A,ATfnMuJJDkk,0,inner_train,9,36,2302,8
A,AepwIhSbAws,0,inner_train,5,20,2302,8
A,AggyS1coOb8,0,inner_train,3,12,2302,8
A,AlmUwZgY6bs,0,inner_train,2,8,2302,8
A,AsrhHuCfvF4,0,inner_train,3,12,2302,8
A,AuPCZlKBzq8,0,inner_train,5,20,2302,8
A,Az3e1Opu0LE,0,inner_train,7,28,2302,8
A,B1PzCwfgXyU,0,inner_train,2,8,2302,8
A,BAi3ZJo5Vwg,0,inner_train,5,20,2302,8
A,BBoe8-HWPSw,0,inner_train,8,32,2302,8
A,BDCFV4EqHjY,0,inner_train,2,8,2302,8
A,BXqnWuDA3H4,0,inner_train,3,12,2302,8
A,Bf5owLv3X98,0,inner_train,5,20,2302,8
A,Bg-PA5KTjNs,0,inner_train,10,40,2302,8
A,BmDybDBTe7o,0,inner_train,6,24,2302,8
A,BuPhjBayua8,0,inner_train,4,16,2302,8
A,C-UUQju3bXo,0,inner_train,2,8,2302,8
A,C03473pYcRM,0,inner_train,10,40,2302,8
A,C8Fhlk-eczU,0,inner_train,4,16,2302,8
A,CBYQDIqucxE,0,inner_train,2,8,2302,8
A,CHh6hWo1AFE,0,inner_train,8,32,2302,8
A,CL4hDu95Eqw,0,inner_train,6,24,2302,8
A,CLkTjujFVKU,0,inner_train,6,24,2302,8
A,CZVmxwrWv34,0,inner_train,4,16,2302,8
A,Cb8ay6WtJuM,0,inner_train,10,40,2302,8
A,Ceu9AkIjuLY,0,inner_train,10,40,2302,8
A,Cj7R36s4dbM,0,inner_train,8,32,2302,8
A,CuF-UOcAFG8,0,inner_train,3,12,2302,8
A,CvW0Mh1EWFA,0,inner_train,8,32,2302,8
A,CzstrpOTtgo,0,inner_train,6,24,2302,8
A,D1I-Z8jaby8,0,inner_train,2,8,2302,8
A,D5cQWqYcBAE,0,inner_train,3,12,2302,8
A,DGeBPk1op3E,0,inner_train,8,32,2302,8
A,DQ7QKE3hzVg,0,inner_train,3,12,2302,8
A,DR9Hhpy8aA8,0,inner_train,3,12,2302,8
A,DVvJoMt9o80,0,inner_train,2,8,2302,8
A,DZBpdzrMelA,0,inner_train,3,12,2302,8
A,DZIFCYOhosQ,0,inner_train,10,40,2302,8
A,DatH-ra0VKY,0,inner_train,10,40,2302,8
A,DbAppk7xT0Y,0,inner_train,7,28,2302,8
A,DhXBaBOB4E8,0,inner_train,1,4,2302,8
A,Dnhxm6sHQpc,0,inner_train,5,20,2302,8
A,Dq7V30WhOJQ,0,inner_train,2,8,2302,8
A,Drhrzj1yhVs,0,inner_train,4,16,2302,8
A,Dws8ZrzF7xQ,0,inner_train,6,24,2302,8
A,E05bA058vts,0,inner_train,1,4,2302,8
A,E0g6nae4Ae4,0,inner_train,31,124,2302,8
A,EK2bnbzmJs4,0,inner_train,2,8,2302,8
A,ELtbrO8FbuI,0,inner_train,1,4,2302,8
A,E_ocLuUw-1I,0,inner_train,5,20,2302,8
A,F2M7WbPXRps,0,inner_train,4,16,2302,8
A,F59hwsm4Ld0,0,inner_train,46,184,2302,8
A,F6Ci45lP5aA,0,inner_train,3,12,2302,8
A,F8KE2ZhoUe4,0,inner_train,14,56,2302,8
A,F9NruwaEmA8,0,inner_train,2,8,2302,8
A,FJgO-FICHlA,0,inner_train,2,8,2302,8
A,FMif4HMBZjo,0,inner_train,1,4,2302,8
A,FNbULlE9RKg,0,inner_train,4,16,2302,8
A,FR0B64ID-hA,0,inner_train,2,8,2302,8
A,FRKwvmrwrZA,0,inner_train,12,48,2302,8
A,FSGL5K2EEdo,0,inner_train,2,8,2302,8
A,FWBCTZiijEM,0,inner_train,3,12,2302,8
A,FX87sfrE47w,0,inner_train,3,12,2302,8
A,FaHosBIr0xY,0,inner_train,3,12,2302,8
A,FcAgbLF6__s,0,inner_train,1,4,2302,8
A,FfavRdRKsAQ,0,inner_train,10,40,2302,8
A,FmE9BtTmxnE,0,inner_train,1,4,2302,8
A,FmIS69vB12I,0,inner_train,12,48,2302,8
A,FphtHpVV-7w,0,inner_train,4,16,2302,8
A,FvoZgWvc3gc,0,inner_train,5,20,2302,8
A,G38DwNDQ8Cc,0,inner_train,20,80,2302,8
A,G8aL3bM39co,0,inner_train,6,24,2302,8
A,GAY5ICoVnA8,0,inner_train,10,40,2302,8
A,GCOFujDHDx0,0,inner_train,7,28,2302,8
A,GICVzJMDfv0,0,inner_train,2,8,2302,8
A,GJyzeK-Cn-0,0,inner_train,1,4,2302,8
A,GMHW6XEO1ms,0,inner_train,5,20,2302,8
A,GMjQUrlMa50,0,inner_train,4,16,2302,8
A,GRFXnnrQaB4,0,inner_train,6,24,2302,8
A,GSnt_fW8qjI,0,inner_train,7,28,2302,8
A,GTGtVdAuyRc,0,inner_train,9,36,2302,8
A,Gbg8qiKQkhM,0,inner_train,1,4,2302,8
A,GdFP_p4eQX0,0,inner_train,5,20,2302,8
A,GeSTiDe1hG0,0,inner_train,1,4,2302,8
A,Gljee9uq_Rc,0,inner_train,14,56,2302,8
A,Gmhi58erY6k,0,inner_train,7,28,2302,8
A,Gvg_80PlAAs,0,inner_train,1,4,2302,8
A,GxcOSmJAyYQ,0,inner_train,3,12,2302,8
A,H-AJ-grXvgQ,0,inner_train,4,16,2302,8
A,H9zVQlzit8Y,0,inner_train,1,4,2302,8
A,HAid0IEUoFQ,0,inner_train,3,12,2302,8
A,HByf7qiO-Kg,0,inner_train,12,48,2302,8
A,HD17J-FvROQ,0,inner_train,3,12,2302,8
A,HObh42PhOfw,0,inner_train,4,16,2302,8
A,HQ9NnDQcxD4,0,inner_train,2,8,2302,8
A,HUH9BXVmAig,0,inner_train,2,8,2302,8
A,HUOMbK1x7MI,0,inner_train,11,44,2302,8
A,HWLpH3NMtFs,0,inner_train,3,12,2302,8
A,HXuRR2eBHHQ,0,inner_train,4,16,2302,8
A,HqtvFTa29L8,0,inner_train,1,4,2302,8
A,HxyfY7hsjOg,0,inner_train,5,20,2302,8
A,I--8nRKCkJI,0,inner_train,8,32,2302,8
A,I3SPlbTGuNc,0,inner_train,16,64,2302,8
A,I5cS_TlV5B8,0,inner_train,6,24,2302,8
A,IAmZ5iWHxw4,0,inner_train,3,12,2302,8
A,IAubgwEiCcY,0,inner_train,6,24,2302,8
A,ICeSewdyf34,0,inner_train,5,20,2302,8
A,IDVbPEket6U,0,inner_train,3,12,2302,8
A,IKXWSNf4m2k,0,inner_train,2,8,2302,8
A,I_r2CP56toU,0,inner_train,1,4,2302,8
A,IiX1k0oYW_w,0,inner_train,2,8,2302,8
A,IkvL4IAiZog,0,inner_train,2,8,2302,8
A,J6zbBfzW7a0,0,inner_train,2,8,2302,8
A,J7UduuBfnrE,0,inner_train,9,36,2302,8
A,JAbFsRxxnFo,0,inner_train,4,16,2302,8
A,JF-5nlUNx_g,0,inner_train,23,92,2302,8
A,JGEEA_JVriE,0,inner_train,1,4,2302,8
A,JLqBVj6f5gI,0,inner_train,15,60,2302,8
A,JMb18N7lQ0A,0,inner_train,2,8,2302,8
A,JSlTJsUulH0,0,inner_train,2,8,2302,8
A,JW3OfSCZlhc,0,inner_train,3,12,2302,8
A,JYdfUNjyYxo,0,inner_train,3,12,2302,8
A,Ja7phs8EbWk,0,inner_train,10,40,2302,8
A,JcmqmLaL_MQ,0,inner_train,1,4,2302,8
A,Jh1uDYOJMwk,0,inner_train,3,12,2302,8
A,JvLMNXW7B10,0,inner_train,2,8,2302,8
A,JvgofTcCSEc,0,inner_train,7,28,2302,8
A,JzydLJw6y6o,0,inner_train,13,52,2302,8
A,K7FiMf-Dmwo,0,inner_train,2,8,2302,8
A,K9faaGel838,0,inner_train,4,16,2302,8
A,KD0w4BrNXQg,0,inner_train,6,24,2302,8
A,KLy4aBLqwCk,0,inner_train,9,36,2302,8
A,Kep_mLLXsqk,0,inner_train,4,16,2302,8
A,KmYG8zaRmOA,0,inner_train,2,8,2302,8
A,L0WUuWYNeCo,0,inner_train,31,124,2302,8
A,L6pg3DQKoH4,0,inner_train,9,36,2302,8
A,L8VjQM9HQfs,0,inner_train,4,16,2302,8
A,LKAEv8x9jKI,0,inner_train,3,12,2302,8
A,LL02UFLfQKo,0,inner_train,1,4,2302,8
A,LQnXVd-PR_Y,0,inner_train,2,8,2302,8
A,LUKIYWa0UGA,0,inner_train,7,28,2302,8
A,LUf9vbe0TcQ,0,inner_train,4,16,2302,8
A,LZl9Sj1safM,0,inner_train,6,24,2302,8
A,L_XttWZBKss,0,inner_train,2,8,2302,8
A,LityRNuQihc,0,inner_train,7,28,2302,8
A,LpbSYaPRTqI,0,inner_train,6,24,2302,8
A,MCRCXXPqFOI,0,inner_train,10,40,2302,8
A,MFXQH7ZlBJI,0,inner_train,1,4,2302,8
A,MOfEl_1dh-g,0,inner_train,6,24,2302,8
A,MPRqaQqrd9Y,0,inner_train,3,12,2302,8
A,MRU65o1odI4,0,inner_train,5,20,2302,8
A,MTU_thei3-c,0,inner_train,3,12,2302,8
A,MmJD4KBT0nk,0,inner_train,5,20,2302,8
A,MpuWcGn2Lcg,0,inner_train,5,20,2302,8
A,MroQfGehC84,0,inner_train,11,44,2302,8
A,MyDLelMxt-A,0,inner_train,2,8,2302,8
A,N3vSaV8Ztrg,0,inner_train,2,8,2302,8
A,N4WOBzpZtWM,0,inner_train,4,16,2302,8
A,N7IerkWUClI,0,inner_train,2,8,2302,8
A,NG7QLq4XlWo,0,inner_train,16,64,2302,8
A,NOl0v54DaXo,0,inner_train,12,48,2302,8
A,NYuY6HVjMZQ,0,inner_train,3,12,2302,8
A,N_dNuV-4iAo,0,inner_train,3,12,2302,8
A,Na6170hd8po,0,inner_train,5,20,2302,8
A,NkbRuTJaj_M,0,inner_train,2,8,2302,8
A,Nmd50Uzyybs,0,inner_train,2,8,2302,8
A,OAV6KKf60bQ,0,inner_train,12,48,2302,8
A,OEOkmrKvTUo,0,inner_train,4,16,2302,8
A,OKSx1zxHGpQ,0,inner_train,28,112,2302,8
A,OPXmk49KyiU,0,inner_train,2,8,2302,8
A,OUjzDchhkIA,0,inner_train,6,24,2302,8
A,OcqJx_cRc3Y,0,inner_train,2,8,2302,8
A,OiMkqEH5WeE,0,inner_train,4,16,2302,8
A,Oj3XwBBrzXc,0,inner_train,2,8,2302,8
A,Op3CnqRLD9w,0,inner_train,6,24,2302,8
A,OxyQSJMvWBo,0,inner_train,14,56,2302,8
A,P0WaXnH37uI,0,inner_train,6,24,2302,8
A,P3QEOJWxXI8,0,inner_train,6,24,2302,8
A,P4qxfjZlIrY,0,inner_train,5,20,2302,8
A,PHJ8eybXJdw,0,inner_train,6,24,2302,8
A,PJlDO21zl88,0,inner_train,1,4,2302,8
A,PMH4mdJeojE,0,inner_train,3,12,2302,8
A,PQYmOknHA4c,0,inner_train,12,48,2302,8
A,PRZ4VhESz1A,0,inner_train,8,32,2302,8
A,PUIsiLk8etk,0,inner_train,8,32,2302,8
A,PmemTgQHagk,0,inner_train,8,32,2302,8
A,PoKZEKOf1dA,0,inner_train,7,28,2302,8
A,PohW-isYMK0,0,inner_train,19,76,2302,8
A,PtH_8O__EAY,0,inner_train,1,4,2302,8
A,PybuzkS31J4,0,inner_train,5,20,2302,8
A,Q2uHXKA8cq8,0,inner_train,6,24,2302,8
A,Q5YU2sLKVL4,0,inner_train,2,8,2302,8
A,Q5uYByRyswI,0,inner_train,3,12,2302,8
A,QDRtKv8PvFs,0,inner_train,5,20,2302,8
A,QE0pAVSPsKQ,0,inner_train,13,52,2302,8
