direction,video_id,expert_fold,role,sample_count,meta_row_count,inner_split_seed,inner_split_modulo
B,257045,1,inner_train,14,56,2302,8
B,257531,1,inner_train,19,76,2302,8
B,259260,1,inner_train,40,160,2302,8
B,25t8nrkUfRY,1,inner_train,2,8,2302,8
B,261326,1,inner_train,4,16,2302,8
B,261900,1,inner_train,45,180,2302,8
B,262165,1,inner_train,27,108,2302,8
B,264446,1,inner_train,50,200,2302,8
B,266852,1,inner_train,28,112,2302,8
B,267252,1,inner_train,19,76,2302,8
B,270665,1,inner_train,34,136,2302,8
B,270956,1,inner_train,18,72,2302,8
B,271366,1,inner_train,47,188,2302,8
B,271594,1,inner_train,42,168,2302,8
B,271598,1,inner_train,35,140,2302,8
B,273531,1,inner_train,22,88,2302,8
B,275248,1,inner_train,1,4,2302,8
B,275620,1,inner_train,25,100,2302,8
B,277991,1,inner_train,8,32,2302,8
B,27ubp7CLLKQ,1,inner_train,6,24,2302,8
B,282560,1,inner_train,20,80,2302,8
B,282586,1,inner_train,29,116,2302,8
B,284673,1,inner_train,19,76,2302,8
B,288766,1,inner_train,24,96,2302,8
B,290088,1,inner_train,13,52,2302,8
B,29044,1,inner_train,16,64,2302,8
B,292277,1,inner_train,11,44,2302,8
B,295793,1,inner_train,18,72,2302,8
B,2HmBM3GGTlg,1,inner_train,11,44,2302,8
B,2QOf2wSu0j0,1,inner_train,2,8,2302,8
B,2c2fhh_Dsoo,1,inner_train,4,16,2302,8
B,2c6Gb73nx4E,1,inner_train,3,12,2302,8
B,2f6ZHqJ76EU,1,inner_train,8,32,2302,8
B,2iukwQJjGHE,1,inner_train,1,4,2302,8
B,2mWPHvbKzL8,1,inner_train,15,60,2302,8
B,2qKajMu7Vhc,1,inner_train,5,20,2302,8
B,32j1yMF37hA,1,inner_train,3,12,2302,8
B,34-ogj6rh6w,1,inner_train,9,36,2302,8
B,36098,1,inner_train,11,44,2302,8
B,36o2cux9kfQ,1,inner_train,2,8,2302,8
B,38019,1,inner_train,12,48,2302,8
B,38374,1,inner_train,10,40,2302,8
B,3B1zIUj-k3o,1,inner_train,7,28,2302,8
B,3DgOMTs3A1E,1,inner_train,29,116,2302,8
B,3HRnhUin-5g,1,inner_train,7,28,2302,8
B,3OuNMjZo5wg,1,inner_train,3,12,2302,8
B,3Wi0if_L6Ug,1,inner_train,12,48,2302,8
B,3aIQUQgawaI,1,inner_train,8,32,2302,8
B,3f6xCzKx9CA,1,inner_train,4,16,2302,8
B,3kNPvhdF1NA,1,inner_train,2,8,2302,8
B,3lkn8MS3n8Q,1,inner_train,16,64,2302,8
B,3oHPsYc8bmw,1,inner_train,3,12,2302,8
B,3paDwuRQP1w,1,inner_train,4,16,2302,8
B,3sUS8vXbRwg,1,inner_train,5,20,2302,8
B,40181,1,inner_train,23,92,2302,8
B,43371,1,inner_train,11,44,2302,8
B,43456,1,inner_train,11,44,2302,8
B,45175,1,inner_train,10,40,2302,8
B,45c3QQzGakM,1,inner_train,2,8,2302,8
B,46618,1,inner_train,9,36,2302,8
B,48BD8qjClfE,1,inner_train,1,4,2302,8
B,49358,1,inner_train,14,56,2302,8
B,4AQC7_uCuEE,1,inner_train,22,88,2302,8
B,4CKhrjuuofk,1,inner_train,9,36,2302,8
B,4Fw9TbWIVJI,1,inner_train,1,4,2302,8
B,4H9RfQuqsvg,1,inner_train,5,20,2302,8
B,4Kh5N9W-Jr4,1,inner_train,11,44,2302,8
B,4Q95Lg3Icho,1,inner_train,25,100,2302,8
B,4Ry6M_ZfJQc,1,inner_train,2,8,2302,8
B,4VA4kqMnEqA,1,inner_train,9,36,2302,8
B,4Vl6AeEkAg4,1,inner_train,2,8,2302,8
B,4Z47qIrVil4,1,inner_train,2,8,2302,8
B,4ZhIx2ozUIE,1,inner_train,4,16,2302,8
B,4iw1jTY-X3A,1,inner_train,10,40,2302,8
B,4qVvLLFEYnk,1,inner_train,1,4,2302,8
B,4qjz4BQCZyM,1,inner_train,2,8,2302,8
B,52839,1,inner_train,14,56,2302,8
B,55156,1,inner_train,13,52,2302,8
B,5F-KEGK9eXo,1,inner_train,2,8,2302,8
B,5Fs_7A_V2kA,1,inner_train,5,20,2302,8
B,5IhAgV0Bf_4,1,inner_train,3,12,2302,8
B,5OXuBO5buF8,1,inner_train,3,12,2302,8
B,5QXHyL3BMto,1,inner_train,2,8,2302,8
B,5R5fDxZUL8M,1,inner_train,8,32,2302,8
B,5RVF_3YBUVI,1,inner_train,1,4,2302,8
B,5Tqu1IXJjGY,1,inner_train,5,20,2302,8
B,5YnYGjrhzF4,1,inner_train,10,40,2302,8
B,5eA5HpyFsIk,1,inner_train,2,8,2302,8
B,5oEuiBPUTYc,1,inner_train,6,24,2302,8
B,5tV5rZZJDCE,1,inner_train,5,20,2302,8
B,5wpCKY2U1NE,1,inner_train,8,32,2302,8
B,60Qw70Rd9Yg,1,inner_train,3,12,2302,8
B,69707,1,inner_train,8,32,2302,8
B,6E-yr6nPxGA,1,inner_train,4,16,2302,8
B,6G8JJ69aN6o,1,inner_train,7,28,2302,8
B,6IUj6jyoTl0,1,inner_train,3,12,2302,8
B,6J_yzh1LNAE,1,inner_train,2,8,2302,8
B,6MloL1gIccs,1,inner_train,11,44,2302,8
B,6PLlauWxF5E,1,inner_train,2,8,2302,8
B,6TDXQtGUNEs,1,inner_train,12,48,2302,8
B,6TKaGMkO69E,1,inner_train,3,12,2302,8
B,6UV6ktwbLoo,1,inner_train,4,16,2302,8
B,6Vg10LxmWUY,1,inner_train,5,20,2302,8
B,6WDchK7TuL8,1,inner_train,3,12,2302,8
B,6YNAmRjpxlA,1,inner_train,4,16,2302,8
B,6c7vAwDSVGc,1,inner_train,2,8,2302,8
B,6q5uKCgairk,1,inner_train,14,56,2302,8
B,6qmReTSoz0E,1,inner_train,1,4,2302,8
B,6rkV4QRcVnk,1,inner_train,7,28,2302,8
B,6vbd4o5rIjM,1,inner_train,7,28,2302,8
B,70710,1,inner_train,4,16,2302,8
B,708sewcSXVY,1,inner_train,3,12,2302,8
B,72017,1,inner_train,14,56,2302,8
B,73447,1,inner_train,18,72,2302,8
B,74184,1,inner_train,13,52,2302,8
B,75938,1,inner_train,10,40,2302,8
B,76124,1,inner_train,11,44,2302,8
B,79934,1,inner_train,7,28,2302,8
B,7CLe7PZtna4,1,inner_train,2,8,2302,8
B,7U_z0JfleAw,1,inner_train,5,20,2302,8
B,7Vp6Lvin1rA,1,inner_train,5,20,2302,8
B,7eWclVCXOtk,1,inner_train,8,32,2302,8
B,7fPYpqzw1iY,1,inner_train,2,8,2302,8
B,7hSWYI99-24,1,inner_train,5,20,2302,8
B,7oFimEZJQ_A,1,inner_train,4,16,2302,8
B,7rMLN0KKE5k,1,inner_train,29,116,2302,8
B,7vJy1zbopJ8,1,inner_train,1,4,2302,8
B,7xiu1tAJ2d8,1,inner_train,12,48,2302,8
B,80627,1,inner_train,14,56,2302,8
B,80866,1,inner_train,17,68,2302,8
B,81538,1,inner_train,12,48,2302,8
B,81668,1,inner_train,9,36,2302,8
B,83859,1,inner_train,38,152,2302,8
B,83_N43pvgHI,1,inner_train,2,8,2302,8
B,84133,1,inner_train,24,96,2302,8
B,856LGms_0s0,1,inner_train,3,12,2302,8
B,87161,1,inner_train,15,60,2302,8
B,88119,1,inner_train,7,28,2302,8
B,88888,1,inner_train,11,44,2302,8
B,88S1BjwMfdw,1,inner_train,5,20,2302,8
B,88oSn21TFcA,1,inner_train,7,28,2302,8
B,8Cp8c-eQELQ,1,inner_train,13,52,2302,8
B,8EHEEXex5D8,1,inner_train,13,52,2302,8
B,8VP1qxX9mh4,1,inner_train,2,8,2302,8
B,8XODJwsvBa0,1,inner_train,1,4,2302,8
B,8aZbX-xMdgI,1,inner_train,1,4,2302,8
B,8f_lBxZgDb0,1,inner_train,2,8,2302,8
B,8wdxczYf1jI,1,inner_train,2,8,2302,8
B,8x81fzwcJko,1,inner_train,3,12,2302,8
B,9-EO2oCAGA4,1,inner_train,13,52,2302,8
B,90172,1,inner_train,15,60,2302,8
B,90wZz0thye4,1,inner_train,10,40,2302,8
B,91y7nPEWdmQ,1,inner_train,1,4,2302,8
B,92221,1,inner_train,19,76,2302,8
B,92331,1,inner_train,26,104,2302,8
B,92521,1,inner_train,10,40,2302,8
B,92533,1,inner_train,11,44,2302,8
B,93821,1,inner_train,17,68,2302,8
B,93839,1,inner_train,13,52,2302,8
B,94983,1,inner_train,14,56,2302,8
B,95mDHiLeDCM,1,inner_train,4,16,2302,8
B,96179,1,inner_train,17,68,2302,8
B,96o9hxy64wI,1,inner_train,2,8,2302,8
B,97095,1,inner_train,38,152,2302,8
B,98442,1,inner_train,11,44,2302,8
B,984VkHzXl8w,1,inner_train,6,24,2302,8
B,9BceQC_SdTM,1,inner_train,3,12,2302,8
B,9K4aWWoXuyU,1,inner_train,2,8,2302,8
B,9Nhoi1jfDbY,1,inner_train,3,12,2302,8
B,9Un1O2ypJmI,1,inner_train,4,16,2302,8
B,9VZ4cpoTFbo,1,inner_train,4,16,2302,8
B,9cSJglGi9Pg,1,inner_train,14,56,2302,8
B,9ceYD_OzPz8,1,inner_train,1,4,2302,8
B,9f6A3ucYArQ,1,inner_train,4,16,2302,8
B,9pzn93kdP_g,1,inner_train,10,40,2302,8
B,A0aE2Gzym-M,1,inner_train,1,4,2302,8
B,A2E78CGi5TU,1,inner_train,9,36,2302,8
B,ADYia28RrFU,1,inner_train,8,32,2302,8
B,AGM-hNupJik,1,inner_train,1,4,2302,8
B,AIPqRuTjI4E,1,inner_train,5,20,2302,8
B,AKofHsmxa1I,1,inner_train,4,16,2302,8
B,ARNWtLCbfW4,1,inner_train,6,24,2302,8
B,AVScVfLgNmw,1,inner_train,7,28,2302,8
B,AjgDuPEp9sI,1,inner_train,2,8,2302,8
B,AmGocfFQfVE,1,inner_train,9,36,2302,8
B,BBSVLGf7zPI,1,inner_train,3,12,2302,8
B,BB_VwJSg3AI,1,inner_train,3,12,2302,8
B,BLFUj7_uy_0,1,inner_train,13,52,2302,8
B,BMhG11CXgww,1,inner_train,5,20,2302,8
B,BNaRO9g8ugQ,1,inner_train,1,4,2302,8
B,BRdw-_dbJXc,1,inner_train,9,36,2302,8
B,BRzjQHYWbSs,1,inner_train,15,60,2302,8
B,BZOB3r5AoKE,1,inner_train,4,16,2302,8
B,BaX10vbFhuU,1,inner_train,3,12,2302,8
B,BdqoZ5qpz0E,1,inner_train,16,64,2302,8
B,BnWvk0YRgE4,1,inner_train,1,4,2302,8
B,BseI8-TYWm8,1,inner_train,4,16,2302,8
B,C2xNDBU2Z0s,1,inner_train,3,12,2302,8
B,C3lDRFu1ZcI,1,inner_train,7,28,2302,8
B,C74-of1rjg4,1,inner_train,2,8,2302,8
B,CE9yV4SearE,1,inner_train,8,32,2302,8
B,CIqRibqChDQ,1,inner_train,4,16,2302,8
B,CK31s0kfp-k,1,inner_train,6,24,2302,8
B,CQnwOZRgQXs,1,inner_train,2,8,2302,8
B,CT7QOWbhfv4,1,inner_train,1,4,2302,8
B,CVx494kExvc,1,inner_train,13,52,2302,8
B,CXojk-oSaEw,1,inner_train,4,16,2302,8
B,CbQxC1iPyS8,1,inner_train,6,24,2302,8
B,Cd0JH1AreDw,1,inner_train,6,24,2302,8
B,CdB8QBhFccs,1,inner_train,8,32,2302,8
B,CfWxp5bRt2A,1,inner_train,5,20,2302,8
B,CqFt3_uka14,1,inner_train,5,20,2302,8
B,Ctc23Icfzvg,1,inner_train,6,24,2302,8
B,D-DqVICJXBU,1,inner_train,1,4,2302,8
B,D02PT0bl88A,1,inner_train,5,20,2302,8
B,DXQGngge7vU,1,inner_train,6,24,2302,8
B,DaXkixKFEvE,1,inner_train,3,12,2302,8
B,DfTMoqwMHVE,1,inner_train,7,28,2302,8
B,DgO5O-oDeX8,1,inner_train,3,12,2302,8
B,DtwbwyfajnI,1,inner_train,4,16,2302,8
B,E7ZLz3tSwNM,1,inner_train,4,16,2302,8
B,EGA6iulTr00,1,inner_train,4,16,2302,8
B,EHbZ2EeVags,1,inner_train,1,4,2302,8
B,EJT25p7JahU,1,inner_train,5,20,2302,8
B,EO_SN04Xef0,1,inner_train,5,20,2302,8
B,EOkdFMw0pmk,1,inner_train,10,40,2302,8
B,ERnYvxojeu0,1,inner_train,6,24,2302,8
B,EULEL3QhKD0,1,inner_train,4,16,2302,8
B,E_oqbJatW3E,1,inner_train,2,8,2302,8
B,Ea_Huc2-lwo,1,inner_train,3,12,2302,8
B,EiG3r8hAVeY,1,inner_train,8,32,2302,8
B,Emi9cw9xa00,1,inner_train,11,44,2302,8
B,Emjv2cDzW1E,1,inner_train,3,12,2302,8
B,EpadyoYlAjQ,1,inner_train,7,28,2302,8
B,ExDLNkDVsxY,1,inner_train,9,36,2302,8
B,F4OhXQTMOEc,1,inner_train,7,28,2302,8
B,F5SGdvSRJmo,1,inner_train,11,44,2302,8
B,FGnHDWGYsA8,1,inner_train,2,8,2302,8
B,FHlzZ2VxuGQ,1,inner_train,8,32,2302,8
B,FLyWn2DCci4,1,inner_train,3,12,2302,8
B,FMW6diQ9rMo,1,inner_train,8,32,2302,8
B,FOMXt3lStco,1,inner_train,3,12,2302,8
B,FP3o75bpi8k,1,inner_train,3,12,2302,8
B,FX-YgVKC1AI,1,inner_train,3,12,2302,8
B,FdTczBnXtYU,1,inner_train,4,16,2302,8
B,Fmwc7wkIc4Q,1,inner_train,15,60,2302,8
B,FsmNLTdE2p0,1,inner_train,2,8,2302,8
B,FylhSeozvG8,1,inner_train,13,52,2302,8
B,G1Z_JUTgZqo,1,inner_train,3,12,2302,8
B,G3RPgs_7l3U,1,inner_train,3,12,2302,8
B,G4HMKRdIva0,1,inner_train,17,68,2302,8
B,G8p4QMjLUXI,1,inner_train,9,36,2302,8
B,GMnoxaqqReQ,1,inner_train,2,8,2302,8
B,GUffC7vu9zA,1,inner_train,7,28,2302,8
B,G_M3lYn6hAA,1,inner_train,3,12,2302,8
B,GcfETVXgtg0,1,inner_train,4,16,2302,8
B,Gg9ZcRlwnbc,1,inner_train,12,48,2302,8
B,GjCUDqWSI6c,1,inner_train,2,8,2302,8
B,GkoBk5K-FH0,1,inner_train,15,60,2302,8
B,GpRDC-S88dM,1,inner_train,28,112,2302,8
B,GtRxTvuF6J0,1,inner_train,6,24,2302,8
B,Gv0kKbfwPpI,1,inner_train,3,12,2302,8
B,GxWLhv-Vt78,1,inner_train,2,8,2302,8
B,H26MMmrHTlQ,1,inner_train,10,40,2302,8
B,H4w9mU8B3Mc,1,inner_train,4,16,2302,8
B,HIsJqphLCyw,1,inner_train,3,12,2302,8
B,HLFaW4oVP9E,1,inner_train,7,28,2302,8
B,HOCsiS0pmf0,1,inner_train,5,20,2302,8
B,HQ2LwfRcrVc,1,inner_train,8,32,2302,8
B,HS-2vVP95u8,1,inner_train,2,8,2302,8
B,HVksxaUzv9Y,1,inner_train,5,20,2302,8
B,HfLVQZLvcH8,1,inner_train,1,4,2302,8
B,HhpziYYP2Vg,1,inner_train,14,56,2302,8
B,HjLpXXFoAQw,1,inner_train,2,8,2302,8
B,Hkt_kncJGVM,1,inner_train,3,12,2302,8
B,I8MM8y1XVjs,1,inner_train,4,16,2302,8
B,IB0lGIxP8YY,1,inner_train,7,28,2302,8
B,IHv_yBn83P8,1,inner_train,2,8,2302,8
B,IawsOlEKRf0,1,inner_train,9,36,2302,8
B,IgenXuE4qIM,1,inner_train,2,8,2302,8
B,IiGzuoblKSM,1,inner_train,1,4,2302,8
B,It6xg0WcqJ0,1,inner_train,1,4,2302,8
B,ItnyexqXR_U,1,inner_train,3,12,2302,8
B,Itqbc2TBXWY,1,inner_train,26,104,2302,8
B,IwQWibE8EOM,1,inner_train,7,28,2302,8
B,Iz_PDdyXr-8,1,inner_train,5,20,2302,8
B,J3-NEG8uoiE,1,inner_train,15,60,2302,8
B,J3JU1zBQ4RM,1,inner_train,6,24,2302,8
B,JCg26b8EO48,1,inner_train,10,40,2302,8
B,JDgqyOkzXHw,1,inner_train,10,40,2302,8
B,JHW3nD6flgU,1,inner_train,8,32,2302,8
B,JMzilFvwNXE,1,inner_train,3,12,2302,8
B,JP95Fby6qLE,1,inner_train,9,36,2302,8
B,JWG_MUy7EWQ,1,inner_train,3,12,2302,8
B,JX-mwjSw0dk,1,inner_train,4,16,2302,8
B,JY-krIuEUm4,1,inner_train,1,4,2302,8
B,JYsAacFmXEo,1,inner_train,7,28,2302,8
B,J_DtcW86D9c,1,inner_train,5,20,2302,8
B,JdFaSggG58c,1,inner_train,8,32,2302,8
B,Jg2okZn6Ut8,1,inner_train,1,4,2302,8
B,JkHxzOWOLfs,1,inner_train,1,4,2302,8
B,JwzxqrD8tIo,1,inner_train,5,20,2302,8
B,Jz9nlw15QZo,1,inner_train,2,8,2302,8
B,K5cGfs3i-tk,1,inner_train,11,44,2302,8
B,K9-KyChw8RM,1,inner_train,7,28,2302,8
B,K9U2TAF9DDY,1,inner_train,5,20,2302,8
B,KEUVzxC7T3E,1,inner_train,4,16,2302,8
B,KF5wgQPp2yc,1,inner_train,2,8,2302,8
B,KI2sU-mhM44,1,inner_train,9,36,2302,8
B,KJyz9fCt7Is,1,inner_train,4,16,2302,8
B,KPeos6f4HuQ,1,inner_train,7,28,2302,8
B,KQ86HmgwUns,1,inner_train,5,20,2302,8
B,KSyX-lejDcc,1,inner_train,7,28,2302,8
B,KUVGWCTT5DU,1,inner_train,3,12,2302,8
B,K_K3wpxkRc8,1,inner_train,4,16,2302,8
B,KgXuILFtgJQ,1,inner_train,5,20,2302,8
B,Kmtib-wZ0jM,1,inner_train,3,12,2302,8
B,Kpe5fISxRTg,1,inner_train,2,8,2302,8
B,L1gXZVU6AE4,1,inner_train,2,8,2302,8
B,L2uC4_Co9uw,1,inner_train,1,4,2302,8
B,L3b9wwZ8vRQ,1,inner_train,1,4,2302,8
B,L5a2ijeWpUI,1,inner_train,5,20,2302,8
B,LAj3rqJvS3s,1,inner_train,1,4,2302,8
B,LHC7ZKJy4Zw,1,inner_train,4,16,2302,8
B,LX2rT5C3sJs,1,inner_train,2,8,2302,8
B,LppEvM60-xo,1,inner_train,4,16,2302,8
B,Lxs_6Tvq12E,1,inner_train,2,8,2302,8
B,M2Pb2kx77ww,1,inner_train,5,20,2302,8
B,MBDZbACupsc,1,inner_train,9,36,2302,8
B,MFrwi-RibUk,1,inner_train,13,52,2302,8
B,MIuJDn_0yVU,1,inner_train,9,36,2302,8
B,MJnc4GUhUuY,1,inner_train,6,24,2302,8
B,MKShLlJ7X7g,1,inner_train,4,16,2302,8
B,MMaEsDdBsvM,1,inner_train,1,4,2302,8
B,MNXBOeiPhec,1,inner_train,6,24,2302,8
B,MSmTFZ_-THM,1,inner_train,5,20,2302,8
B,MWCNzYUCys0,1,inner_train,3,12,2302,8
B,MbpPBLUjpV4,1,inner_train,12,48,2302,8
B,McnbZjgCPLw,1,inner_train,4,16,2302,8
B,MhojeOmmjC8,1,inner_train,2,8,2302,8
B,MnFRVJtHAeo,1,inner_train,4,16,2302,8
B,MsjnLoTKAXo,1,inner_train,6,24,2302,8
B,Mw4EZYZAd9c,1,inner_train,4,16,2302,8
B,N0GhVkCwrqw,1,inner_train,4,16,2302,8
B,N0Y7x_fJ0Nw,1,inner_train,6,24,2302,8
B,N3QuD26DuCI,1,inner_train,6,24,2302,8
B,N7tS7A0WWpM,1,inner_train,9,36,2302,8
B,NCJTV5KaJJc,1,inner_train,8,32,2302,8
B,NDMAVMZyISM,1,inner_train,5,20,2302,8
B,NKindd5Xn3s,1,inner_train,6,24,2302,8
B,NZtIGzAzJZM,1,inner_train,3,12,2302,8
B,Nd55vByy2F8,1,inner_train,4,16,2302,8
B,NuRvTWhELqs,1,inner_train,4,16,2302,8
B,Nzh2KkaGwrE,1,inner_train,3,12,2302,8
B,NzpymNJaFjo,1,inner_train,2,8,2302,8
B,O2CEvvYWWbU,1,inner_train,9,36,2302,8
B,O3whFU2lAAk,1,inner_train,5,20,2302,8
B,OBaMn1-x7jQ,1,inner_train,5,20,2302,8
B,OEMSGahoCmM,1,inner_train,1,4,2302,8
B,OEesmAnTpeA,1,inner_train,4,16,2302,8
B,OFBc3z99bIc,1,inner_train,14,56,2302,8
B,OGXUtVG0Y9w,1,inner_train,2,8,2302,8
B,OIJr0voCvVQ,1,inner_train,1,4,2302,8
B,OJwO6g01qO8,1,inner_train,2,8,2302,8
B,OSyKmOye5Uo,1,inner_train,3,12,2302,8
B,O_fTDhCtAhw,1,inner_train,4,16,2302,8
B,Ob8vPQCPDX0,1,inner_train,6,24,2302,8
B,OdKp0hYomgs,1,inner_train,10,40,2302,8
B,OoOD_VBL0i0,1,inner_train,1,4,2302,8
B,Or-9Nc_GAq8,1,inner_train,1,4,2302,8
B,OwYfPi9St0w,1,inner_train,1,4,2302,8
B,P35dyIit1yM,1,inner_train,5,20,2302,8
B,PN3ApHIGopo,1,inner_train,2,8,2302,8
B,PbyI-sUzLZY,1,inner_train,4,16,2302,8
B,PtdK-TLOuD0,1,inner_train,2,8,2302,8
B,Q5fZk_jPjBI,1,inner_train,5,20,2302,8
B,Q7OvlYjNt9w,1,inner_train,2,8,2302,8
B,Q8naC1qriIU,1,inner_train,4,16,2302,8
B,QI-TTqj0KnA,1,inner_train,3,12,2302,8
B,QLEOYF7Mju0,1,inner_train,11,44,2302,8
B,QNxiqu1y1N0,1,inner_train,2,8,2302,8
B,QP2CjKap818,1,inner_train,2,8,2302,8
B,QQVRIGEUa_Q,1,inner_train,1,4,2302,8
B,QXPOQW2tRBs,1,inner_train,1,4,2302,8
B,QYp0lGhyL6A,1,inner_train,9,36,2302,8
B,Q_py5n2fQXw,1,inner_train,3,12,2302,8
B,QoIsjc4-GIg,1,inner_train,10,40,2302,8
B,R-HKj8Yn06k,1,inner_train,1,4,2302,8
B,R0o37yJ1PP0,1,inner_train,6,24,2302,8
B,R0uRDh-engU,1,inner_train,3,12,2302,8
B,R8Kw_4Y9E0s,1,inner_train,1,4,2302,8
B,R9ypacCuEZo,1,inner_train,6,24,2302,8
B,RIAEgUKtzxw,1,inner_train,4,16,2302,8
B,RImmdklTOW0,1,inner_train,16,64,2302,8
B,RKP6j28FCWE,1,inner_train,3,12,2302,8
B,RLHZ6xtIWSM,1,inner_train,8,32,2302,8
B,RS5WM3q2ZZQ,1,inner_train,18,72,2302,8
B,RST6PgpsLws,1,inner_train,8,32,2302,8
B,RdExUaEIWIk,1,inner_train,6,24,2302,8
B,RdOc70IrjJo,1,inner_train,2,8,2302,8
B,RqOgkJbqFXg,1,inner_train,4,16,2302,8
B,Rse6laKf1i8,1,inner_train,9,36,2302,8
B,Rw2pzFGosmw,1,inner_train,7,28,2302,8
B,RwcTz-tOIeo,1,inner_train,4,16,2302,8
B,S6S2XL0-ZpM,1,inner_train,1,4,2302,8
