checkpoint_fold,video_id,sample_count,label_mean,label_bin,size_bin,stratum,self_risk_role
0,216857,22,-0.3939394016,1,3,1_3,inner_train
0,218708,20,-0.3666666672,1,3,1_3,inner_train
0,219775,9,-0.6296296219,1,2,1_2,outer
0,220548,24,-0.9027777836,1,3,1_3,inner_train
0,221740,9,-1.037037022,0,2,0_2,inner_valid
0,222116,9,3.300000026e-09,2,2,2_2,inner_train
0,224599,13,-2.284615403e-09,2,3,2_3,inner_train
0,224772,15,-1.08888889,0,3,0_3,inner_train
0,224817,1,0,2,0,2_0,outer
0,224869,16,-0.7083333172,1,3,1_3,inner_train
0,227173,17,-0.9411764636,1,3,1_3,inner_train
0,227426,20,-0.499999997,1,3,1_3,inner_train
0,22821,19,0.7894736873,3,3,3_3,inner_train
0,229903,7,-1.000000017,0,2,0_2,outer
0,229967,11,-0.8484848521,1,3,1_3,outer
0,231025,18,-8.266666703e-09,2,3,2_3,outer
0,233171,8,-1.125000004,0,2,0_2,inner_train
0,233366,8,-0.7916666679,1,2,1_2,inner_train
0,233389,7,0.2857142857,3,2,3_2,inner_train
0,234053,27,0.7654321061,3,3,3_3,outer
0,234587,22,0.7121212076,3,3,3_3,inner_train
0,236399,13,-0.4358974283,1,3,1_3,inner_valid
0,238060,19,-0.7894736826,1,3,1_3,inner_train
0,238100,11,-1.21212121,0,3,0_3,inner_valid
0,238683,5,-0.2,1,1,1_1,inner_train
0,239235,16,1.062500004,4,3,4_3,outer
0,239572,10,1.13333334,4,2,4_2,inner_train
0,240915,9,-0.9629629685,1,2,1_2,inner_train
0,241638,7,-0.9999999958,1,2,1_2,inner_train
0,243338,27,-1.432098771,0,3,0_3,inner_train
0,244180,22,-0.2272727219,1,3,1_3,inner_train
0,244623,29,-0.5862069027,1,3,1_3,inner_valid
0,245322,7,-0.71428571,1,2,1_2,inner_train
0,247382,22,-0.1060606052,1,3,1_3,inner_train
0,248837,14,-1.166666663,0,3,0_3,inner_train
0,24xayGF5yYA,35,1.409523796,4,3,4_3,inner_valid
0,250430,13,-0.8205128175,1,3,1_3,inner_valid
0,251417,8,-0.4583333284,1,2,1_2,inner_train
0,251839,18,-0.5740740746,1,3,1_3,inner_train
0,252177,11,0.1212121383,3,3,3_3,outer
0,25271,13,-0.5641025603,1,3,1_3,inner_train
0,254298,16,-1.479166646,0,3,0_3,inner_train
0,255226,16,-0.5208333247,1,3,1_3,inner_train
0,255338,12,-1.222222202,0,3,0_3,inner_train
0,256935,22,-1.166666665,0,3,0_3,inner_train
0,256976,15,-0.622222211,1,3,1_3,inner_train
0,257771,16,-0.4791666623,1,3,1_3,inner_valid
0,260011,21,0.03174604119,2,3,2_3,inner_train
0,261267,20,-0.9333333403,1,3,1_3,inner_train
0,261902,32,-0.2812500019,1,3,1_3,inner_train
0,262226,21,-2.126984132,0,3,0_3,outer
0,264418,16,-0.9999999944,1,3,1_3,inner_train
0,265959,17,-1.647058817,0,3,0_3,outer
0,266366,19,-1.350877186,0,3,0_3,inner_train
0,266396,98,-1.387755104,0,3,0_3,outer
0,266938,55,-1.418181824,0,3,0_3,inner_train
0,267255,20,-0.4666666642,1,3,1_3,inner_train
0,267278,24,-0.8611111082,1,3,1_3,outer
0,267799,20,-0.7166666567,1,3,1_3,outer
0,268836,40,-1.108333331,0,3,0_3,inner_valid
0,270416,14,-0.952380951,1,3,1_3,outer
0,270444,9,-1.07407406,0,2,0_2,inner_train
0,270449,12,-0.5277777786,1,3,1_3,inner_train
0,270628,36,-0.8425925887,1,3,1_3,inner_train
0,272375,20,-0.35,1,3,1_3,outer
0,273171,17,-0.2352941246,1,3,1_3,inner_train
0,273237,27,-2.074074065,0,3,0_3,inner_train
0,273314,9,-0.7037036949,1,2,1_2,inner_train
0,274219,12,-0.9722222214,1,3,1_3,inner_train
0,276217,42,-0.1507936503,1,3,1_3,inner_train
0,27798,15,-0.7555555503,1,3,1_3,inner_train
0,278474,10,-1.499999973,0,2,0_2,inner_train
0,283495,8,-0.9166666753,1,2,1_2,inner_train
0,288714,20,-1.549999994,0,3,0_3,inner_train
0,291121,13,-0.8205128266,1,3,1_3,inner_valid
0,294178,20,-0.6666666746,1,3,1_3,inner_valid
0,298736,34,-0.07843137751,2,3,2_3,inner_train
0,298774,19,1.350877188,4,3,4_3,inner_train
0,2Crezdbre6I,2,0.3333333433,3,0,3_0,inner_train
0,2HP4KedfmSc,10,0.9833333388,3,2,3_2,outer
0,2JY5HXBWO84,8,1.116250001e-08,2,2,2_2,inner_train
0,2LpVvLemgvw,10,1.400000006,4,2,4_2,inner_valid
0,2PgJok07td4,1,0.6666666865,3,0,3_0,outer
0,2RC_DXV_dPQ,3,0.2222222288,3,0,3_0,inner_train
0,2RDubrUjI-k,4,1.916666627,4,1,4_1,inner_train
0,2Vtv2gPzM7w,2,0.9999999851,3,0,3_0,inner_train
0,2Wo-0trLBjU,6,0.1111111144,3,2,3_2,inner_train
0,2YwgSmmLibs,5,0.06666666866,2,1,2_1,inner_train
0,2Zx4huY-KN8,2,-0.3333333284,1,0,1_0,inner_train
0,2ahFSMFvs_c,9,-0.6296296484,1,2,1_2,inner_train
0,2cwNG0YuwtQ,11,0.3636363663,3,3,3_3,inner_train
0,2w7rpDe-HoA,5,-0.2666666627,1,1,1_1,inner_train
0,30162,12,0.1388888856,3,3,3_3,outer
0,30763,17,1.098039213,4,3,4_3,inner_train
0,31197,5,-0.4000000059,1,1,1_1,inner_valid
0,31tcuDMQ_H8,9,0.3333333333,3,2,3_2,inner_train
0,327283,18,1.240740763,4,3,4_3,inner_train
0,33312,15,-0.9333333115,1,3,1_3,inner_train
0,33439,12,0.138888898,3,3,3_3,inner_train
0,33ueXDUn3mA,7,0.3333333305,3,2,3_2,inner_train
0,34346,21,0.1746031755,3,3,3_3,inner_train
0,367506,17,1.215686263,4,3,4_3,inner_train
0,367576,17,0.05882352766,2,3,2_3,inner_train
0,37117,13,-0.7435897382,1,3,1_3,inner_train
0,37459,8,-1.166666675,0,2,0_2,outer
0,39lcRCFvV-s,45,0.9703703702,3,3,3_3,inner_train
0,3DOrdP4H8SA,12,-0.7777777737,1,3,1_3,inner_train
0,3FpmKxZgihw,9,0.2222222288,3,2,3_2,inner_valid
0,3J3Thmd_vks,1,0.3333333433,3,0,3_0,outer
0,3QcqpwQiiLs,3,1.666666667,4,0,4_0,outer
0,3VsrcbjPwZY,4,0.1666666716,3,1,3_1,inner_train
0,3ZmLhK_YHl8,4,-0.08333333582,2,1,2_1,inner_valid
0,3aD0xAgxxyw,7,0.333333339,3,2,3_2,inner_train
0,3fhCxePBuZY,15,0.06666666668,2,3,2_3,inner_train
0,3gA34VxBijI,2,0.1666666716,3,0,3_0,inner_train
0,3n44IP3tCVE,12,1.444444438,4,3,4_3,inner_train
0,3ocpWAmSNUE,4,-1.58333338,0,1,0_1,inner_train
0,3sDL7mwosP0,2,2,4,0,4_0,inner_train
0,3u_Joh0WJdw,1,0.3333333433,3,0,3_0,inner_valid
0,3w9I5SBhHNc,4,0.8333333507,3,1,3_1,inner_train
0,3y2YInNUmHY,4,1.583333313,4,1,4_1,inner_valid
0,40260,28,0.03571428572,2,3,2_3,inner_train
0,41692,9,1.111109969e-11,2,2,2_2,inner_valid
0,424vOT3Nnyk,5,1.4,4,1,4_1,outer
0,44780,10,9.999978623e-12,2,2,2_2,inner_train
0,44MVdpDEQJs,4,-0.4166666791,1,1,1_1,inner_train
0,45184,6,-1.500000005,0,2,0_2,inner_train
0,45186,15,-1.533333325,0,3,0_3,inner_valid
0,45676,9,0.03703703484,2,2,2_2,inner_train
0,46497,5,-1.533333349,0,1,0_1,inner_valid
0,46604,9,-1.111111121,0,2,0_2,outer
0,47472,16,-0.520833334,1,3,1_3,inner_train
0,48nifdN2vSI,1,0.6666666865,3,0,3_0,inner_valid
0,48u68AzcWvE,1,0,2,0,2_0,inner_valid
0,4BoE-woHtwA,11,0.3636363474,3,3,3_3,inner_train
0,4EEru3cZwXo,4,-0.25,1,1,1_1,inner_train
0,4GYfmpEEtl4,6,0.4444444527,3,2,3_2,inner_valid
0,4HAC00EAdno,10,0.4333333462,3,2,3_2,inner_valid
0,4HazSkYihtw,1,1,3,0,3_0,inner_train
0,4Q7OkrJLzAc,5,0.4,3,1,3_1,inner_valid
0,4WTVL5bNybU,3,-0.2222222288,1,1,1_1,inner_train
0,4Yxe1_ohz7Y,1,0.3333333433,3,0,3_0,inner_train
0,4hEWns7JBg0,26,0.9743589839,3,3,3_3,inner_train
0,4iG0ffmnCOw,11,1.151515161,4,3,4_3,inner_train
0,4jTUcNlxlYA,9,0.3703703715,3,2,3_2,inner_train
0,4kF0U8kIMp4,7,0.6190476375,3,2,3_2,outer
0,4lKz4xyCmkk,12,0.1111111144,3,3,3_3,inner_train
0,4lro65JwQdc,2,0.1666666716,3,0,3_0,inner_train
0,4oeKDFIaL7o,4,-0.1666666642,1,1,1_1,inner_train
0,4poXF3xo6Z8,13,1.025641024,4,3,4_3,inner_train
0,4qoB5a6dR3w,4,1.416666672,4,1,4_1,inner_train
0,4wdeBJ39Cuw,5,-1.000000012,0,1,0_1,outer
0,4wuug3-5cWo,13,0.7692307807,3,3,3_3,inner_valid
0,50453,13,-0.3589743445,1,3,1_3,inner_train
0,51224,10,-0.4333333403,1,2,1_2,inner_valid
0,53742,12,-0.5000000025,1,3,1_3,outer
0,54CM1_GA-uw,2,0.3333333433,3,0,3_0,inner_train
0,55T4QNcdpOk,3,-0.2222222288,1,1,1_1,inner_valid
0,56006,13,-0.4358974283,1,3,1_3,inner_train
0,56276,16,-1.812500004,0,3,0_3,inner_train
0,57618,17,-1.274509781,0,3,0_3,inner_train
0,59333,20,-0.4666666657,1,3,1_3,outer
0,5FbzKjx3Lho,3,0.4444444478,3,1,3_1,inner_train
0,5HjbZAbB-Lg,3,0.5555555423,3,1,3_1,inner_valid
0,5JMpMKAO-Mk,3,0.5555555721,3,1,3_1,inner_train
0,5OLO6zEbrVw,4,-0.1666666716,1,1,1_1,inner_train
0,5PqwxUYIe3c,4,0.8333333284,3,1,3_1,inner_train
0,5VKMctXBN9M,4,-0.1666666716,1,1,1_1,inner_valid
0,5XX0csik6VQ,5,0.2666666746,3,1,3_1,inner_train
0,5hXC8JbiLd8,2,0.8333333135,3,0,3_0,inner_train
0,5qxZFmIaynE,21,0.1111111144,3,3,3_3,inner_train
0,5sDBK-lP8Pg,2,0.6666666717,3,0,3_0,inner_train
0,6-0bcijTR8k,1,2.666666746,4,0,4_0,inner_train
0,60037,17,1.313725494,4,3,4_3,inner_train
0,65kkuNV921k,16,-0.4583333395,1,3,1_3,inner_train
0,663uRzFOfrg,2,0,2,0,2_0,inner_train
0,6MYUY5tC2Us,7,0.28571429,3,2,3_2,inner_train
0,6T1GHj7qwYs,3,1.444444458,4,1,4_1,outer
0,6_k3cw9_k-Y,1,-1,0,0,0_0,inner_train
0,6aoTjlvo0js,4,0,2,1,2_1,inner_train
0,6ng8CZ0ULK4,12,0.7777777885,3,3,3_3,outer
0,6qPjYvdZiLA,1,-0.3333333433,1,0,1_0,inner_valid
0,6slq62RwH3Q,11,1.757575756,4,3,4_3,outer
0,6xvVFYR5di0,8,0.4166666716,3,2,3_2,inner_train
0,6zjv1TLqfF0,12,0.250000005,3,3,3_3,inner_train
0,70420,19,-0.03508771877,2,3,2_3,inner_train
0,72385,24,-1.041666659,0,3,0_3,inner_train
0,73449,15,-0.4888889034,1,3,1_3,outer
0,74101,9,-0.7037037114,1,2,1_2,inner_train
0,76sN4tvbPGk,5,1.999997945e-11,2,1,2_1,inner_train
0,78577,14,-0.1428571386,1,3,1_3,inner_valid
0,78Ncka6CY70,1,1.333333373,4,0,4_0,inner_valid
0,79644,6,-1.111111104,0,2,0_2,inner_train
0,79935,20,-1.900000009,0,3,0_3,outer
0,7EWOMjaKlus,14,1.023809533,4,3,4_3,inner_train
0,7R70kKqtGh0,3,1.444444458,4,1,4_1,inner_train
0,7SsmaZZ7mz0,4,1.50000003,4,1,4_1,outer
0,7UlSX-syPeo,21,0.9523809538,3,3,3_3,inner_train
0,7ZzbemE4QEE,39,0.3504273586,3,3,3_3,outer
0,7eJqqvvziQo,8,0.8750000037,3,2,3_2,inner_train
0,7ifnoHhrMtA,7,0.1904761876,3,2,3_2,inner_train
0,7pZPQbMKGkY,7,0.4285714371,3,2,3_2,inner_train
0,7sgAWvbLtiM,8,0.5000000037,3,2,3_2,inner_train
0,7wiaDbpiAQ8,1,0.6666666865,3,0,3_0,inner_train
0,8-Hi9NmF4rM,2,1.666666627,4,0,4_0,inner_valid
0,80620,11,-1.090909088,0,3,0_3,inner_train
0,80914,9,-0.07407407627,2,2,2_2,outer
0,81406,8,-0.416666653,1,2,1_2,outer
0,81615,8,-0.4999999963,1,2,1_2,outer
0,83310,3,-0.4444444577,1,1,1_1,inner_valid
0,8404,14,1.69047619,4,3,4_3,outer
0,84176,11,0.03030304203,2,3,2_3,inner_valid
0,87400,18,0.03703704474,2,3,2_3,inner_train
0,87MsiC3E2-w,1,0,2,0,2_0,inner_valid
0,88245,8,-1.04166666,0,2,0_2,inner_train
0,88797,14,-0.5714285587,1,3,1_3,inner_train
0,89787,21,-0.5238095238,1,3,1_3,inner_train
0,89951,16,-0.25,1,3,1_3,inner_valid
0,8Lmqsakmw3M,11,0.6666666676,3,3,3_3,inner_valid
0,8M0AlvtMrv8,3,0.6666666766,3,1,3_1,inner_train
0,8P0zm2oYDyY,5,0.3999999762,3,1,3_1,outer
0,8UH0aPUf7sQ,1,2,4,0,4_0,inner_train
0,8VB6pdJTpX4,2,0.5000000149,3,0,3_0,inner_train
0,8X5tGQLBqPo,12,0.4444444428,3,3,3_3,inner_train
0,8ovb-GaZ3QE,7,-0.09523809807,2,2,2_2,inner_train
0,8qCNtqjygW8,13,0.4615384707,3,3,3_3,inner_train
0,8u5aet7s9_w,10,0.5333333314,3,2,3_2,inner_train
0,8xfW_azeNPk,16,1.083333334,4,3,4_3,inner_valid
0,9-K1CXCXui4,17,0.5686274644,3,3,3_3,inner_train
0,91276,13,-0.6153846131,1,3,1_3,inner_train
0,92tWNUhG9DY,7,-0.5714285884,1,2,1_2,inner_train
0,94215,13,-0.4358974305,1,3,1_3,inner_train
0,94ULum9MYX0,5,0.06666666864,2,1,2_1,outer
0,96099,13,-0.8717948588,1,3,1_3,inner_train
0,96194,15,-1.288888878,0,3,0_3,inner_train
0,96350,15,-1.577777791,0,3,0_3,inner_train
0,96361,18,-0.2407407462,1,3,1_3,inner_train
0,97992,11,0.7878787924,3,3,3_3,inner_train
0,9JqwFRCTKOM,1,0.6666666865,3,0,3_0,outer
0,9Jyr5laC8mg,1,0,2,0,2_0,inner_valid
0,9K5mYSaoBL4,8,-0.04166666791,2,2,2_2,inner_train
0,9bAgEmihzLs,4,-0.1666666716,1,1,1_1,inner_train
0,9cxlcpbmrH0,12,0.7500000174,3,3,3_3,inner_train
0,9dFEGb_RfwE,1,0,2,0,2_0,inner_train
0,9pdyTplXwM4,7,0.5714285757,3,2,3_2,inner_valid
0,9sAoeFTKILY,1,0.3333333433,3,0,3_0,inner_train
0,9tX18DNC74w,5,0.6666666746,3,1,3_1,inner_train
0,9zBj8VkRBpE,5,0.8,3,1,3_1,outer
0,9zWeMrfr-l0,5,0.200000006,3,1,3_1,inner_train
0,A4dzxgHDhF0,1,0,2,0,2_0,outer
0,A6R6J8SJtBc,3,1.444444438,4,1,4_1,inner_train
0,A8c7q_P4jQg,3,-0.3333333333,1,1,1_1,inner_train
0,A8plGi4rbxM,6,-1.611111095,0,2,0_2,inner_train
0,ABSC1JNdpTw,5,0.200000006,3,1,3_1,inner_train
0,ACOlIiRdDyE,1,0.3333333433,3,0,3_0,inner_valid
0,AGFgaKPzjMQ,7,-0.2380952409,1,2,1_2,inner_train
0,AHU3PUztC_M,1,0,2,0,2_0,inner_train
0,APYv5s4ucd0,3,0.2222222288,3,1,3_1,inner_train
0,ATfnMuJJDkk,9,1.555555542,4,2,4_2,inner_train
0,AepwIhSbAws,5,-0.9333333433,1,1,1_1,inner_train
0,AggyS1coOb8,3,0.8888888856,3,1,3_1,inner_train
0,AlmUwZgY6bs,2,0,2,0,2_0,inner_train
0,AsrhHuCfvF4,3,-0.444444418,1,1,1_1,outer
0,AuPCZlKBzq8,5,1.133333349,4,1,4_1,inner_train
0,Az3e1Opu0LE,7,0.4285714371,3,2,3_2,inner_valid
0,B1PzCwfgXyU,2,-0.5000000149,1,0,1_0,inner_train
0,BAi3ZJo5Vwg,5,0.200000006,3,1,3_1,inner_train
0,BBoe8-HWPSw,8,1.416666653,4,2,4_2,inner_valid
0,BDCFV4EqHjY,2,0.6666666717,3,0,3_0,inner_train
0,BXqnWuDA3H4,3,0.4444444577,3,1,3_1,inner_valid
0,Bf5owLv3X98,5,0.6000000119,3,1,3_1,inner_train
0,Bg-PA5KTjNs,10,0.6000000059,3,2,3_2,inner_train
0,BmDybDBTe7o,6,-0.5,1,2,1_2,outer
0,Bo5IDtP8_Fk,7,0.6190476035,3,2,3_2,inner_valid
0,BuPhjBayua8,4,0,2,1,2_1,outer
0,C-UUQju3bXo,2,1.833333313,4,0,4_0,outer
0,C03473pYcRM,10,0.8333333343,3,2,3_2,inner_train
0,C8Fhlk-eczU,4,0.6666666642,3,1,3_1,inner_train
0,CBYQDIqucxE,2,1,3,0,3_0,inner_train
0,CHh6hWo1AFE,8,-0.3749999963,1,2,1_2,inner_train
0,CL4hDu95Eqw,6,1.111111134,4,2,4_2,inner_train
0,CLkTjujFVKU,6,1.722222239,4,2,4_2,inner_train
0,CZVmxwrWv34,4,0.3333333433,3,1,3_1,inner_train
0,CZigX1ntOsI,15,0.9333333393,3,3,3_3,inner_train
0,Cb8ay6WtJuM,10,1.200000012,4,2,4_2,outer
0,Ceu9AkIjuLY,10,-0.5333333284,1,2,1_2,outer
0,Cj7R36s4dbM,8,0.1250000037,3,2,3_2,inner_train
0,CuF-UOcAFG8,3,1.666666647,4,1,4_1,inner_train
0,CvW0Mh1EWFA,8,0.5,3,2,3_2,inner_train
0,CzstrpOTtgo,6,0.8333333333,3,2,3_2,inner_train
0,D1I-Z8jaby8,2,0.5000000149,3,0,3_0,inner_train
0,D5cQWqYcBAE,3,0.4444444577,3,1,3_1,inner_train
0,DEFDuYyc-Xw,8,0.1666666716,3,2,3_2,inner_train
0,DGeBPk1op3E,8,0.833333347,3,2,3_2,inner_train
0,DNzA2UIkRZk,1,1.666666627,4,0,4_0,inner_train
0,DQ7QKE3hzVg,3,0.6666666766,3,1,3_1,inner_train
0,DR9Hhpy8aA8,3,0,2,1,2_1,inner_train
0,DVvJoMt9o80,2,1.166666657,4,0,4_0,inner_train
0,DZBpdzrMelA,3,0.8888888757,3,1,3_1,inner_train
0,DZIFCYOhosQ,10,-0.0333333373,2,2,2_2,inner_train
0,DatH-ra0VKY,10,1.166666666,4,2,4_2,outer
0,DbAppk7xT0Y,7,-0.1904761749,1,2,1_2,outer
0,DhXBaBOB4E8,1,0.6666666865,3,0,3_0,inner_train
0,Dnhxm6sHQpc,5,0.4000000119,3,1,3_1,inner_train
0,Dq7V30WhOJQ,2,0,2,0,2_0,inner_train
0,Drhrzj1yhVs,4,0.08333332837,2,1,2_1,inner_train
0,Dws8ZrzF7xQ,6,0.5000000099,3,2,3_2,inner_train
0,E05bA058vts,1,1.666666627,4,0,4_0,inner_train
0,E0g6nae4Ae4,31,0.7526881848,3,3,3_3,inner_valid
0,EEUGfVTyTQM,7,0.7142857228,3,2,3_2,inner_valid
0,EK2bnbzmJs4,2,1.99999994,4,0,4_0,inner_valid
0,ELtbrO8FbuI,1,0.6666666865,3,0,3_0,outer
0,E_ocLuUw-1I,5,0.7666666687,3,1,3_1,inner_train
0,EoC83JhkCAw,11,1.393939398,4,3,4_3,inner_train
0,F2M7WbPXRps,4,0.08333333582,2,1,2_1,inner_train
0,F59hwsm4Ld0,46,0.8550724666,3,3,3_3,inner_train
0,F6Ci45lP5aA,3,0.8888888955,3,1,3_1,inner_train
0,F8KE2ZhoUe4,14,0.8571428614,3,3,3_3,inner_train
0,F9NruwaEmA8,2,0.6666666717,3,0,3_0,outer
0,FJgO-FICHlA,2,1.166666657,4,0,4_0,inner_train
0,FMif4HMBZjo,1,0.3333333433,3,0,3_0,inner_train
0,FNbULlE9RKg,4,0.2500000075,3,1,3_1,inner_train
0,FR0B64ID-hA,2,0.3333333433,3,0,3_0,outer
0,FRKwvmrwrZA,12,0.3888888905,3,3,3_3,inner_train
0,FSGL5K2EEdo,2,0.6666666717,3,0,3_0,inner_train
0,FWBCTZiijEM,3,0.6666666766,3,1,3_1,inner_valid
0,FX87sfrE47w,3,0.5555555423,3,1,3_1,inner_train
0,FaHosBIr0xY,3,9.933333341e-09,2,1,2_1,inner_train
0,FcAgbLF6__s,1,0.3333333433,3,0,3_0,inner_train
0,FfavRdRKsAQ,10,1.000000009,4,2,4_2,inner_train
0,FmE9BtTmxnE,1,0.6666666865,3,0,3_0,inner_train
0,FmIS69vB12I,12,0.1388888906,3,3,3_3,inner_valid
0,FphtHpVV-7w,4,0.1666666716,3,1,3_1,inner_train
0,FvoZgWvc3gc,5,0.5333333313,3,1,3_1,inner_train
0,G38DwNDQ8Cc,20,-0.7666666672,1,3,1_3,outer
