section	fold	mode	method	expert_id	expert_left	expert_right	metric	value	reference	delta	notes
combined_oof_metric	all	LV	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Acc2	0.8470983889	NA	NA	NA
combined_oof_metric	all	LV	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	F1	0.8461843072	NA	NA	NA
combined_oof_metric	all	L	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	J	0.566003515	NA	NA	NA
combined_oof_metric	all	L	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	MAE	0.566003515	NA	NA	NA
combined_oof_metric	all	L	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Corr	0.7417374974	NA	NA	NA
combined_oof_metric	all	L	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Acc7	0.5162317775	NA	NA	NA
combined_oof_metric	all	L	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Acc5	0.5366899424	NA	NA	NA
combined_oof_metric	all	L	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Acc2	0.8466291256	NA	NA	NA
combined_oof_metric	all	L	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	F1	0.8456728704	NA	NA	NA
combined_oof_metric	all	Overall	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	J	0.5653316367	NA	NA	NA
combined_oof_metric	all	Overall	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	MAE	0.5655100443	NA	NA	NA
combined_oof_metric	all	Overall	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Corr	0.7424455964	NA	NA	NA
combined_oof_metric	all	Overall	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Acc7	0.5171658704	NA	NA	NA
combined_oof_metric	all	Overall	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Acc5	0.5375627833	NA	NA	NA
combined_oof_metric	all	Overall	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	Acc2	0.8467073361	NA	NA	NA
combined_oof_metric	all	Overall	uniform_kd_seed1111	uniform_kd_seed1111	NA	NA	F1	0.8457534877	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1111	moddrop_seed1111	NA	NA	J	0.5638540161	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1111	moddrop_seed1111	NA	NA	MAE	0.5638540161	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1111	moddrop_seed1111	NA	NA	Corr	0.7381436632	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc7	0.5213156928	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc5	0.53969129	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc2	0.8424839668	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1111	moddrop_seed1111	NA	NA	F1	0.841876	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1111	moddrop_seed1111	NA	NA	J	0.5647679765	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1111	moddrop_seed1111	NA	NA	MAE	0.5647679765	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1111	moddrop_seed1111	NA	NA	Corr	0.737333299	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc7	0.5207031729	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc5	0.5389562661	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc2	0.8406069138	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1111	moddrop_seed1111	NA	NA	F1	0.8399529073	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1111	moddrop_seed1111	NA	NA	J	0.5642332485	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1111	moddrop_seed1111	NA	NA	MAE	0.5642332485	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1111	moddrop_seed1111	NA	NA	Corr	0.7376672238	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc7	0.5211931888	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc5	0.5399362979	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc2	0.8411543876	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1111	moddrop_seed1111	NA	NA	F1	0.8406746699	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1111	moddrop_seed1111	NA	NA	J	0.5650689173	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1111	moddrop_seed1111	NA	NA	MAE	0.5650689173	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1111	moddrop_seed1111	NA	NA	Corr	0.7369217093	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc7	0.5207031729	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc5	0.539262526	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc2	0.8402158611	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1111	moddrop_seed1111	NA	NA	F1	0.839733309	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1111	moddrop_seed1111	NA	NA	J	0.5642720318	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1111	moddrop_seed1111	NA	NA	MAE	0.5644810396	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1111	moddrop_seed1111	NA	NA	Corr	0.7375164738	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc7	0.5209788068	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc5	0.539461595	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1111	moddrop_seed1111	NA	NA	Acc2	0.8411152823	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1111	moddrop_seed1111	NA	NA	F1	0.8405592215	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1114	moddrop_seed1114	NA	NA	J	0.5726299621	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1114	moddrop_seed1114	NA	NA	MAE	0.5726299621	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1114	moddrop_seed1114	NA	NA	Corr	0.733170539	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc7	0.513475438	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc5	0.5338110989	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc2	0.8323948068	NA	NA	NA
combined_oof_metric	all	LAV	moddrop_seed1114	moddrop_seed1114	NA	NA	F1	0.8324992319	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1114	moddrop_seed1114	NA	NA	J	0.5744304276	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1114	moddrop_seed1114	NA	NA	MAE	0.5744304276	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1114	moddrop_seed1114	NA	NA	Corr	0.7311256763	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc7	0.5107803504	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc5	0.5307484993	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc2	0.8317691225	NA	NA	NA
combined_oof_metric	all	LA	moddrop_seed1114	moddrop_seed1114	NA	NA	F1	0.831809129	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1114	moddrop_seed1114	NA	NA	J	0.5717511958	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1114	moddrop_seed1114	NA	NA	MAE	0.5717511958	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1114	moddrop_seed1114	NA	NA	Corr	0.7333976328	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc7	0.5147617298	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc5	0.5347298787	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc2	0.8340372282	NA	NA	NA
combined_oof_metric	all	LV	moddrop_seed1114	moddrop_seed1114	NA	NA	F1	0.8340372282	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1114	moddrop_seed1114	NA	NA	J	0.5737623058	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1114	moddrop_seed1114	NA	NA	MAE	0.5737623058	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1114	moddrop_seed1114	NA	NA	Corr	0.7314460309	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc7	0.5110866103	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc5	0.5310547593	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc2	0.8330987017	NA	NA	NA
combined_oof_metric	all	L	moddrop_seed1114	moddrop_seed1114	NA	NA	F1	0.8330769248	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1114	moddrop_seed1114	NA	NA	J	0.5729723026	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1114	moddrop_seed1114	NA	NA	MAE	0.5731434728	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1114	moddrop_seed1114	NA	NA	Corr	0.7322849697	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc7	0.5125260321	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc5	0.532586059	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1114	moddrop_seed1114	NA	NA	Acc2	0.8328249648	NA	NA	NA
combined_oof_metric	all	Overall	moddrop_seed1114	moddrop_seed1114	NA	NA	F1	0.8328556285	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	J	0.5666996262	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	MAE	0.5666996262	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Corr	0.7374363415	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc7	0.5173955654	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc5	0.5359549185	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc2	0.8391209135	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	F1	0.839268814	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1111	cfcompat_seed1111	NA	NA	J	0.5677352833	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1111	cfcompat_seed1111	NA	NA	MAE	0.5677352833	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Corr	0.7361932069	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc7	0.5168442974	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc5	0.5354036506	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc2	0.8382605975	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1111	cfcompat_seed1111	NA	NA	F1	0.8383510377	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	J	0.5667462471	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	MAE	0.5667462471	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Corr	0.7374027917	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc7	0.5170280534	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc5	0.5356486586	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc2	0.8384170186	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1111	cfcompat_seed1111	NA	NA	F1	0.8385757637	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1111	cfcompat_seed1111	NA	NA	J	0.5676330865	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1111	cfcompat_seed1111	NA	NA	MAE	0.5676330865	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Corr	0.7361761148	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc7	0.5165992895	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc5	0.5351586427	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc2	0.837322071	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1111	cfcompat_seed1111	NA	NA	F1	0.8374475851	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1111	cfcompat_seed1111	NA	NA	J	0.5670355826	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1111	cfcompat_seed1111	NA	NA	MAE	0.5672035608	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Corr	0.7368021137	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc7	0.5169668014	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc5	0.5355414676	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1111	cfcompat_seed1111	NA	NA	Acc2	0.8382801502	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1111	cfcompat_seed1111	NA	NA	F1	0.8384108001	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	J	0.5698640482	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	MAE	0.5698640482	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Corr	0.7343876745	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc7	0.5156192576	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc5	0.5354036506	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc2	0.8340372282	NA	NA	NA
combined_oof_metric	all	LAV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	F1	0.8343850207	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1114	cfcompat_seed1114	NA	NA	J	0.5721369662	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1114	cfcompat_seed1114	NA	NA	MAE	0.5721369662	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Corr	0.7312790024	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc7	0.512862918	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc5	0.5322185471	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc2	0.8360707023	NA	NA	NA
combined_oof_metric	all	LA	cfcompat_seed1114	cfcompat_seed1114	NA	NA	F1	0.8361132151	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	J	0.5697365361	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	MAE	0.5697365361	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Corr	0.733967496	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc7	0.5147617298	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc5	0.5343011148	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc2	0.8356796496	NA	NA	NA
combined_oof_metric	all	LV	cfcompat_seed1114	cfcompat_seed1114	NA	NA	F1	0.8358994339	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1114	cfcompat_seed1114	NA	NA	J	0.5727295942	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1114	cfcompat_seed1114	NA	NA	MAE	0.5727295942	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Corr	0.7306882007	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc7	0.5117603822	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc5	0.5308097513	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc2	0.834584702	NA	NA	NA
combined_oof_metric	all	L	cfcompat_seed1114	cfcompat_seed1114	NA	NA	F1	0.8346311589	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1114	cfcompat_seed1114	NA	NA	J	0.5706992069	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1114	cfcompat_seed1114	NA	NA	MAE	0.5711167862	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Corr	0.7325805934	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc7	0.5137510719	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc5	0.533183266	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1114	cfcompat_seed1114	NA	NA	Acc2	0.8350930705	NA	NA	NA
combined_oof_metric	all	Overall	cfcompat_seed1114	cfcompat_seed1114	NA	NA	F1	0.8352572072	NA	NA	NA
combined_oof_metric	all	LAV	equal_average	NA	NA	NA	J	0.5539128114	NA	NA	NA
combined_oof_metric	all	LAV	equal_average	NA	NA	NA	MAE	0.5539128114	NA	NA	NA
combined_oof_metric	all	LAV	equal_average	NA	NA	NA	Corr	0.7510917763	NA	NA	NA
combined_oof_metric	all	LAV	equal_average	NA	NA	NA	Acc7	0.5241332843	NA	NA	NA
combined_oof_metric	all	LAV	equal_average	NA	NA	NA	Acc5	0.5442239373	NA	NA	NA
combined_oof_metric	all	LAV	equal_average	NA	NA	NA	Acc2	0.8458470202	NA	NA	NA
combined_oof_metric	all	LAV	equal_average	NA	NA	NA	F1	0.8455044345	NA	NA	NA
combined_oof_metric	all	LA	equal_average	NA	NA	NA	J	0.5556121939	NA	NA	NA
combined_oof_metric	all	LA	equal_average	NA	NA	NA	MAE	0.5556121939	NA	NA	NA
combined_oof_metric	all	LA	equal_average	NA	NA	NA	Corr	0.7493727554	NA	NA	NA
combined_oof_metric	all	LA	equal_average	NA	NA	NA	Acc7	0.5230307485	NA	NA	NA
combined_oof_metric	all	LA	equal_average	NA	NA	NA	Acc5	0.5426926375	NA	NA	NA
combined_oof_metric	all	LA	equal_average	NA	NA	NA	Acc2	0.8456123885	NA	NA	NA
combined_oof_metric	all	LA	equal_average	NA	NA	NA	F1	0.8452008012	NA	NA	NA
combined_oof_metric	all	LV	equal_average	NA	NA	NA	J	0.5539741771	NA	NA	NA
combined_oof_metric	all	LV	equal_average	NA	NA	NA	MAE	0.5539741771	NA	NA	NA
combined_oof_metric	all	LV	equal_average	NA	NA	NA	Corr	0.7508808765	NA	NA	NA
combined_oof_metric	all	LV	equal_average	NA	NA	NA	Acc7	0.5241945363	NA	NA	NA
combined_oof_metric	all	LV	equal_average	NA	NA	NA	Acc5	0.5440401813	NA	NA	NA
combined_oof_metric	all	LV	equal_average	NA	NA	NA	Acc2	0.846394494	NA	NA	NA
combined_oof_metric	all	LV	equal_average	NA	NA	NA	F1	0.846092183	NA	NA	NA
combined_oof_metric	all	L	equal_average	NA	NA	NA	J	0.5556732036	NA	NA	NA
combined_oof_metric	all	L	equal_average	NA	NA	NA	MAE	0.5556732036	NA	NA	NA
combined_oof_metric	all	L	equal_average	NA	NA	NA	Corr	0.7492181618	NA	NA	NA
combined_oof_metric	all	L	equal_average	NA	NA	NA	Acc7	0.5226019846	NA	NA	NA
combined_oof_metric	all	L	equal_average	NA	NA	NA	Acc5	0.5422638736	NA	NA	NA
combined_oof_metric	all	L	equal_average	NA	NA	NA	Acc2	0.8457688096	NA	NA	NA
combined_oof_metric	all	L	equal_average	NA	NA	NA	F1	0.845415305	NA	NA	NA
combined_oof_metric	all	Overall	equal_average	NA	NA	NA	J	0.5544996681	NA	NA	NA
combined_oof_metric	all	Overall	equal_average	NA	NA	NA	MAE	0.5547930965	NA	NA	NA
combined_oof_metric	all	Overall	equal_average	NA	NA	NA	Corr	0.7501408925	NA	NA	NA
combined_oof_metric	all	Overall	equal_average	NA	NA	NA	Acc7	0.5234901384	NA	NA	NA
combined_oof_metric	all	Overall	equal_average	NA	NA	NA	Acc5	0.5433051574	NA	NA	NA
combined_oof_metric	all	Overall	equal_average	NA	NA	NA	Acc2	0.8459056781	NA	NA	NA
combined_oof_metric	all	Overall	equal_average	NA	NA	NA	F1	0.8455531809	NA	NA	NA
combined_oof_metric	all	LAV	global_fixed_stacking	NA	NA	NA	J	0.5544223256	NA	NA	NA
combined_oof_metric	all	LAV	global_fixed_stacking	NA	NA	NA	MAE	0.5544223256	NA	NA	NA
combined_oof_metric	all	LAV	global_fixed_stacking	NA	NA	NA	Corr	0.7505470686	NA	NA	NA
combined_oof_metric	all	LAV	global_fixed_stacking	NA	NA	NA	Acc7	0.5230307485	NA	NA	NA
combined_oof_metric	all	LAV	global_fixed_stacking	NA	NA	NA	Acc5	0.5434889134	NA	NA	NA
combined_oof_metric	all	LAV	global_fixed_stacking	NA	NA	NA	Acc2	0.8456123885	NA	NA	NA
combined_oof_metric	all	LAV	global_fixed_stacking	NA	NA	NA	F1	0.8452008012	NA	NA	NA
combined_oof_metric	all	LA	global_fixed_stacking	NA	NA	NA	J	0.5560895564	NA	NA	NA
combined_oof_metric	all	LA	global_fixed_stacking	NA	NA	NA	MAE	0.5560895564	NA	NA	NA
combined_oof_metric	all	LA	global_fixed_stacking	NA	NA	NA	Corr	0.7488837597	NA	NA	NA
combined_oof_metric	all	LA	global_fixed_stacking	NA	NA	NA	Acc7	0.5230307485	NA	NA	NA
combined_oof_metric	all	LA	global_fixed_stacking	NA	NA	NA	Acc5	0.5429376455	NA	NA	NA
combined_oof_metric	all	LA	global_fixed_stacking	NA	NA	NA	Acc2	0.8463162834	NA	NA	NA
combined_oof_metric	all	LA	global_fixed_stacking	NA	NA	NA	F1	0.8457935227	NA	NA	NA
combined_oof_metric	all	LV	global_fixed_stacking	NA	NA	NA	J	0.554496748	NA	NA	NA
combined_oof_metric	all	LV	global_fixed_stacking	NA	NA	NA	MAE	0.554496748	NA	NA	NA
combined_oof_metric	all	LV	global_fixed_stacking	NA	NA	NA	Corr	0.7503076563	NA	NA	NA
combined_oof_metric	all	LV	global_fixed_stacking	NA	NA	NA	Acc7	0.5232757565	NA	NA	NA
combined_oof_metric	all	LV	global_fixed_stacking	NA	NA	NA	Acc5	0.5434889134	NA	NA	NA
combined_oof_metric	all	LV	global_fixed_stacking	NA	NA	NA	Acc2	0.8452995464	NA	NA	NA
combined_oof_metric	all	LV	global_fixed_stacking	NA	NA	NA	F1	0.8449016422	NA	NA	NA
combined_oof_metric	all	L	global_fixed_stacking	NA	NA	NA	J	0.5561776978	NA	NA	NA
combined_oof_metric	all	L	global_fixed_stacking	NA	NA	NA	MAE	0.5561776978	NA	NA	NA
combined_oof_metric	all	L	global_fixed_stacking	NA	NA	NA	Corr	0.7487127337	NA	NA	NA
combined_oof_metric	all	L	global_fixed_stacking	NA	NA	NA	Acc7	0.5231532525	NA	NA	NA
combined_oof_metric	all	L	global_fixed_stacking	NA	NA	NA	Acc5	0.5429988975	NA	NA	NA
combined_oof_metric	all	L	global_fixed_stacking	NA	NA	NA	Acc2	0.845534178	NA	NA	NA
